,State,Metropolitan Areas,Race with the Machine,Interpersonal Task,Group Task,Conflict Resolution,Management and Supervision,Race ahead of the Machine,Communication,Systems Analysis,Creative and Critical Thinking,Changing the Course of the Race,Routine Problem Solving,Information Processing,Race against the Machine,General Physical Task,Dynamic Physical Task,Running a Different Race,Equipment Maintenance,Vehicle and Equipment Operation,Machine Control,Hazardous Task
64,FL,Cape Coral-Fort Myers,0.03188188675342471,0.01018602828057886,0.003826249747015015,0.010105483828076649,0.0077641248977542016,0.012114461295755037,0.00824257304682733,0.0017043143376829425,0.0021675739112447644,-0.010002611579032051,-0.005975745523169547,-0.004026866055862513,-0.003743853932216601,-0.0012968668741321285,-0.002446987058084473,0.007109348218067996,0.001863054707889807,0.002666457872713794,0.001606574896455,0.0009732607410093927
65,FL,Crestview-Fort Walton Beach-Destin,0.040587340992800265,0.012706853624197718,0.00453943110985626,0.011962206067202788,0.011378850191543484,0.0112677293374486,0.006695714710225155,0.0021445477405393,0.0024274668866841533,-0.008368244743082495,-0.0055115436798460005,-0.0028567010632365025,-0.006881824207167597,-0.002159242871800922,-0.004722581335366675,0.005416515639892233,0.00031075124177714145,0.003146349957382874,0.0017162147697823529,0.00024319967094987158
66,FL,Deltona-Daytona Beach-Ormond Beach,0.036290476220882266,0.0100706799652696,0.00460956899102544,0.012407895726787348,0.009202331537799877,0.00971075521233633,0.005187814843103357,0.0022373767871133442,0.0022855635821196238,-0.010686013216084063,-0.007541282372679155,-0.0031447308434049137,-0.002382531281773931,-0.0005268944125302877,-0.00185563686924365,0.005948815988707543,0.0015764131133667073,0.0023097873873942285,0.0011451873917728286,0.0009174280961737649
67,FL,Gainesville,0.036009242037697335,0.009830994261779505,0.004747666057653319,0.0107003718949657,0.010730209823298836,0.01916284270131037,0.01094152057400634,0.003221687977418985,0.0049996341498850455,-0.007823425811437816,-0.006096894085394003,-0.0017265317260438046,-0.0048569916346949404,-0.001108198511042796,-0.003748793123652144,0.00691470701630159,0.0017967969208646534,0.0030713284185130314,0.0004419795063308994,0.0016046021705930086
68,FL,Jacksonville,0.030079488514049263,0.008807945673069549,0.0039821453048733,0.01013397966103511,0.007155417875071288,0.011893282796798632,0.00907838237690322,0.002292161295250917,0.0005227391246444939,-0.0079458835315524,-0.005649504104491754,-0.002296379427060659,-0.0018636858284105109,-0.0003642054465247402,-0.0014994803818857635,0.00775661344931812,0.001834089840589304,0.0037813435784203532,0.001166321123342126,0.0009748589069663305
69,FL,Lakeland-Winter Haven,0.03355422838913577,0.010409761296465377,0.004646084024347019,0.010194052237988204,0.008304330830335157,0.013516638753688595,0.009233245758528477,0.0018887823646577886,0.002394610630502329,-0.006721938988139761,-0.004538142586701696,-0.0021837964014380646,-0.009203941801838714,-0.005341430272461353,-0.00386251152937736,0.012747966044883707,0.0015973237283086574,0.006335375125634653,0.002803169716425448,0.002012097474514963
70,FL,Miami-Fort Lauderdale-West Palm Beach,0.031232325373542424,0.009547086543277685,0.004151102637192611,0.00924047436761348,0.008293661825458657,0.016200708930202118,0.010573339643902271,0.002943588306047217,0.002683780980252612,-0.005356040481667032,-0.005107267751717714,-0.00024877272994932453,-0.00583814864537463,-0.00239724983551632,-0.00344089880985831,-0.00010669635774779308,0.00022220209816307441,1.2688092707283105e-05,0.00015385627712557332,-0.0004954428257437186
71,FL,Naples-Immokalee-Marco Island,0.032199150533458835,0.00907053362078824,0.003532807638159682,0.011233043464867816,0.008362765809643125,0.00851226849221963,0.004062058260757603,0.002198235120252712,0.0022519751112093124,-0.0073617088003613265,-0.004898345003414607,-0.0024633637969467127,-0.0043116150707875325,-0.001425577262392383,-0.0028860378083951435,0.0010375676425117971,0.000909271907415526,-0.0012340592693147745,0.0016050668708550051,-0.0002427118664439544
72,FL,North Port-Sarasota-Bradenton,0.033531572807408934,0.009160082721042524,0.00485059760230426,0.01172775629920967,0.007793136184852476,0.008278676964584314,0.005487285920530105,0.0019132579908632075,0.0008781330531910138,-0.008500216648628545,-0.006103963986648933,-0.002396252661979625,-0.00016284740171250425,-0.0003146647203863956,0.00015181731867389137,0.0055869810518361105,0.0014064290633096794,0.0017644438160176468,0.001314625459251175,0.0011014827132576034
73,FL,Ocala,0.03232316328056917,0.009507795402624787,0.004819913756225772,0.010486669922713764,0.0075087841990048405,0.005746063440200677,0.004931365803479866,0.00023056757519279716,0.0005841300615280105,-0.009478282720452536,-0.006305078579706788,-0.0031732041407457443,-0.0002888926216075005,0.0004251195911576869,-0.0007140122127652013,0.0062774557460619634,0.0016812531429390776,0.00021132705825006176,0.0023831327522997607,0.00200174279257306
74,FL,Orlando-Kissimmee-Sanford,0.03225526376411428,0.009820133227339815,0.0041798795647156415,0.00965622920408507,0.008599021767973756,0.014123573220224159,0.009522496586409657,0.002984100881592741,0.0016169757522217741,-0.004613796035148665,-0.003919751039701859,-0.0006940449954468061,-0.0028071921881152595,-0.000802402757939906,-0.0020047894301753466,0.004246199550212521,0.0012690107760944694,0.0015119675448930436,0.001192524738360564,0.0002726964908644492
75,FL,Palm Bay-Melbourne-Titusville,0.033002828295986525,0.010493348104891843,0.004525786369332055,0.009987409202385052,0.007996284619377559,0.015286042320382163,0.010124389593228922,0.0019481591911517141,0.003213493536001519,-0.002269404972342459,-0.0028926375832122805,0.0006232326108698282,-0.0036559308361272655,-0.001096420570424632,-0.0025595102657026345,0.0015847349048940804,0.0006765431134701691,-0.0012078401179423902,0.001041818805721833,0.0010742131036444724
76,FL,Panama City,0.039795409026437766,0.013874476165193064,0.0043166391439313405,0.01250091032640526,0.0091033833909081,0.015037107900676487,0.009377984721482914,0.002281934335723098,0.0033771888434704703,-0.008277983193261285,-0.005483731134416594,-0.002794252058844693,-0.010009008808752426,-0.004009152899369213,-0.005999855909383206,-0.0040476784847291595,4.960517528208516e-05,-0.0013895550880631408,-0.0003443609225001962,-0.0023633676494478964
77,FL,Pensacola-Ferry Pass-Brent,0.03932322308143403,0.01257739289343475,0.004766044659618411,0.012924619160007422,0.00905516636837346,0.011546497715386505,0.0071181474189718,0.0020019885179236533,0.00242636177849106,-0.0101310891637304,-0.007357545524866498,-0.002773543638863896,-0.004551390210802225,-0.0017764092056971187,-0.0027749810051051205,0.0003779396077173841,0.00026752413785362424,0.00026622870679543503,-4.08737680216674e-05,-0.00011493946891001292
78,FL,Port St. Lucie,0.036590348209500856,0.011625555625658632,0.0046827725800824465,0.01108354534811276,0.009198474655647028,0.010889728514292736,0.0070570302355600625,0.0023098783355243128,0.0015228199432083516,-0.008739601382957804,-0.006724692865592186,-0.0020149085173656114,-0.0037791059527932094,-0.002431588813249383,-0.0013475171395438345,0.003245353302029464,0.0007142293218291504,-7.213407723855035e-05,0.0011698670500777213,0.0014333910073611596
79,FL,Punta Gorda,0.040773414929209,0.012341385841936009,0.005429481779752891,0.014547888810816131,0.00845465849670396,0.008524750536689343,0.005893425513194793,0.0013652397827007036,0.0012660852407938505,-0.013594847699629669,-0.007959055933676483,-0.0056357917659531865,-0.009713988385116085,-0.003260868862300613,-0.006453119522815479,3.9332228227592636e-05,0.0008799143938047967,-0.0006550909929863223,0.000734121122400646,-0.0009196122949915211
80,FL,Sebastian-Vero Beach,0.03681690595656669,0.012114533529948915,0.004031707914326107,0.013378393156388895,0.007292271355902766,0.012076215563064265,0.009435924308447112,0.0018133390811491297,0.0008269521734680235,-0.009431378127690905,-0.007684536977701904,-0.0017468411499889994,-0.0054566451181181095,-0.0020432304140213238,-0.0034134147040967844,-0.004733781152865046,-0.0001044406648608564,-0.0034779341816867024,-0.00013371410663371233,-0.001017692199683784
81,FL,Tallahassee,0.03342399401839705,0.00897834307822197,0.0044040697048821735,0.01045055249695435,0.009591028738338564,0.01982261081656969,0.010427347032555642,0.0042747685789725,0.005120495205041565,-0.0067289071293935715,-0.006559706182574863,-0.00016920094681870806,-0.007128725351716325,-0.003055966312879417,-0.004072759038836901,-0.000723376668823314,-0.0008191291877205457,0.00030652016156619213,-0.00026809071898389533,5.732307631492808e-05
82,FL,Tampa-St. Petersburg-Clearwater,0.03258226117412466,0.010227585702797104,0.004340789580064407,0.009947286009517829,0.008066599881745337,0.017178386118675632,0.012654082562064808,0.002974224051340537,0.0015500795052702868,-0.003747793425654053,-0.004152302026746629,0.0004045086010925833,-0.004167118196002462,-0.001797748938539616,-0.002369369257462839,0.002842620727829398,0.0012034329172394241,0.0008617504917241559,0.0008828989230064699,-0.00010546160414065878
83,GA,Albany,0.02946750988260495,0.012643677496844244,0.003970741414955497,0.006784946394020587,0.006068144576784625,0.013706315046232126,0.011342018679836445,0.0014874790369549164,0.0008768173294407579,-0.010774279548270165,-0.007487620083308494,-0.003286659464961667,-0.009198074559532044,-0.005422255070617943,-0.003775819488914104,-0.004176793196720374,-0.0002615376813683568,0.0003237040282819681,-0.0015055380743262785,-0.002733421469307697
84,GA,Athens-Clarke County,0.029965666866496713,0.011405968998119818,0.004381942314580008,0.009289173259732858,0.004888582294064015,0.011444681349958269,0.008791610651880818,0.001309370199771672,0.001343700498305785,-0.007264652152523644,-0.004596606240971961,-0.002668045911551682,-0.0067714214057690856,-0.00335686969114566,-0.003414551714623425,-0.004318662915892141,0.0002571091831508523,-0.0017675057359836828,-0.0007269612530456,-0.0020813051100137155
85,GA,Atlanta-Sandy Springs-Roswell,0.02287437607409215,0.00686333812818038,0.003864582575849972,0.007461830919043101,0.004684624451018682,0.009802231183317772,0.006886431255344236,0.0017806071640361874,0.0011351927639373545,-0.004789604701477615,-0.0038438295924315548,-0.0009457751090460598,-0.0036027277206967523,-0.0014505128780823648,-0.0021522148426144014,0.003690058563686288,0.0003550922119736032,0.001640037337879291,0.0011962212342755444,0.0004987077795578637
86,GA-SC,Augusta-Richmond County,0.026017089578119296,0.00927206356873389,0.0039030179342934377,0.007890292853317125,0.004951715221774834,0.009394187093269156,0.008133142660350956,0.0014624812625676587,-0.00020143682964945958,-0.006085555544979734,-0.005211165971903464,-0.0008743895730762632,-0.005469241950353213,-0.002137549830227112,-0.0033316921201260933,0.0033231133346644103,0.0006255426839255758,0.0026048560536900064,0.0006215478727996207,-0.0005288332757507863
87,GA,Brunswick,0.027506003161010567,0.008927096030204562,0.0035225344008456877,0.00992966133668153,0.005126711393278801,0.005578873407966686,0.005400210981973075,0.0006994405762107032,-0.0005207781502170779,-0.008927701969761725,-0.005121534685451928,-0.0038061672843097897,-0.006414231142960622,-0.0023995469782409004,-0.0040146841647197215,-0.0013112031356028034,0.000497098810548614,-0.0015291523936429919,0.0014914780940856812,-0.0017706276465941086
88,GA-AL,Columbus,0.0325917882838104,0.011017873244810392,0.003820528575007537,0.01110221788070443,0.006651168583288021,0.009133246575225629,0.008156617146181523,0.0009746752941559319,1.9541348881754743e-06,-0.00799205008891396,-0.0066897142765646655,-0.0013023358123493006,-0.0072225675876541875,-0.0037307128766693454,-0.003491854710984843,0.00038444680955483646,-0.0005445599897123954,0.0016315766606969095,-1.5830103699446266e-05,-0.0006867397577302281
89,GA,Dalton,0.021125788554499574,0.007428022282911831,0.0051758643894700635,0.006359250764432446,0.0021626511176852485,0.0012567096546292347,0.004662368149107325,-0.0012275324275548075,-0.00217812606692328,-0.0037367834046087983,-0.0025377028983508965,-0.0011990805062579053,0.0035529732498668226,1.1181340222578273e-05,0.0035417919096442365,0.02517854781227644,0.004778884406229041,0.010796426642949173,0.0049105124933808,0.004692724269717417
90,GA,Gainesville,0.020306813764904785,0.006204752483370588,0.0045325000270709705,0.00812941075799193,0.0014401504964712856,-0.0028923373326679986,0.001664769354637996,-0.0017668956081816605,-0.002790211079124329,-0.011033661021467885,-0.00657600038414375,-0.004457660637324133,0.001437776415510142,-0.0017288744421465401,0.0031666508576566822,0.008686457992211752,0.00032162440223621613,0.0063620273180993595,0.0015972293518406837,0.00040557692003551077
91,GA,Hinesville,0.03646981515801138,0.01148455194169385,0.005905958195371635,0.008428876546468261,0.010650428474477643,0.00859017763986787,0.012546298312233264,0.0021686116225708915,-0.006124732294936303,-0.0037794519605386656,-0.002702696166182177,-0.0010767557943564961,-0.020765025060378157,-0.006945570970430011,-0.013819454089948148,0.004132442894805313,0.0007936329745892104,-6.0096877942897996e-05,0.002402062774574097,0.0009968440235849016
92,GA,Macon,0.02643537365617184,0.009977133605240926,0.0038860874762385,0.007005037011754325,0.005567115562938069,0.012112556724173345,0.009601299163639795,0.0020547620261549197,0.0004564955343786259,-0.011435274147984507,-0.007494564015399884,-0.003940710132584617,-0.003861353620016619,-0.0012724754425746038,-0.0025888781774420218,0.00243043471577227,0.001989460610225825,0.00035164063219315917,9.792013609306177e-06,7.954145974398487e-05
93,GA,Rome,0.0325453951385415,0.011240157680929452,0.005016252317192218,0.010654937795812364,0.0056340473446074854,0.010189303061029484,0.009017581518546126,0.0013424747091905895,-0.00017075316670721666,-0.0035934448711378024,-0.002932823563376236,-0.0006606213077615733,-0.014151988700116287,-0.008460571810478226,-0.005691416889638068,-0.002235940142266149,-0.0005654809043115251,-0.0012206969294655742,0.0005253697110738259,-0.0009751320195628722
94,GA,Savannah,0.024960651342039508,0.007727764602465845,0.004029258143290335,0.00810057216759573,0.005103056428687579,0.006104516828165499,0.004122372175013073,0.0011360665705661393,0.0008460780825862782,-0.009455456342012142,-0.005915750398836607,-0.0035397059431755413,-0.005310401788208019,-0.002365947508019661,-0.0029444542801883573,0.00312672526495128,0.00029917244286046385,0.0024110145360010248,0.0015867802183982154,-0.0011702419323084447
95,GA,Valdosta,0.03434286016078432,0.014339414549226482,0.004589329811540746,0.00875385758262575,0.006660258217391322,0.013348168943631694,0.013128622549120408,0.001107406683365163,-0.0008878602888538824,-0.013160252800066538,-0.007383773958413761,-0.005776478841652779,-0.013559645288854295,-0.007379989594723579,-0.006179655694130724,-0.004750317968433171,7.75833625339048e-05,-0.001048015665016985,-0.000980907638174475,-0.002798978027775619
96,GA,Warner Robins,0.040506119864340745,0.014557820377569062,0.004869878783613715,0.012035202454870143,0.009043218248287832,0.015086393345891541,0.011833648610823371,0.0009455452640090428,0.0023071994710591303,0.008209739659436359,0.004973184755358046,0.0032365549040783183,-0.008311927757927967,-0.004485666368431243,-0.003826261389496724,-0.003380661575893465,-0.002246712965680759,-0.0027671948939308466,0.0016863528464637415,-5.3106562745590384e-05
97,HI,Urban Honolulu,0.025370340798161445,0.007090834061579691,0.003902812538714649,0.005899014704598964,0.00847767949326815,0.013001804640893759,0.00863954332405812,0.0028851593149634733,0.0014771020018721596,-0.002650366389980729,-0.0022495471600517468,-0.00040081922992897534,-0.0028518263649384146,1.8996187920769517e-05,-0.002870822552859184,0.005846595288618167,0.0016136612925578395,0.0026326918777283058,0.0007726437977933799,0.0008275983205386258
98,IA,Ames,0.03469161030485693,0.008949245557484907,0.005223614366624331,0.009992606392729982,0.0105261439880177,0.011677856680598191,0.0036618897118210407,0.004932844847849971,0.003083122120927168,-0.007076405595299345,-0.0061349604391722,-0.0009414451561271449,-0.009332179128796345,-0.002545363146151489,-0.006786815982644856,0.007950413329107842,0.0010920601190866767,0.0041983516613461926,0.0007715912614348515,0.001888410287240124
99,IA,Cedar Rapids,0.02518489757583145,0.007161635873476541,0.003939143902629817,0.008087878675943797,0.005996239123781309,0.013742616460618626,0.010292348106834208,0.0023954604750045174,0.0010548078787799044,-0.0060386481596902825,-0.005089320597275238,-0.0009493275624150381,-0.004486131346981725,-0.001609585258807597,-0.0028765460881741284,0.00327645543453961,0.00010083013341821363,0.002748939520724872,0.0005016047477057473,-7.491896730923986e-05
100,IA-IL,Davenport-Moline-Rock Island,0.029765039247736564,0.008119972392748497,0.0051714648780102285,0.00900878995276003,0.007464812024217796,0.013393921439125336,0.009365052591329416,0.002598366015824711,0.0014305028319712108,-0.004230286663028146,-0.0036222571632150906,-0.000608029499813062,-0.002903563935064399,-0.0013427028041061715,-0.001560861130958234,0.0045533897429663045,0.0005214932166638965,0.003490002907837804,0.0009596267442907176,-0.00041773312582611336
101,IA,Des Moines-West Des Moines,0.02693750334906292,0.007604910463154312,0.0036525544535318134,0.008189877147245547,0.007490161285131261,0.01414715750210993,0.008887717216932912,0.003332499065038779,0.0019269412201382461,-0.005798304083071859,-0.0062315970122352815,0.0004332929291634285,-0.003254450793674174,-0.0015779340734007744,-0.0016765167202733994,0.002644431341005393,0.000307783831440955,0.0015683869601351606,0.0005699992533087887,0.0001982612961204805
102,IA,Dubuque,0.02984952428109504,0.008013019488806956,0.0051024859882157205,0.009031370484667449,0.0077026483194049125,0.014621507830534078,0.010126115013021929,0.004517476142745006,-2.2083325232853668e-05,-0.0053169492550348,-0.005421295458601122,0.00010434620356632868,-0.010539163360109474,-0.004514215788640259,-0.006024947571469215,-0.0016944103765909602,0.0014288108742962805,-0.000731936441707326,1.6032910293197613e-05,-0.002407317719473116
103,IA,Iowa City,0.03796560664011571,0.008705010305941327,0.004961710993176252,0.013869408633125774,0.010429476707872358,0.017715782898412732,0.00854953496412253,0.00560091307971324,0.003565334854576968,-0.0005579319184710467,-0.004149078434003328,0.003591146515532287,-0.010168362731528284,-0.0043931970131104794,-0.005775165718417796,-0.0037788049207570368,-0.00035755432483976224,-0.0020142667909455493,-0.00016759356621171353,-0.0012393902387599946
104,IA-NE-SD,Sioux City,0.017886856599094655,0.0023969814774511197,0.0040068768245944105,0.0058147516070035385,0.005668246690045588,-0.0013788110427867815,-0.0007647439636777539,0.0006641626247224433,-0.0012782297038314693,-0.015364207447663413,-0.00826685461275718,-0.007097352834906231,0.0021710876456491053,0.002272468861749623,-0.0001013812161005101,0.02878407210059838,0.0034618335868545173,0.013528304500181554,0.004828261653066032,0.006965672360496288
105,IA,Waterloo-Cedar Falls,0.027605868535430626,0.007786378208218189,0.004146296210990635,0.007654732882875091,0.008018461233346734,0.01473460846702454,0.009321150969429495,0.003990642491029815,0.0014228150065652386,-0.008147395251975248,-0.006715524799285222,-0.0014318704526900365,-0.0037546346401452907,-0.00028284937997014037,-0.0034717852601751503,-0.0014654531043064715,0.0002230998586784001,0.0015868131892483525,-0.0008284375979797018,-0.002446928554253526
106,ID,Boise City,0.021238522295634527,0.005864152353641808,0.0029996358668653513,0.008225294099810536,0.004149439975316846,0.007842141573576641,0.007097689725081673,0.0006948577458887259,4.9594102606232565e-05,-0.010306537590599685,-0.006757466145789592,-0.003549071444810085,0.0060869608548188995,0.0041332960329287785,0.001953664821890126,0.00734443646770383,0.001065450869478041,0.0021195925999484624,0.001728655975622044,0.0024307370226552857
107,ID,Coeur d'Alene,0.02860199323921161,0.009542606132720384,0.0030295272126500284,0.01117385175091032,0.00485600814293089,0.0074072666398620765,0.008253583005423781,0.0005369046038663712,-0.0013832209694280822,-0.011272429096745308,-0.006873400939553014,-0.0043990281571923,-0.001378621261407434,0.0009885166835615217,-0.0023671379449689625,-0.001923182156149006,0.0004742838055998323,-0.002458650342951653,0.00029865779944562165,-0.0002374734182428208
108,ID,Idaho Falls,0.02561833541918856,0.007991996458309981,0.003278440339868809,0.011202152943882951,0.003145745677126805,0.012787616161490531,0.00950230762081218,0.0028648910921687497,0.0004204174485095899,-0.005011282236589892,-0.003337500856087,-0.0016737813805029061,-0.0027604964580053852,-3.705706862493219e-05,-0.002723439389380453,0.0015430699809663715,0.001838113898437913,-0.0019706744157743025,0.0020682001003445687,-0.00039256960204179375
109,ID-WA,Lewiston,0.027225566540547183,0.007637760998083831,0.003393267768270666,0.012539489945105895,0.0036550478290868008,0.00594451483093876,0.00564141634407421,0.000993547399181649,-0.0006904489123170862,-0.010678441363515869,-0.00739603094482856,-0.00328241041868731,0.0075187883860984295,0.004348602626055528,0.003170185760042896,0.011657985602545662,0.002575238223641193,0.004204146105704597,0.0030641950558348424,0.0018144062173650333
110,ID,Pocatello,0.026972938550993558,0.008824494258897725,0.00391973293024341,0.010333042733768602,0.0038956686280838225,0.013361107752125387,0.013570778351718354,0.0006166518006624905,-0.0008263224002554581,-0.007000858214079961,-0.003451762589503693,-0.003549095624576261,0.0038009544828877815,0.004467780643094679,-0.0006668261602069057,-0.0055980551372388785,0.0005180822524371419,-0.0068307292910328105,0.0008086273110873393,-9.403540973055084e-05
111,IL,Bloomington,0.030293549993300282,0.00895925757528275,0.005453023752303743,0.008418711360219162,0.007462557305494617,0.03825095879791776,0.024605876373688072,0.009893230613165063,0.003751851811064612,0.008045751710345148,0.00042915977540006894,0.007616591934945086,-0.0200707401894808,-0.008268202008258181,-0.011802538181222622,-0.008696732794504086,-8.022293447249723e-05,-0.0027499182691144747,-0.002271645690998785,-0.0035949458999183226
112,IL,Champaign-Urbana,0.033851809326747716,0.009646261744748951,0.005558732195989987,0.010155112409876682,0.008491702976132092,0.0203232746426395,0.013308381666833465,0.004751548544827858,0.002263344430978191,-0.0018068639439345056,-0.002966288957667672,0.001159425013733166,-0.010217882086284531,-0.0037953751923414524,-0.006422506893943075,-9.312212620608828e-05,0.0010667522011949242,-0.0007299092232407738,0.00027183322132254967,-0.00070179832548279
113,IL-IN-WI,Chicago-Naperville-Elgin,0.029576278516312237,0.008432114955637365,0.004845461395229532,0.008980061364580464,0.007318640800864872,0.01647675220614041,0.011497211958388508,0.00293142160484401,0.0020481186429078986,-0.0013638269287064853,-0.002190368948919004,0.0008265420202125258,-0.0014629792253927074,-0.0007229244407998547,-0.0007400547845928528,0.002752379190345905,-9.388359564974774e-05,0.001793631916928995,0.0007351020594618883,0.00031752880960474883
114,IL,Danville,0.03162241855162684,0.008682662584798134,0.00623330423234798,0.009351919237451977,0.007354532497028737,0.015685845462371898,0.011428698101903173,0.002370577686756893,0.0018865696737118199,-0.002213544517108923,-0.0006053921065243897,-0.0016081524105845332,-0.003708432926051511,-0.0009661491496184493,-0.002742283776433069,0.006844288424779257,0.001328591459335792,0.003955742390852786,0.00045588798898699856,0.0011040665856036876
115,IL,Decatur,0.03330232948981525,0.009856531864893998,0.004959293856308956,0.01205836874170484,0.006428135026907433,0.006604594335036712,0.005738257021678947,0.0011363685913343465,-0.00027003127797657796,-0.003014691573450329,-0.0014132264091156824,-0.00160146516433465,-5.202041096491472e-05,5.238875887804417e-05,-0.00010440916984296585,0.022124826847607304,0.003928228618511699,0.01125011940028705,0.0030482715727858066,0.0038982072560227593
116,IL,Kankakee,0.040197019889156124,0.010078794265906237,0.006565727685077273,0.014423387582273156,0.009129110355899459,0.016602521615398658,0.01275472535334462,0.002986679248144129,0.0008611170139099095,0.002002218342946227,0.0005892652719324404,0.0014129530710137762,-0.0073115758276276486,-0.002604370618322964,-0.004707205209304678,0.0075378466668024465,0.0002969976071693012,0.00234135748414719,0.002257627828674221,0.002641863746811739
117,IL,Peoria,0.031685804530994344,0.009769826172200971,0.00542119414174354,0.009377341811599459,0.007117442405450366,0.01927956171899689,0.012452611749351463,0.004223558596709266,0.0026033913729361573,-0.0007153384878021418,-0.002225200796670865,0.0015098623088687301,-0.005234085923099403,-0.0021138438773582392,-0.0031202420457411557,0.0006721177728956501,0.0011523328909411599,-0.0017146824037246045,0.0008743553057867226,0.00036011197989236835
118,IL,Rockford,0.027835418932951408,0.008092710443382903,0.0054427902737761115,0.008427310580142781,0.005872607635649608,0.009430970485502385,0.008021407867183361,0.0015175582119297535,-0.00010799559361073136,-0.0036047472710522143,-0.0022073473512656053,-0.001397399919786612,-0.00048083730765666194,-8.478888841999266e-05,-0.00039604841923666917,0.006467388875211463,0.0026175880356326155,-0.00011369259261701653,0.0025426660059410244,0.0014208274262548365
119,IL,Springfield,0.030929346619991374,0.009717778131508148,0.00427803209681755,0.01087210025228784,0.006061436139377836,0.01283005155289717,0.00920321726414193,0.002184068100828395,0.0014427661879268386,-0.007070825928294611,-0.00494811665613798,-0.002122709272156624,0.003631312347098389,0.0032386138432960385,0.000392698503802344,0.01028995176514047,0.0016072227506341245,0.006497876999715806,0.0007628689961776887,0.001421983018612849
120,IN,Bloomington,0.03671778355328305,0.01090413584637344,0.004214480806704942,0.01233862749923096,0.009260539400973707,0.02343622505551093,0.014558466356223584,0.005676642225451736,0.0032011164738356174,-0.00041966204295564025,-0.002377306609200623,0.00195764456624499,-0.01184959550507575,-0.005763261642392285,-0.00608633386268346,-0.013863598779986705,-0.001577896067848448,-0.004422533983131111,-0.0026659545083406212,-0.005197214220666536
121,IN,Columbus,0.03340283046688645,0.01096277199889418,0.005309357185660463,0.00879901210203612,0.008331689180295695,0.015663444876906518,0.012508687394231095,0.0016977914901737667,0.00145696599250166,-0.007105751093597734,-0.006330559838394416,-0.0007751912552033112,-0.007724627930191769,-0.004286785199971589,-0.003437842730220193,-0.009474581379304141,-0.0011860921580452675,-0.004466939131257175,-0.001518539130485174,-0.002303010959516523
122,IN,Elkhart-Goshen,0.015115016005267184,0.003387958340572605,0.005257685784609518,0.0036149978793873906,0.002854374000697685,0.002049682179462546,0.0040216265483573954,-0.0010767650872772429,-0.0008951792816176106,-0.0013826587422381134,0.0007907860257179432,-0.002173444767956064,0.0005290905584308947,-0.0006631654780944601,0.0011922560365253546,0.009920275839658129,0.002479976207499173,-0.0014420225719660035,0.004829078412715793,0.004053243791409179
123,IN-KY,Evansville,0.028537506339833787,0.008578933280144023,0.004304463316684241,0.010085752099416713,0.00556835764358881,0.007619170507295991,0.008042513447685633,-0.0001532393146305138,-0.00027010362575912925,-0.00537097741492186,-0.0040224479816724215,-0.0013485294332494305,-0.0011844963718436465,-0.0007397213165546633,-0.00044477505528899014,-0.0013849870025886837,-0.0014652199555169436,0.0012994158844079756,-0.0002393780076691901,-0.0009798049238105286
124,IN,Fort Wayne,0.020702852709371996,0.004851307027892174,0.004052724206269299,0.006796997861706844,0.005001823613503684,0.0054337927567069825,0.005417053790945106,0.0004268057821591002,-0.00041006681639720386,-0.006996775011820916,-0.0042662681085451695,-0.0027305069032757465,-0.0001825996954508413,0.0008964567267785301,-0.0010790564222293714,0.00434229904243931,0.0009479328509840944,0.0016259620389480894,0.0007469355557489926,0.00102146859675813
125,IN,Indianapolis-Carmel-Anderson,0.022936651538544132,0.005997654633065806,0.004346366972528378,0.007313638933349999,0.0052789909995999565,0.01094642911734106,0.007771848439966873,0.0019785277860541912,0.0011960528913199894,-0.005286456098380243,-0.004169793492005317,-0.0011166626063749267,-0.0014181666555042327,-3.084675587071428e-05,-0.0013873198996335186,0.005717599739553547,0.0007063975765599813,0.0032082765825461323,0.001047488928013058,0.000755436652434379
126,IN,Kokomo,0.02997183318218045,0.009504619884890396,0.004951361400542503,0.009722249135628523,0.005793602761119034,-0.00011342797551913696,0.002845792941232252,-0.0004205252587730305,-0.002538695657978361,-0.013433207514699605,-0.007952537478887953,-0.00548067003581165,0.001999951299670261,0.003953396689741845,-0.0019534453900715773,0.011406252241134935,0.0026354322595370065,0.0037431937642995188,0.0019369053188780481,0.0030907208984203675
127,IN,Lafayette-West Lafayette,0.02651688975194787,0.0054868244259894255,0.0043371652993587926,0.008766068928281835,0.0079268310983178,0.006654925208777682,0.00202043455668683,0.0025232733559110987,0.002111217296179748,-0.009075113201208893,-0.007654407483173538,-0.0014207057180353475,-0.005417413453091115,-0.002914210902468149,-0.0025032025506229604,-0.0026985815022664283,-0.00032046201874019395,-0.002993944742044688,0.0007849282382027534,-0.0001691029796842963
128,IN,Michigan City-La Porte,0.033664085964891094,0.010208224522563314,0.005340724318287826,0.010203060954128255,0.007912076169911707,0.007596235453107128,0.005839014335945879,0.0015227833666629602,0.0002344377504982908,-0.008475786865697651,-0.00532715468919849,-0.0031486321764991713,-0.01278625718810944,-0.005603970916634157,-0.007182286271475277,0.002464215466816591,7.591217890594651e-05,-0.0002734986098549691,0.0017883521684580012,0.0008734497293076023
