,Job Code,Job Title,Race with the Machine,Interpersonal Task,Group Task,Conflict Resolution,Management and Supervision,Race against the Machine,Routine Problem Solving,Information Processing,General Physical Task,Dynamic Physical Task,Race ahead of the Machine,Communication,Systems Analysis,Creative and Critical Thinking,Running a Different Race,Equipment Maintenance,Vehicle and Equipment Operation,Machine Control,Hazardous Task
151,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",0.11909390559284334,0.047239477820085835,0.0,0.07185442777275751,0.0,0.16600295330732004,0.07626695824421323,0.0835352614549979,0.006200733608108907,0.0,0.2053651411297236,0.12953535740467276,0.029878434468411427,0.045951349256639414,0.0,0.0,0.0,0.0,0.0
152,23-1022,"Arbitrators, Mediators, and Conciliators",0.13838445192393126,0.05157528510027546,0.0,0.0859111414811664,0.0008980253424893837,0.11031664248473194,0.04107930465710287,0.06923733782762907,0.0,0.0,0.2183950335445619,0.12721999577385235,0.036664376047845317,0.05451066172286422,0.0,0.0,0.0,0.0,0.0
153,23-1023,"Judges, Magistrate Judges, and Magistrates",0.14818969234979068,0.05024508398282966,0.021795714208055463,0.0745169820355058,0.0016319121233997365,0.1314465422793982,0.062266786122935985,0.06917975615646221,0.0,0.0,0.19472412812742126,0.10646905875998164,0.03572159836502409,0.0525334710024156,0.005418862680503396,0.0,0.0,0.005418862680503396,0.0
154,23-2011,Paralegals and Legal Assistants,0.06998890382593953,0.032399860801409205,0.017502117118108517,0.001323320092398429,0.018763605814023362,0.14877923565908674,0.07448448839230701,0.06943957831719166,0.0048551689495880575,0.0,0.300212831910599,0.25586985581594,0.02036622887623377,0.023976747218425243,0.0,0.0,0.0,0.0,0.0
155,23-2093,"Title Examiners, Abstractors, and Searchers",0.07563368701038325,0.01735735838499875,0.022290506501541556,0.030256436017878263,0.005729386105964678,0.2417375784857536,0.09584301847966747,0.13696201815466344,0.008932541851422676,0.0,0.1914377708124554,0.16981568315451478,0.005401743276784386,0.01622034438115621,0.020024263327673552,0.0,0.0,0.020024263327673552,0.0
156,25-1011,"Business Teachers, Postsecondary",0.08019730066946879,0.03130516018254022,0.003315094289015407,0.002714582576806474,0.04286246362110669,0.08573415563937875,0.01772851542195959,0.06800564021741916,0.0,0.0,0.28174498858807195,0.13611710728730078,0.05250094834208212,0.09312693295868907,0.0,0.0,0.0,0.0,0.0
157,25-1021,"Computer Science Teachers, Postsecondary",0.09687661684673136,0.024977248920046064,0.009437429153939962,0.0051610644202681865,0.05730087435247715,0.10531642583101004,0.025663193582624137,0.0796532322483859,0.0,0.0,0.25664347374693536,0.11688011030072952,0.06279787687110462,0.07696548657510123,0.002252114101841444,0.002252114101841444,0.0,0.0,0.0
158,25-1022,"Mathematical Science Teachers, Postsecondary",0.06602826795368191,0.017307107504530357,0.0006949095408131544,8.18221681077511e-05,0.04794442874023065,0.14968689369680468,0.019574045920976616,0.13011284777582807,0.0,0.0,0.2497696155975556,0.10446487549269773,0.03204883942160587,0.11325590068325203,0.0,0.0,0.0,0.0,0.0
159,25-1031,"Architecture Teachers, Postsecondary",0.11013725636124228,0.036650101025133434,0.005711047012056246,0.013932117341655448,0.05384399098239715,0.09304026127934313,0.02812631979015487,0.06491394148918825,0.0,0.0,0.21870177235804295,0.08350088245434685,0.06513342689966635,0.07006746300402977,0.02883375820346545,0.019642263891167612,0.0046929400686986115,0.004498554243599225,0.0
160,25-1032,"Engineering Teachers, Postsecondary",0.09074296378659448,0.02133794507092397,0.00679837913679401,0.004568531260745775,0.058038108318130714,0.13438043242703449,0.03384930740955359,0.10053112501748088,0.0,0.0,0.2223239671481836,0.09278999926194942,0.05457989089594094,0.07495407699029323,0.012447706248280448,0.003908215684367334,4.713444914418039e-06,0.008257760239671988,0.000277016879326706
161,25-1041,"Agricultural Sciences Teachers, Postsecondary",0.13498624698856246,0.03512139199005574,0.007928623333095745,0.0039695989686666594,0.08796663269674429,0.0876366737551683,0.009432991509941514,0.0778556075530703,0.0003480746921564917,0.0,0.2191085852156984,0.0975992137556252,0.043701273394909236,0.07780809806516391,0.012076113713269498,0.00032183805265380766,0.0009803995742957775,0.010773876086319913,0.0
162,25-1042,"Biological Science Teachers, Postsecondary",0.09748159699345307,0.0283116799564534,0.014482515075888987,0.007613597848288313,0.04707380411282239,0.1161417525153694,0.01622815445721925,0.09991359805815016,0.0,0.0,0.21830208677746216,0.09028082453946856,0.05167626731232422,0.07634499492566937,0.02253673702457005,0.0,0.001453858727202897,0.015336775396627868,0.0057461029007392795
163,25-1043,"Forestry and Conservation Science Teachers, Postsecondary",0.1057181316670106,0.030130359262943687,0.0171824199022068,0.005240653516084663,0.053164698985775465,0.112123730275974,0.004872730407447288,0.1059664413134923,0.00045661989280893243,0.0008279386622254781,0.19662861907828935,0.0927198046037651,0.0376674479266388,0.0662413665478855,0.04481834033252903,0.0,0.01679120306356254,0.01995374371788917,0.008073393551077316
164,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",0.08159954840765754,0.02922168010139823,0.0016430460271492035,0.008010522624614491,0.04272429965449562,0.11629797611125077,0.013113992756252508,0.10318398335499827,0.0,0.0,0.25241581056731544,0.12448907038611698,0.04652430902987485,0.08140243115132363,0.002769971437830287,0.0,0.0,0.0018670753542933652,0.0009028960835369217
165,25-1052,"Chemistry Teachers, Postsecondary",0.09062977098425763,0.02578513200959777,0.01273580179511594,0.004676462132870952,0.047432375046672984,0.09974256393035777,0.028445320303563282,0.07129724362679447,0.0,0.0,0.24530487826285824,0.10454702145834792,0.04334395050655882,0.0974139062979515,0.023350400253806792,0.0,0.0,0.0,0.023350400253806792
166,25-1053,"Environmental Science Teachers, Postsecondary",0.09478837194483672,0.021003214742132348,0.011586307961013008,0.002887788400612773,0.059311060841078574,0.10646468353685354,0.010650115709069392,0.09581456782778416,0.0,0.0,0.233469292850176,0.09876603410908216,0.050865397217657635,0.08383786152343621,0.0172822531973828,0.0,0.0009172606269417523,0.012667670343409656,0.0036973222270313896
167,25-1054,"Physics Teachers, Postsecondary",0.07577132286148118,0.02876981234854813,0.0,0.005073354177035771,0.04192815633589727,0.13478108824535553,0.012883290411042045,0.1218977978343135,0.0,0.0,0.2218335997262303,0.09375623244324167,0.05031782506571418,0.07775954221727445,0.02607024686520018,0.018233147161480043,0.0,0.007837099703720136,0.0
168,25-1061,"Anthropology and Archeology Teachers, Postsecondary",0.10379592111520444,0.035536700821484524,0.003926795532180883,0.011032040717061918,0.053300384044477116,0.10186144204030333,0.021032840292016283,0.08082860174828704,0.0,0.0,0.2399034901795401,0.09795507193062568,0.05721611938760091,0.08473229886131349,0.003618931476325804,0.0,0.0015268999724963855,0.0020920315038294186,0.0
169,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",0.12023832760915865,0.04280384027628014,0.013165721301318009,0.0007477724937856562,0.06352099353777484,0.05440101859390812,0.010296948027318469,0.04410407056658965,0.0,0.0,0.26886639036690346,0.1092971082586868,0.07136376695419358,0.08820551515402307,0.0,0.0,0.0,0.0,0.0
170,25-1063,"Economics Teachers, Postsecondary",0.06718925039562268,0.0204516596616434,0.0,0.0,0.04673759073397926,0.13518292800258408,0.017036661555991206,0.11814626644659287,0.0,0.0,0.2546015942463069,0.12412870742092565,0.03199964698006698,0.09847323984531424,0.0,0.0,0.0,0.0,0.0
171,25-1064,"Geography Teachers, Postsecondary",0.08738237561334716,0.027292468497061788,0.009793500403276766,0.004385649335257126,0.045910757377751486,0.1022475804237386,0.005380199394546114,0.09686738102919247,0.0,0.0,0.25523718113209776,0.12981199337709504,0.04149565531531006,0.08392953243969263,0.006994051053419196,0.0,0.0,0.006994051053419196,0.0
172,25-1065,"Political Science Teachers, Postsecondary",0.07523776577261175,0.021287857147888417,0.0,0.011283599464526256,0.042666309160197084,0.08674580991597917,0.0014139791558537185,0.08533183076012546,0.0,0.0,0.2836571309432735,0.1454225961051725,0.037773901143011504,0.1004606336950895,0.0,0.0,0.0,0.0,0.0
173,25-1066,"Psychology Teachers, Postsecondary",0.11723759672237788,0.04007511084524914,0.007526282051812566,0.011367712695544395,0.058268491129771775,0.08928539636441016,0.006631775787679471,0.08265362057673069,0.0,0.0,0.24014217068759505,0.11294927301548008,0.05879453165191913,0.06839836602019582,0.0,0.0,0.0,0.0,0.0
174,25-1067,"Sociology Teachers, Postsecondary",0.07444616260995998,0.03908361050024918,0.003541051046839672,0.0004552623818816566,0.031366238680989464,0.1182417457170392,0.013505459945883277,0.10473628577115593,0.0,0.0,0.2552021642115682,0.1302783726970651,0.038011253748220494,0.08691253776628259,0.0,0.0,0.0,0.0,0.0
175,25-1071,"Health Specialties Teachers, Postsecondary",0.1270667045829498,0.04866886392295053,0.019209921348439102,0.01741371428026999,0.04177420503129018,0.07951589001358987,0.006387584318884807,0.07181477139922604,0.0013135342954790268,0.0,0.2342368534904508,0.11143143874850032,0.04766822530848888,0.0751371894334616,0.01103702558514633,0.006683767119874858,0.0,0.0033089331014940146,0.0010443253637774568
176,25-1072,"Nursing Instructors and Teachers, Postsecondary",0.1725398257814142,0.05177193377554221,0.019161070568246896,0.0465934947866849,0.05501332665094018,0.12129968544161872,0.03120724511913931,0.08024782420468919,0.0039909228965065895,0.005853693221283633,0.15582804877072134,0.06267717722407598,0.04523111786137037,0.04791975368527502,0.01805223211765914,0.0,0.0,0.01425205886039027,0.003800173257268872
177,25-1081,"Education Teachers, Postsecondary",0.13126319327082375,0.04670592260783563,0.017471142356519042,0.008476501646879379,0.058609626659589714,0.07775729211388135,0.021668322342212408,0.052147798893071626,0.003941170878597314,0.0,0.23851585679479034,0.11450120791812934,0.04693555099657126,0.07707909788008971,0.00592032790743529,0.0,0.0,0.00592032790743529,0.0
178,25-1082,"Library Science Teachers, Postsecondary",0.07584455977653506,0.020099101974812742,0.009285693254787331,0.00040412864954885726,0.04605563589738613,0.11840051472466274,0.018257307508125847,0.0972885913237218,0.0028546158928151105,0.0,0.2557019793303175,0.13077387944036614,0.046400300323370766,0.0785277995665806,0.002810456042874466,0.0,0.0,0.002810456042874466,0.0
179,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",0.08945945221406948,0.03279194237985828,0.007156799956257575,0.013478154517947821,0.0360325553600058,0.05968330810715392,0.009490555162779878,0.05019275294437405,0.0,0.0,0.2949461132779417,0.14197843265363208,0.04750392255715479,0.10546375806715487,0.0,0.0,0.0,0.0,0.0
180,25-1112,"Law Teachers, Postsecondary",0.07949968381530582,0.02630291709867354,0.0,0.0058753352499183314,0.04732143146671396,0.07652102378557916,0.016399705036226897,0.060121318749352275,0.0,0.0,0.2838354750537085,0.1420017345943189,0.050204016435925584,0.09162972402346403,0.0,0.0,0.0,0.0,0.0
181,25-1113,"Social Work Teachers, Postsecondary",0.0958669060389854,0.045586327497397404,0.0035675070037444107,0.003942036998939368,0.0427710345389042,0.08716975208329526,0.008691527326620895,0.07847822475667436,0.0,0.0,0.2587899912531592,0.1092615894603014,0.06427823185610107,0.0852501699367567,0.0,0.0,0.0,0.0,0.0
182,25-1121,"Art, Drama, and Music Teachers, Postsecondary",0.16126120140403788,0.057841778695820786,0.007269804825272261,0.013982807860737936,0.0821668100222069,0.032489029005409245,0.005659369048796228,0.023273353275171927,0.003300149987671386,0.00025615669376970255,0.2274675454665665,0.09084524337840788,0.05064818818260748,0.08597411390555118,0.01549369845595737,0.011209730713540596,0.003738151194588081,0.0005458165478286914,0.0
183,25-1122,"Communications Teachers, Postsecondary",0.11079423748479997,0.04922952719928602,0.0005873342012489513,0.012854005121447805,0.04812337096281718,0.06717742233844395,0.0054768373028752405,0.06170058503556871,0.0,0.0,0.2636684490456353,0.12037525279039872,0.04419121663348567,0.09910197962175092,0.0,0.0,0.0,0.0,0.0
184,25-1123,"English Language and Literature Teachers, Postsecondary",0.1198124870289935,0.035079439071834084,0.004972591571410822,0.013597226538474116,0.06616322984727448,0.06444806322656989,0.01039940497348536,0.054048658253084525,0.0,0.0,0.2567763222824481,0.12908978270265467,0.043941720470716164,0.08374481910907729,0.0,0.0,0.0,0.0,0.0
185,25-1124,"Foreign Language and Literature Teachers, Postsecondary",0.0981234515497065,0.05200293825649667,0.0,0.0034811189386806736,0.04263939435452916,0.0299647634583562,0.0,0.0299647634583562,0.0,0.0,0.31150019440021165,0.15062412069228162,0.04039516311057621,0.12048091059735384,0.0,0.0,0.0,0.0,0.0
186,25-1125,"History Teachers, Postsecondary",0.0732766204877008,0.03663399492934698,0.0016731022245734574,0.0061085493006530715,0.028860974033127287,0.11715464638181687,0.009970101067763823,0.10718454531405308,0.0,0.0,0.25733051600819745,0.1270484547724709,0.0354894961012824,0.09479256513444416,0.0,0.0,0.0,0.0,0.0
187,25-1126,"Philosophy and Religion Teachers, Postsecondary",0.09163374243731998,0.03316618655079701,0.0,0.007589111282551957,0.050878444603971014,0.06864704251202045,0.01142504240770597,0.057222000104314476,0.0,0.0,0.27877510116120124,0.13360356068293106,0.045938164161792326,0.09923337631647786,0.0,0.0,0.0,0.0,0.0
188,25-1192,"Family and Consumer Sciences Teachers, Postsecondary",0.11151955304925616,0.03173971844803457,0.010435891242036009,0.01640064159527213,0.05294330176391345,0.048652099466233,0.011155815562706905,0.037496283903526086,0.0,0.0,0.2891411032846056,0.1479163015689529,0.05587692724940215,0.08534787446625061,0.0,0.0,0.0,0.0,0.0
189,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",0.17340719200845942,0.05955394012778624,0.0181134635200961,0.016987456415522326,0.07875233194505478,0.05609448023371336,0.006494024633109086,0.04960045560060427,0.0,0.0,0.21834184968466705,0.09412415777003327,0.05759654505253298,0.06662114686210076,3.4939172030123394e-05,0.0,3.4939172030123394e-05,0.0,0.0
190,25-1194,"Career/Technical Education Teachers, Postsecondary",0.13876625946449336,0.040888656185023686,0.007394210171716722,0.016721105194494504,0.07376228791325841,0.05824705061177918,0.012615110232037331,0.02653993954835481,0.008515940942559853,0.010576059888827179,0.18321479724431575,0.06977382830962987,0.044150218561504924,0.06929075037318097,0.07227285834620896,0.03938279591569392,0.014027520217221609,0.016054967642648313,0.002807574570645106
191,25-2011,"Preschool Teachers, Except Special Education",0.19994108967662397,0.08517028125564281,0.010053091869425972,0.06942683906705784,0.035290877484497385,0.10476982026605323,0.03424980020344988,0.0,0.028933678206063237,0.041586341856540116,0.12494716240716765,0.045579156447029014,0.004677209247157418,0.07469079671298122,0.014719191584587331,0.0,0.00924767684769299,0.0014117026180352765,0.004059812118859065
192,25-2012,"Kindergarten Teachers, Except Special Education",0.2005695331294288,0.09098642065475733,0.01418985420187347,0.05487353944339083,0.04051971882940719,0.07666264960123999,0.027486331004447882,0.013097443982212327,0.01186184541121875,0.024217029203361023,0.16507599732575276,0.060663085561554426,0.03798741233583983,0.0664254994283585,0.0030898765741725924,0.0,0.0030898765741725924,0.0,0.0
193,25-2021,"Elementary School Teachers, Except Special Education",0.1784283315481537,0.06612692170543012,0.015638135689229685,0.05345566546412449,0.04320760868936943,0.09731874685704499,0.054477556138202994,0.030760056423346487,0.003258840377429784,0.008822293918065747,0.17204733308246806,0.06054790380815224,0.04005505797852952,0.07144437129578629,0.0053444751094650035,0.0012743402314977453,0.0014487270113073556,0.0023620498873868968,0.00025935797927300507
194,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",0.2089779057686469,0.07702126214226955,0.0205145587868339,0.05854584680356745,0.052896238035976005,0.0747298595563176,0.022277387161250904,0.04967426919034097,0.0,0.0027782032047257267,0.1632375685399577,0.05874707539865703,0.04269984452778964,0.06179064861351102,0.011323696425123854,0.0,0.0007297118011746827,0.003875089525325789,0.006718895098623383
195,25-2023,"Career/Technical Education Teachers, Middle School",0.17791992260789008,0.04849440879306383,0.009605002388794609,0.058067215689504015,0.06175329573652761,0.08945759484600199,0.04761648716739033,0.035935657559737065,0.0,0.005905450118874615,0.17695858502431902,0.07654651862560892,0.03744125695890737,0.06297080943980274,0.013963615701035659,0.0017957126183516566,0.0035786586392398977,0.008589244443444105,0.0
196,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",0.15748193730040078,0.06021446695859532,0.013536983892315791,0.04283042901969211,0.040900057429797576,0.07966488395608946,0.03917636939362125,0.03717075730579728,0.0,0.0033177572566709212,0.20547710892137025,0.07070373843539532,0.0524862968260011,0.08228707365997377,0.008791346010481791,0.0014990376280032878,0.0017041730685235087,0.005588135313954994,0.0
197,25-2032,"Career/Technical Education Teachers, Secondary School",0.18066669200860308,0.0594844060487449,0.013127701603632538,0.04111544708011791,0.06693913727610773,0.09341998666006272,0.049663823448890865,0.035851148519837735,0.0034564979968562622,0.004448516694477852,0.15773669853042122,0.05815425072797761,0.04010173878587329,0.05948070901657033,0.026463741930171897,0.009637603605261716,0.004827848602232335,0.006284579421605082,0.00571371030107276
198,25-2057,"Special Education Teachers, Middle School",0.21112347506304546,0.07881572757588924,0.020961575211847227,0.06633566572631806,0.04501050654899093,0.09216990066936424,0.03843236263467592,0.04724396027307557,0.0,0.006493577761612752,0.15519885146971946,0.06389364081328203,0.030277547407003495,0.06102766324943393,0.0020754644781099552,0.0,0.0,0.0,0.0020754644781099552
199,25-2058,"Special Education Teachers, Secondary School",0.19239869921836267,0.07821959360591617,0.019913986891455977,0.047427496725187215,0.0468376219958033,0.0958792061843428,0.0443783449968923,0.04355517985908733,0.0,0.007945681328363161,0.16558153682632434,0.06183803317578077,0.04448997260106999,0.059253531049473625,0.005164402206561625,0.0,0.0014065467986005488,0.003757855407961076,0.0
200,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",0.1497770277258273,0.059088371497262475,0.01807370702698735,0.024992328927921,0.047622620273656456,0.055216272041367385,0.01972104212466477,0.03441145250715569,0.0,0.0010837774095469406,0.2306535532509041,0.08692942862135082,0.04313318003038677,0.10059094459916644,0.0,0.0,0.0,0.0,0.0
201,25-3021,Self-Enrichment Teachers,0.21406197828238832,0.06398494003829938,0.016003055591205555,0.01954449774407489,0.11452948490880847,0.038289834681602984,0.0,0.038289834681602984,0.0,0.0,0.1697372678086757,0.0951630782525549,0.013624081353409449,0.06095010820271135,0.0,0.0,0.0,0.0,0.0
202,25-4011,Archivists,0.10965404071540684,0.032305503527502014,0.0036544940058120478,0.0029758056529688203,0.07071823752912394,0.1546792240838515,0.07935362174107186,0.06271954906931414,0.01012439410415244,0.002481659169313056,0.20064103547170567,0.13423608144618962,0.04201544481370115,0.02438950921181491,0.018123724160561176,0.004629030013436077,0.012650184785642136,0.0,0.0008445093614829635
203,25-4012,Curators,0.11019216337860012,0.0385276496761591,0.0110814835279293,0.005351842974716407,0.055231187199795334,0.1251625789092046,0.041144014067395804,0.07626787045912331,0.007750694382685495,0.0,0.2051204808661372,0.09497077065808827,0.05290693856793835,0.05724277164011054,0.02298186647871352,0.015006659768573509,0.00797520671014001,0.0,0.0
204,25-4013,Museum Technicians and Conservators,0.021046376497714826,0.010583680044727609,0.0,0.0,0.01046269645298722,0.1941291858979044,0.061263013685059514,0.027471697061916583,0.08910665097130534,0.016287824179622976,0.12709598269981706,0.06005681099754031,0.020639969730125038,0.046399201972151714,0.12651905814978268,0.049420009514171886,0.02284058650278325,0.05088096538531317,0.003377496747514355
205,25-4022,Librarians and Media Collections Specialists,0.1190241764549796,0.04527855971784712,0.0048523230465341155,0.0031214007932916198,0.06577189289730673,0.1070379603454314,0.056782918207912425,0.048684509094817946,0.001570533042701025,0.0,0.1977909276181365,0.1005702774937935,0.04858661304956098,0.048634037074781984,0.04204270986930242,0.03536762313622186,0.006675086733080557,0.0,0.0
206,25-4031,Library Technicians,0.11164597490743527,0.04798981553780946,0.018170793251481316,0.025992414105989944,0.01949295201215456,0.20257990478036653,0.06510069339358228,0.003224604374907441,0.08189516209200551,0.05235944491987134,0.17066896099570886,0.16144937088432432,0.0,0.009219590111384526,0.022507997489830785,0.0,0.022507997489830785,0.0,0.0
207,25-9021,Farm and Home Management Educators,0.13329711254192228,0.07028089629914602,0.0026302865506626434,0.00567021168173797,0.054715718010375655,0.07672797979278956,0.03385414446533111,0.042578831390276316,0.0002950039371821424,0.0,0.18908461033469734,0.08551608599923352,0.05790919202477868,0.04565933231068518,0.05972264991458955,0.001014260667245833,0.05290848486668303,0.004010965336235042,0.0017889390444256422
208,25-9031,Instructional Coordinators,0.17082452074247548,0.07015865123137464,0.02470406276690001,0.010032367490938918,0.0659294392532619,0.08882581915716035,0.04428299030334368,0.044542828853816684,0.0,0.0,0.1950371502005021,0.07539877107749189,0.053218430770573866,0.06641994835243635,0.006737521896015171,0.002148489468622509,0.0027140826132236763,0.0018749498141689852,0.0
209,25-9044,"Teaching Assistants, Postsecondary",0.14668071811494782,0.028016142489858314,0.011355924730149652,0.010243382466867436,0.09706526842807242,0.03569072144550312,0.0,0.03569072144550312,0.0,0.0,0.2657051615291417,0.1514133296030667,0.017905203730756467,0.09638662819531853,0.0007327441925038347,0.0007327441925038347,0.0,0.0,0.0
210,25-9045,Teacher Assistants,0.2606462513975165,0.06918228498062316,0.034002876089203105,0.1411244073804804,0.01633668294720978,0.08996512153380079,0.02187251950390027,0.0,0.013415383968992363,0.05467721806090815,0.09350432980690723,0.07278772327976125,0.0044610528833882255,0.01625555364375774,0.012705220472078041,0.0,0.012705220472078041,0.0,0.0
211,27-1011,Art Directors,0.15245787097212013,0.0669070338112977,0.024708919588480063,0.022143553744140936,0.038698363828201424,0.11269445255934328,0.06376715633527424,0.032751513722122545,0.016175782501946494,0.0,0.17520543772310276,0.07874656989701292,0.053255177047325665,0.04320369077876416,0.03769353261433964,0.030779098560034707,0.00203730178740947,0.0,0.004877132266895463
212,27-1012,Craft Artists,0.07136820596686291,0.029565715187469574,0.0,0.0,0.04180249077939333,0.12638354337720062,0.0019532362634664736,0.0,0.10490472354995216,0.019525583563781986,0.08869237155757538,0.015722044525256062,0.02098958396975141,0.051980743062567884,0.184345983552937,0.045741839734908835,0.031711417844555015,0.043936953672877685,0.06295577230059546
213,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",0.0057672251251460645,0.0,0.0,0.0,0.0057672251251460645,0.12557328101867835,0.0038503693083186846,0.0,0.09680631610052373,0.024916595609835963,0.16177712953874995,0.050256202375546254,0.01645792921137659,0.0950629979518271,0.15744575838099487,0.09466346715130992,0.004336900942010665,0.05022181039914203,0.008223579888532244
214,27-1014,Special Effects Artists and Animators,0.08843490501009015,0.010863312441830857,0.028257474944147574,0.011502215706517284,0.037811901917594426,0.1111239704888084,0.048059707083629784,0.051551920045064224,0.011512343360114384,0.0,0.2172605437374432,0.12793614578018164,0.02733544234711608,0.061988955610145516,0.07037381821012814,0.05427103681420088,0.0011354880009190307,0.013539680839499729,0.0014276125555084914
215,27-1021,Commercial and Industrial Designers,0.0957814778924023,0.036690146592587465,0.02380728309675816,0.018349217490279356,0.01693483071277731,0.0995884043605988,0.05730866293385521,0.04148816106360037,0.0007915803631432293,0.0,0.2001358577563444,0.08201259166104258,0.07389692529265726,0.04422634080264457,0.08965741111234338,0.06502399181435893,0.0040879644827224405,0.0069603431847106495,0.013585111630551346
216,27-1023,Floral Designers,0.1477728096274915,0.0564952044617739,0.03705354800728955,0.01897530198768081,0.035248755170747256,0.11295960180712307,0.021395004839524542,1.1407136372464024e-05,0.05117064241622163,0.04038254741500444,0.11937521707288165,0.07579900235402814,0.016919649118051126,0.02665656560080239,0.08626922649006857,0.04397543946758353,0.014690779375374682,0.016540331470973904,0.011062676176136464
217,27-1024,Graphic Designers,0.04870204899392662,0.02975304843431572,0.0032331368115882547,0.007559817896337231,0.008156045851685422,0.12610109700922795,0.06734958504444002,0.0359652756987393,0.022786236266048625,0.0,0.24515108791220944,0.11170252527825364,0.047895075664206296,0.08555348696974949,0.05100355725489445,0.045046774250055946,0.0,0.0059567830048385005,0.0
218,27-1025,Interior Designers,0.16363485506971162,0.06008886061653108,0.019529925491747674,0.019353666971679038,0.06466240198975384,0.07876361858689926,0.04053486019562993,0.03822875839126933,0.0,0.0,0.17200839794702238,0.08678499401937312,0.03831990088603052,0.046903503041618735,0.05684911553822709,0.04112805160550916,0.005661344016201958,0.00903587854208379,0.0010238413744321924
219,27-1026,Merchandise Displayers and Window Trimmers,0.0765240456633301,0.03582224497975218,0.0015857206479597858,0.015311638611090047,0.023804441424528082,0.22457615150840576,0.004954745210350968,0.004860210403064832,0.10565352186023842,0.10910767403475154,0.052217698463028484,0.00770640177489317,0.020470065284593258,0.02404123140354205,0.1013253411933232,0.034047945507330736,0.059683062399967984,0.005653187248271159,0.0019411460377533254
220,27-1027,Set and Exhibit Designers,0.12134368910092252,0.04169277566328501,0.013069971775322322,0.004457328728663811,0.06212361293365139,0.11327972460086465,0.047102427577511055,0.045072912497237536,0.013305905533272743,0.007798478992843341,0.1351367277098369,0.04613027878970722,0.04345372007451878,0.045552728845610915,0.10259104403965516,0.04306371066221261,0.04049828303370885,0.012130195538202012,0.0068988548055316755
221,27-2011,Actors,0.12098764821305773,0.07254119835943929,0.0254071749185254,0.023039274935093033,0.0,0.07787121037154998,0.028606389889789287,0.0,0.01866692570452904,0.03059789477723165,0.2041036749719624,0.07099037787188044,0.0,0.13311329710008193,0.04313361283341463,0.0,0.04313361283341463,0.0,0.0
222,27-2012,Producers and Directors,0.187711184997582,0.07153118506608552,0.03001742101610237,0.032362231692619994,0.053800347222774124,0.07394664461510911,0.04674889732855538,0.02719774728655373,0.0,0.0,0.19009330510254374,0.09432819817762443,0.03719881764261165,0.05856628928230768,0.013988790957699069,0.005611002421984907,0.007562818065499638,0.0008149704702145235,0.0
223,27-2021,Athletes and Sports Competitors,0.06689535512091935,0.023088463676436168,0.00814906375447187,0.013155669064991138,0.02250215862502017,0.2277070115141519,0.020626889501497467,0.01091797088289366,0.052950881161047424,0.14321126996871336,0.04827897669224278,0.014031401531005756,0.014880374683023724,0.0193672004782133,0.12526235342173395,0.009799553589401364,0.07884567215839962,0.01743998301140736,0.01917714466252561
224,27-2022,Coaches and Scouts,0.16221986826300994,0.07667235874260188,0.002988926606758407,0.024596878570366132,0.05796170434328352,0.09191707104005972,0.03836650838901242,0.019430190231465253,0.009508077907601626,0.024612294511980416,0.17030844535872702,0.04688222145975657,0.059947565714168274,0.06347865818480218,0.026008682069816817,0.008541022768619653,0.01621893028323025,0.0002129092337037381,0.0010358197842631756
225,27-2023,"Umpires, Referees, and Other Sports Officials",0.10970408374950744,0.011434871651190276,0.0,0.07264326963167096,0.02562594246664621,0.2372263845016823,0.0941277243288366,0.034097572885513884,0.022499942749004662,0.08650114453832716,0.05250388529057908,0.011612896671756644,0.009666058016822692,0.031224930601999736,0.0779346356626528,0.0,0.06837887537286498,0.00035824696906757,0.009197513320720259
226,27-2031,Dancers,0.04544136632633873,0.011956417471008255,0.0070920050761882295,0.026392943779142246,0.0,0.34545478656542083,0.007348700354659494,0.0,0.08775589317729236,0.250350193033469,0.031739672810541214,0.0066653438801719395,0.0,0.025074328930369268,0.03704410743363362,4.288146130385055e-05,0.02946296926273405,0.002370327536905958,0.005167929172689762
227,27-2032,Choreographers,0.13509735818243332,0.04417106925031248,0.013488804603374836,0.01999204970563762,0.0574454346231084,0.18199750995282948,0.009842794272005977,0.011522397342122185,0.04414311966369377,0.11648919867500755,0.1084034118753716,0.025520567951892004,0.028574039438294712,0.05430880448518492,0.02266852987997308,0.004955513831185336,0.012314881023690723,0.001851107283443664,0.0035470277416533545
228,27-2041,Music Directors and Composers,0.1062730726653548,0.06128191945711217,0.0,0.0096051429220421,0.035386010286200545,0.13269605020026995,0.1117664149198176,0.010712669859156044,0.010216965421296293,0.0,0.2036022719265708,0.07533225719750293,0.043217398161469585,0.0850526165675983,0.021679601203583327,0.0,0.021679601203583327,0.0,0.0
