,Job Code,Job Title,Automation Index,Race with the Machine,Communication,Interpersonal Task,Group Task,Race against the Machine,Routine Problem Solving,Information Processing,Machine Control,General Physical Task,Race ahead of the Machine,Systems Analysis,Creative and Critical Thinking,Running a Different Race,Dynamic Physical Task,Equipment Maintenance,Vehicle and Equipment Operation,Hazardous Task,Conflict Resolution,Management and Supervision
113,19-2041,"Environmental Scientists and Specialists, Including Health",0.5018560395487531,0.10057990498426836,0.07135986673885603,0.016948730951841056,0.012271307293571272,0.2120302660981241,0.09043125730192376,0.095886301869648,0.02571270692655232,0.0,0.06767543528734654,0.0441784348728953,0.02349700041445124,0.1215704331790142,0.0005168535680268201,0.015362747434842266,0.06971275211271212,0.010289141949662779,0.0065282723335433005,0.019160665780226887
114,19-2042,"Geoscientists, Except Hydrologists and Geographers",0.4949742274346582,0.1287329084498053,0.10779047584040112,0.01967058030429901,0.0012718523051051854,0.2181352510451192,0.058803775878101636,0.13882873774518328,0.020502737421834217,0.0,0.07086280564820541,0.04532548093132993,0.025537324716875472,0.07724326229152832,0.0,0.023293760791613268,0.010986151762192359,0.0,0.014085335738256696,0.028878013999465994
115,19-2043,Hydrologists,0.4811944847084313,0.10785108079731127,0.09082877299423613,0.014542158331258584,0.0024801494718165538,0.1705516779274779,0.042599200290373736,0.11220386842586692,0.015748609211237254,0.0,0.10174715800921286,0.05540699991817435,0.04634015809103851,0.10104456797442923,0.0,0.017982505107542783,0.017564987555980485,0.0008239770219102923,0.0011179358116900078,0.06355516247730568
116,19-3011,Economists,0.4932848120312912,0.18987635627816435,0.15039909813745045,0.02697348979530609,0.012503768345407815,0.1706223707786304,0.021206906543653488,0.13420275216159122,0.015212712073385691,0.0,0.10821902679393007,0.045159563817530425,0.06305946297639965,0.024567058180566398,0.0,0.0,0.0,0.0,0.011508089113753868,0.013058969066812528
117,19-3022,Survey Researchers,0.4898333027904069,0.188333018626948,0.10975429498292508,0.06537491300439234,0.01320381063963058,0.1671556816548748,0.0380334624857747,0.11826636371629196,0.010855855452808113,0.0,0.0865687587729401,0.04141927557794944,0.04514948319499065,0.04777584373564398,0.0,0.00791834383290878,0.0,0.0009399048397704244,0.01697593048623843,0.021941664576726347
118,19-3031,"Clinical, Counseling, and School Psychologists",0.461783920488974,0.193069124599018,0.11038713201945954,0.0763188528899052,0.006363139689653253,0.0993154369734056,0.02690321200357728,0.06922420933457399,0.0031880156352543307,0.0,0.0761251119519446,0.02965763354147003,0.046467478410474584,0.0932742469646058,0.0,0.0,0.0,0.0,0.06596739510004994,0.027306851864555854
119,19-3032,Industrial-Organizational Psychologists,0.4773117561547465,0.15539294340272267,0.09267049369971098,0.04937443336314285,0.013348016339868844,0.16226155209430326,0.04613691349761628,0.10658831315777162,0.009536325438915355,0.0,0.08925766552494832,0.044167939057726514,0.04508972646722182,0.0703995951327723,0.0,0.0017003678872932052,0.000790046307082961,0.0,0.01848804533698896,0.04942113560140719
120,19-3041,Sociologists,0.4688699800831234,0.1599829079926514,0.13088984132095094,0.02803152418371271,0.0010615424879877183,0.1314741958022435,0.005714253580216275,0.11357997754165347,0.012179964680373736,0.0,0.1308851393190325,0.04954301322594275,0.08134212609308973,0.046527736969196015,0.0,0.0,0.0,0.0,0.0,0.046527736969196015
121,19-3051,Urban and Regional Planners,0.4822448340272468,0.1924533383435588,0.11009755915229094,0.05822194301772535,0.024133836173542464,0.13558593936973867,0.059096999815354975,0.0656295620857536,0.0022168637366758994,0.008642513731954172,0.0741787977179865,0.03683747830123119,0.0373413194167553,0.0800267585959628,0.002439482549055175,0.004279769038735684,0.017524310349832838,0.00012172265050547583,0.04343281004974404,0.012228663958089579
122,19-3091,Anthropologists and Archeologists,0.472893257833723,0.11660644546726838,0.09060308479783466,0.025037976647472683,0.000965384021961044,0.1664058879676927,0.05659788006690245,0.10543816694618646,0.002683056645593085,0.0016867843090107096,0.1087093452339825,0.04274375223981439,0.06596559299416811,0.0811715791647794,6.775237940635265e-05,0.0018385537604495032,0.02261108002925731,0.0005332563115009229,0.0034066376830678173,0.05271429900109751
123,19-3092,Geographers,0.49268374418409006,0.13116042020633525,0.10990745186036233,0.014206796536789724,0.007046171809183214,0.21417164824427165,0.0460615315818728,0.15141535721199115,0.016694759450407708,0.0,0.1089327000417424,0.067489433229176,0.0414432668125664,0.03841897569174068,0.0,0.0037218022123951507,0.010141969779391741,0.0,0.0,0.024555203699953787
124,19-3093,Historians,0.4997662976989013,0.19837434638771995,0.10848037079548553,0.04248546271102115,0.047408512881213255,0.14569978507675888,0.05184737563573995,0.06894981546320879,0.012146461239836571,0.012756132737973585,0.02890972750077865,0.00906797034011562,0.01984175716066303,0.1267824387336438,0.004785120177919155,0.0004994397611778362,0.024604693342986268,0.032365933628934286,0.04683608282248538,0.01769116900014087
125,19-3094,Political Scientists,0.4652431660017113,0.17867025011830368,0.15421878166840206,0.02445146844990162,0.0,0.12869903956242584,0.01263803331874745,0.10946411263926813,0.006596893604410268,0.0,0.1136246495268859,0.018171740953441082,0.09545290857344482,0.04424922679409588,0.0,0.0,0.0,0.0,0.0,0.04424922679409588
126,19-4010,Agricultural and Food Science Technicians,0.5264287658949101,0.06911301140481592,0.03870613083875737,0.0051387748461312185,0.025268105719927342,0.2413159717141345,0.07118492448046754,0.10060869083642633,0.057060713290271736,0.012461643106968892,0.03331585063342519,0.021666247133990724,0.011649603499434464,0.18268393214253448,0.009889962455821737,0.08162520658492138,0.01763175555708055,0.057755333236243336,0.0026348061308145965,0.013146868177652874
127,19-4021,Biological Technicians,0.5169295185378984,0.06549985672163575,0.04204171927354962,0.0022069937005260447,0.02125114374756008,0.2696784831382873,0.11020862794622137,0.10144075483499763,0.03381102295722882,0.024218077399839468,0.019888960073458216,0.00728479730107709,0.012604162772381126,0.1618622186045171,0.00627485348145361,0.047849692892639066,0.04152494191991272,0.033909783181752376,0.01593057484047197,0.016372372288287338
128,19-4031,Chemical Technicians,0.533417212165186,0.054664456705002036,0.05389117990862303,0.0007732767963790156,0.0,0.3079147683819853,0.13699801245786367,0.11001460260976506,0.06090215331435653,0.0,0.04558533669491285,0.03500321007379722,0.010582126621115635,0.12525265038328584,0.007540986080071637,0.06226567495483441,0.0010048597244078916,0.05114965459403964,0.0014772026113843233,0.0018142724185479368
129,19-4042,"Environmental Science and Protection Technicians, Including Health",0.4980432433886091,0.04804039865330901,0.04020014598274355,0.0031001597747135484,0.00474009289585191,0.1964338509570973,0.04336846719393556,0.08613025449334867,0.045164221277874436,0.02177090799193864,0.03585918200019174,0.02671528804994694,0.0091438939502448,0.21770981177801108,0.011533927103301785,0.034918570277008135,0.1040997104857734,0.0540596252438289,0.010215295223071116,0.002882683445027729
130,19-4045,Geological and Petroleum Technicians,0.5063888014167798,0.0937625042031736,0.07124892266079258,0.011638426244433928,0.01087515529794713,0.2036734260713275,0.055032230852005,0.09884827303048836,0.0399492710090029,0.009843651179831246,0.04746062848255874,0.03262172565411188,0.014838902828446859,0.16149224265971993,0.008895888474163713,0.07138959528000158,0.03137846752289316,0.021999625094071863,0.021039564718823903,0.0067891015697657325
131,19-4051,Nuclear Technicians,0.5011416014096614,0.0480096427084284,0.0203771199177268,0.004842247158988601,0.022790275631712997,0.1886613871563581,0.07599000175226259,0.052233342198210166,0.04130821838549587,0.019129824820389503,0.021678752748921736,0.006706921774336632,0.014971830974585104,0.2427918187959531,0.02192657397356521,0.02647072225408187,0.07154751608769692,0.06588401784772023,0.04600939149134674,0.010953597141542109
132,19-4061,Social Science Research Assistants,0.5021413454969432,0.16813963673299548,0.14700564824337758,0.021133988489617908,0.0,0.17932550014472556,0.04916244599001812,0.12192970630511644,0.00030889377785012597,0.007924454071740866,0.11595674714903342,0.038237152615902034,0.07771959453313139,0.038719461470188746,0.0,0.008128503532300371,0.009166740754674578,0.0,0.0,0.0214242171832138
133,19-4071,Forest and Conservation Technicians,0.4660759640519038,0.03768501421301722,0.021513088055605586,0.01617192615741164,0.0,0.11795506516561954,0.006723399983242966,0.036344701516481726,0.034916191771442694,0.03997077189445218,0.02344527333653092,0.0120607060618467,0.01138456727468422,0.28699061133673603,0.04326301369432959,0.025482187944020362,0.14036110079659914,0.05349141384727124,0.004862890832925118,0.019530004221590524
134,19-4092,Forensic Science Technicians,0.4931257110037429,0.09784872520121278,0.07270942816676179,0.022483719480186654,0.0026555775542643355,0.2279402401042405,0.0938254172810972,0.096515538157196,0.026097464160026947,0.011501820505920373,0.03570514449877436,0.011268912141788242,0.024436232356986123,0.1316316011995152,0.0,0.06235752929400596,0.03545215330555483,0.020320726865622047,0.01166878345260367,0.001832408281728673
135,19-5011,Occupational Health and Safety Specialists,0.4776869865704081,0.09949925303010188,0.05595071745948545,0.036615806960206825,0.006932728610409614,0.13558608872080788,0.057737743788141366,0.05972064023750856,0.016827337738480986,0.0013003669566769619,0.0799078731888836,0.04905412098260718,0.030853752206276418,0.1626937716306147,0.0035938378817751346,0.016860667818498754,0.04643006339561452,0.02645744656729217,0.020742323691014683,0.048609432276419416
136,19-5012,Occupational Health and Safety Technicians,0.4714514412812907,0.09738385512555367,0.05677156337191831,0.03541166277760496,0.005200628976030415,0.0907388232376461,0.02594500277377944,0.04562579984309032,0.014620919004800106,0.0045471016159762435,0.07441520786045132,0.04667882994426447,0.027736377916186862,0.2089135550576396,0.0044872106092394655,0.015006397710041256,0.08723353422830707,0.04311783547492794,0.0208615674769947,0.03820700955812913
137,21-1012,"Educational, Guidance, and Career Counselors and Advisors",0.4593008477701538,0.2179378173412288,0.10799910105503216,0.09315455658134908,0.016784159704847514,0.05039233171903434,0.011615429652413784,0.03877690206662055,0.0,0.0,0.07751078344037578,0.033999107957632134,0.04351167548274365,0.113459915269515,0.0,0.0,0.0,0.0,0.0628909119571221,0.05056900331239289
138,21-1013,Marriage and Family Therapists,0.4654374681009595,0.1521527156779934,0.0809289678840711,0.06768735978445015,0.003536388009472168,0.1360902168418642,0.060280829771721375,0.06072253123814712,0.015086855831995703,0.0,0.08588553459429661,0.03757753836316958,0.04830799623112703,0.0913090009868053,0.0,0.0,0.0025783919751580287,0.0,0.06833352539082575,0.020397083620821533
139,21-1015,Rehabilitation Counselors,0.464028440646818,0.1954004123790668,0.07093198447276441,0.08271380652952103,0.04175462137678135,0.028881104322343382,0.006754600007054507,0.012178042038875087,0.0,0.009948462276413793,0.06611039322862372,0.034859378357639366,0.03125101487098435,0.1736365307167841,0.04209612200350147,0.0,0.02419098905946498,0.009645361445198015,0.06274403859705176,0.03496001961156787
140,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",0.4596036832995018,0.18995849329464135,0.08670350797311444,0.08737479820899442,0.015880187112532536,0.06968746042483738,0.020926881139442532,0.044316214272164776,0.004444365013230063,0.0,0.0768005136246353,0.03244744953961321,0.0443530640850221,0.12315721595538782,0.0038313641261674453,0.0,0.0,0.0,0.08471471350882884,0.034611138320391546
141,21-1021,"Child, Family, and School Social Workers",0.4652613539956359,0.20697820036245906,0.10764485125503108,0.08915971910492809,0.010173630002499885,0.055495517609058465,0.017760972597979225,0.03643322245400951,0.0013013225570697245,0.0,0.0469092414338612,0.0257075809689977,0.021201660464863503,0.1558783945902572,0.0,0.0,0.011266697498702068,0.0,0.06945567424040673,0.07515602285114842
142,21-1022,Healthcare Social Workers,0.4717031886266404,0.16171582149713015,0.07866978522298568,0.0632401883427986,0.01980584793134589,0.09434949315690963,0.03565245975325046,0.05869703340365918,0.0,0.0,0.06176813763444064,0.042859412081147005,0.018908725553293627,0.15386973633815992,0.01630988470794693,0.0,0.002836680725614277,0.002657237266152565,0.09321694415892272,0.038848989479523435
143,21-1023,Mental Health and Substance Abuse Social Workers,0.4655773229921594,0.20455940848461798,0.08314881695680455,0.1022011554350732,0.01920943609274024,0.054230574508628365,0.0274979785820891,0.02673259592653926,0.0,0.0,0.06979168341094391,0.03306744151376606,0.03672424189717785,0.13699565658796908,0.012120457398072996,0.0,0.002773001144493841,0.004674145331682142,0.10221189598302508,0.015216156730695037
144,21-1091,Health Education Specialists,0.4647347813468782,0.17036884275341102,0.08873117994081978,0.071340418704868,0.01029724410772323,0.0905973246565349,0.007854016169325769,0.06452742177108696,0.0174764630318959,0.0007394236842262759,0.09059145162888388,0.03897823589442375,0.05161321573446012,0.11317716230804845,0.0,0.003515258781444177,0.009275057621602427,0.0014188513916997961,0.04380704800926389,0.05516094650403816
145,21-1092,Probation Officers and Correctional Treatment Specialists,0.46977545060365505,0.1562633234890321,0.0714757512810619,0.0696096821498063,0.015177890058163904,0.08671554568297382,0.03443974803157065,0.03968654183017792,0.012589255821225248,0.0,0.06815783081286443,0.026999077481122524,0.041158753331741904,0.15863875061878466,0.007444467076263534,0.004524831083206471,0.01926853810375208,0.004305763352401162,0.10383689921764093,0.01925825178552049
146,21-1093,Social and Human Service Assistants,0.4712949697308941,0.11794104355964105,0.04023070023707703,0.06551070468444821,0.012199638638115814,0.07412026850476132,0.02282908236022125,0.04284868486547295,0.006900967504443963,0.0015415337746231546,0.05077408854688853,0.03540911151076516,0.015364977036123368,0.22845956911960325,0.02697999495451341,0.0,0.05530752462868575,0.0033589658030027296,0.09587324476746224,0.046939838965939104
147,21-2011,Clergy,0.4597302002762177,0.1517500470340015,0.06444092001907628,0.07378789661079949,0.01352123040412576,0.07983161452919123,0.040937014047768665,0.0357514300124971,0.0031431704689254747,0.0,0.09320351411676314,0.04391282679329297,0.04929068732347017,0.1349450245962618,0.00024572735015130845,0.0017704230168292027,0.021671132862433128,0.00044167344716548114,0.037941956857616865,0.07287411106206583
148,21-2021,"Directors, Religious Activities and Education",0.4464086440681884,0.18429992348469446,0.058822658697684,0.09567968281935813,0.029797581967652306,0.034369121503831014,0.008685434977911351,0.02531890611387095,0.0,0.000364780412048713,0.07973308194206291,0.0234342458346782,0.0562988361073847,0.14800651713760005,0.00553413155178535,0.0,0.007695169481876002,0.0,0.039603363980218784,0.0951738521237199
149,23-1011,Lawyers,0.4736793856853366,0.18088153448540376,0.1012594604987636,0.06412893301494704,0.015493140971693128,0.12782707614578984,0.061667737327914925,0.05530868373641327,0.010850655081461632,0.0,0.09947306002072076,0.03966746861280044,0.05980559140792033,0.06549771503342224,0.0,0.0,0.001130361146201262,0.0,0.05906647474118516,0.005300879146035814
150,23-1012,Judicial Law Clerks,0.4976098804984036,0.1987917026265069,0.13351682663121908,0.06339430790470701,0.0018805680905807718,0.14199669007944365,0.0833439290625879,0.05865276101685575,0.0,0.0,0.10103314973485902,0.04223165516358344,0.058801494571275585,0.055788338057594096,0.0,0.0,0.0,0.0,0.055788338057594096,0.0
151,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",0.4950495156450693,0.17931197599287024,0.12403615712636662,0.05527581886650363,0.0,0.1807742181681836,0.06495173056428669,0.10980831948932218,0.006014168114574766,0.0,0.06497016687990909,0.03348314305911558,0.031487023820793505,0.06999315460410634,0.0,0.0,0.0,0.0,0.06654680368641283,0.0034463509176934893
152,23-1022,"Arbitrators, Mediators, and Conciliators",0.4629886276471361,0.1997998904101456,0.13154918161206053,0.06825070879808508,0.0,0.07863175215313048,0.028458342327042724,0.05017340982608776,0.0,0.0,0.0875997833250915,0.04026650452305326,0.04733327880203824,0.09695720175876844,0.0,0.0,0.0024178591923948558,0.0,0.0818522746593422,0.012687067907031384
153,23-1023,"Judges, Magistrate Judges, and Magistrates",0.477093788941243,0.1890549061592932,0.11709088092120234,0.05805815337499962,0.01390587186309122,0.1214638015854788,0.04359315603477653,0.0694440198538209,0.008426625696881367,0.0,0.06369775360827222,0.021256642705884017,0.04244111090238822,0.10287732758819874,0.00368364580702449,0.0,0.0,0.0,0.09077599556795217,0.008417686213222076
154,23-2011,Paralegals and Legal Assistants,0.5153122354996851,0.21778033275039194,0.16305004617268432,0.03752661316603044,0.017203673411677153,0.2301834926035458,0.14190752804266055,0.07352711583017743,0.0012489537729750545,0.013499894957732765,0.05057644683580917,0.019033106581514518,0.03154334025429465,0.016771963309938097,0.0014468794870792765,0.0,0.000402545983311254,0.0,0.0,0.014922537839547566
155,23-2093,"Title Examiners, Abstractors, and Searchers",0.5188451773583805,0.23723757540243065,0.17777079351040112,0.046168172510945515,0.013298609381083994,0.15905105830146518,0.07629835926377257,0.0662596699141792,0.002749975270816001,0.013743053852697406,0.0599467526332879,0.037979870806571184,0.021966881826716727,0.06260979102119688,0.0,0.005092366833167901,0.0,0.0,0.0338033438100782,0.02371408037795077
156,25-1011,"Business Teachers, Postsecondary",0.4574669230447328,0.1825115633326144,0.13394269149117388,0.04632124864339587,0.002247623198044652,0.09346353631004364,0.008804208912355584,0.08202419835382524,0.002635129043862802,0.0,0.12647796140482875,0.03988962466879572,0.08658833673603304,0.055013861997245936,0.0,0.0,0.0,0.0,0.003163044747977287,0.05185081724926865
157,25-1021,"Computer Science Teachers, Postsecondary",0.4713606435259856,0.16736255428846605,0.13123400228581786,0.030218622043388814,0.005909929959259352,0.09307076403203313,0.01760161184847421,0.0754691521835589,0.0,0.0,0.14040609095684586,0.07470344528938656,0.06570264566745929,0.07052123424864057,0.0,0.023167914280079527,0.0,0.0,0.0022047234760639496,0.04514859649249709
158,25-1022,"Mathematical Science Teachers, Postsecondary",0.4674309336475636,0.15330005324434515,0.10887819578758366,0.03476625326172436,0.009655604195037134,0.1501534203021689,0.020885681765261118,0.1292677385369078,0.0,0.0,0.11501043623587615,0.021874825932239637,0.09313561030363653,0.04896702386517331,0.0,0.0,0.0,0.0,0.0018245473854851203,0.0471424764796882
159,25-1031,"Architecture Teachers, Postsecondary",0.4517530350200758,0.16780323009672474,0.11230539790876744,0.04118691248779647,0.01431091970016083,0.06760040361477483,0.013083968138111359,0.05367820729362019,0.0008382281830432662,0.0,0.14230534248816454,0.06428352820923518,0.07802181427892936,0.0740440588204117,0.0,0.014839598973493441,0.000860597447435351,0.0,0.006727619615483452,0.05161624278399947
160,25-1032,"Engineering Teachers, Postsecondary",0.4708164166298814,0.13950306607422824,0.09829980715948247,0.025810532171371924,0.015392726743373818,0.12763685800398009,0.0334826105449296,0.08348595585059039,0.010668291608460102,0.0,0.14199635755804646,0.060323866011206075,0.08167249154684038,0.061680134993626685,0.0,0.011225051520432523,0.0014184879167851293,0.0,0.0026653289612242697,0.04637126659518477
161,25-1041,"Agricultural Sciences Teachers, Postsecondary",0.4579579485523204,0.1587422616724859,0.09864623100342584,0.050935063940872084,0.009160966728187987,0.09100534622978737,0.0056835563607252,0.07538982523458701,0.009931964634475168,0.0,0.11448086703507045,0.050801294248045435,0.063679572787025,0.0937294736149767,0.0,0.010932492523661706,0.009272690423456891,0.0,0.004895286589909381,0.06862900407794872
162,25-1042,"Biological Science Teachers, Postsecondary",0.4538139775887627,0.15640890749111624,0.11471516533333093,0.0379009766454228,0.003792765512362504,0.10041063705681803,0.006486977222828339,0.08947604120457221,0.004447618629417496,0.0,0.13202847757663194,0.04012653381519405,0.09190194376143793,0.06496595546419649,0.0,0.008197868443016034,0.0,0.004291166575317018,0.0024119078010816338,0.0500650126447818
163,25-1043,"Forestry and Conservation Science Teachers, Postsecondary",0.4604844995556055,0.16106861568833772,0.11283135710374052,0.035208638212880734,0.013028620371716449,0.09876819910694554,0.005811402873017704,0.07840869952267461,0.014548096711253225,0.0,0.12460402077626752,0.05293710475738344,0.0716669160188841,0.07604366398405471,0.0,0.00791360395010431,0.004774842370720167,0.0,0.0018773862761316195,0.061477831387098614
164,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",0.4720995294391608,0.16109606619720224,0.12897578757917935,0.02370755284655347,0.008412725771469415,0.1327186284562938,0.011523000197253804,0.1075766794496056,0.013618948809434378,0.0,0.10857967814470247,0.04462435923242685,0.06395531891227564,0.0697051566409623,0.0,0.008991564234929377,0.0,0.0,0.0006815286526173601,0.06003206375341556
165,25-1052,"Chemistry Teachers, Postsecondary",0.4646745476459978,0.13112564838408938,0.1059338280502795,0.01983207238008321,0.005359747953726689,0.12544637379037998,0.01010287244925828,0.101491676833886,0.0138518245072357,0.0,0.10362626761637747,0.03134830216166979,0.07227796545470769,0.10447625785515084,0.0,0.017070139944180208,0.0,0.031624364282055964,0.0,0.055781753628914674
166,25-1053,"Environmental Science Teachers, Postsecondary",0.4622214987578362,0.1533727539432781,0.11376417941219845,0.028321048525055563,0.011287526006024094,0.12152207823508553,0.007749802003433031,0.10125700864755782,0.012515267584094656,0.0,0.1239391734676392,0.04943145977569835,0.07450771369194087,0.06338749311183332,0.0,0.0030716924202412567,0.0009004297967002545,0.0,0.002318381317635748,0.05709698957725606
167,25-1054,"Physics Teachers, Postsecondary",0.4671283168053201,0.17354094537229778,0.14603036902052016,0.01841123466870541,0.009099341683072231,0.09618127412266696,0.014062035321205672,0.08211923880146127,0.0,0.0,0.12283225816757495,0.037009850638929837,0.08582240752864513,0.07457383914278035,0.0,0.01722003878106999,0.0,0.0,0.0063794722666239406,0.05097432809508641
168,25-1061,"Anthropology and Archeology Teachers, Postsecondary",0.4577542335862728,0.1549021202604743,0.121666158537432,0.02911586889993841,0.004120092823103889,0.11690706925557108,0.012947561547871808,0.10395950770769924,0.0,0.0,0.13172991299654566,0.031801190035247666,0.09992872296129797,0.05421513107368175,0.0,0.0,0.0,0.0,0.007203358168836192,0.04701177290484555
169,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",0.4577681555223385,0.18041599214582346,0.11635853003505282,0.053067481431293965,0.010989980679476655,0.09263566840178318,0.01021897976950785,0.0808703709531583,0.0015463176791170347,0.0,0.12882128437909154,0.04418849718271396,0.08463278719637758,0.055895210595640406,0.0,0.0,0.0,0.0,0.007629527550704761,0.048265683044935635
170,25-1063,"Economics Teachers, Postsecondary",0.4671824965105158,0.15595529068258734,0.12167917568358093,0.02713087357642669,0.007145241422579744,0.15587443050468766,0.037822042233676884,0.11577198093721497,0.002280407333795781,0.0,0.11264801052293295,0.01812913754555261,0.09451887297738032,0.0427047648003078,0.0,0.0,0.00254282127213001,0.0,0.0,0.040161943528177785
171,25-1064,"Geography Teachers, Postsecondary",0.4540191279713151,0.19294821950276048,0.13630672427439147,0.04430021247055441,0.012341282757814586,0.08085512787439636,0.0033582175671468713,0.07447298271445238,0.0030239275927971213,0.0,0.13095731280228534,0.041137508047189617,0.08981980475509575,0.04925846779187282,0.0,0.002380594013819674,0.0,0.0,0.00423518708092864,0.04264268669712451
172,25-1065,"Political Science Teachers, Postsecondary",0.4524866708982482,0.20068425553627295,0.1394275869963811,0.049401343849177964,0.011855324690713915,0.08110351744579011,0.0,0.08074973030766817,0.00035378713812193635,0.0,0.12259073787925125,0.024731593223912246,0.09785914465533901,0.048108160036933856,0.0,0.0,0.0,0.0,0.0037329068456677843,0.04437525319126607
173,25-1066,"Psychology Teachers, Postsecondary",0.4503060501843053,0.1821176804771613,0.12479097687680404,0.049328469667365364,0.00799823393299188,0.09653377586061074,0.008647384977814523,0.08788639088279622,0.0,0.0,0.12550615860587214,0.03252623329932056,0.09297992530655158,0.04614843524066119,0.0,0.0,0.0,0.0,0.006521343598821111,0.039627091641840084
174,25-1067,"Sociology Teachers, Postsecondary",0.4510487854934813,0.1967706134167234,0.12619301617775228,0.05671275358916665,0.013864843649804472,0.07356048373618948,0.005380380425344484,0.06602021844398308,0.0021598848668619073,0.0,0.12390793682419254,0.03496247774624125,0.0889454590779513,0.05680975151637582,0.0,0.0,0.0,0.0,0.008895030617262885,0.04791472089911295
175,25-1071,"Health Specialties Teachers, Postsecondary",0.4605389044122029,0.16074529052323874,0.11191834989316164,0.0346948210967944,0.014132119533282712,0.11493682021677044,0.008316916892628696,0.0981144930765036,0.008505410247638154,0.0,0.10334189093444324,0.040234052395421285,0.06310783853902194,0.08151490273775061,0.0,0.00292612108960649,0.0,0.00046502795265183114,0.0226500099627717,0.055473743732720585
176,25-1072,"Nursing Instructors and Teachers, Postsecondary",0.4621729018317666,0.15421018036904507,0.08298945970525541,0.050503820645067005,0.02071690001872268,0.10844377943552748,0.019352930528720242,0.07844088377159691,0.010649965135210313,0.0,0.09737752442138596,0.04286072280236222,0.054516801619023766,0.10214141760580817,0.0,0.002154967711105559,0.0,0.003434654916066503,0.041534590269656536,0.05501720470897957
177,25-1081,"Education Teachers, Postsecondary",0.4540120774244092,0.17407960435671296,0.09900835705038613,0.06546695152080498,0.009604295785521818,0.07572969569587748,0.0038274456306528963,0.0647739755563509,0.007128274508873692,0.0,0.12620494454484005,0.051493919889156685,0.07471102465568336,0.0779978328269787,0.0,0.0,0.0,0.0,0.015199313561144947,0.06279851926583375
178,25-1082,"Library Science Teachers, Postsecondary",0.4602078487381497,0.16390820815961654,0.1175297533395092,0.04183308636991207,0.00454536845019532,0.0955925733631003,0.015218566666811019,0.07912112689658321,0.0012528797997060793,0.0,0.15429766810597415,0.06515185919758415,0.08914580890839002,0.04640939910945865,0.0,0.002633327117113924,0.0,0.0,0.0029237749091723265,0.0408522970831724
179,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",0.4531027329835891,0.16693846634808465,0.11911289194694245,0.043998685031374614,0.003826889369767615,0.10152287696350194,0.0036321120883916922,0.09237333952694447,0.005517425348165763,0.0,0.12901448107929422,0.042746907774465236,0.086267573304829,0.055626908592708316,0.0,0.0,0.0,0.0,0.009105981853065943,0.046520926739642365
180,25-1112,"Law Teachers, Postsecondary",0.4554790044287751,0.20727919746496584,0.1433570619979418,0.051244293417401186,0.01267784204962286,0.08201138621655918,0.01540427637712012,0.06660710983943904,0.0,0.0,0.10751626986847047,0.020644753695830197,0.08687151617264029,0.058672150878779625,0.0,0.0,0.0,0.0,0.008429556136127557,0.05024259474265207
181,25-1113,"Social Work Teachers, Postsecondary",0.4548605970359026,0.18521821397772503,0.11016861741046508,0.06918948866124468,0.005860107906015235,0.06378306399020174,0.006462438492213159,0.05633753877752973,0.0009830867204588586,0.0,0.12968850548122313,0.05695493352561652,0.07273357195560662,0.07617081358675266,0.0,0.001010158086480695,0.0,0.0,0.021040171780205747,0.05412048372006623
182,25-1121,"Art, Drama, and Music Teachers, Postsecondary",0.4418747738800691,0.1884364242253096,0.11708794566498006,0.06247785568276978,0.008870622877559766,0.036724833591688585,0.000987006231264363,0.03573782736042423,0.0,0.0,0.13303302306042775,0.0441142085777634,0.08891881448266438,0.08368049300264317,0.0,0.0,0.0,0.0,0.009555546666459577,0.07412494633618359
183,25-1122,"Communications Teachers, Postsecondary",0.4513522112942485,0.19223348998268194,0.10793352838796974,0.07179678464050185,0.012503176954210351,0.0583730286177104,0.004698834063694525,0.052069899194838974,0.0016042953591769052,0.0,0.12355106269564843,0.049816461267463405,0.07373460142818501,0.07719462999820778,0.0,0.002013507795170513,0.0,0.0,0.016906206144548547,0.058274916058488724
184,25-1123,"English Language and Literature Teachers, Postsecondary",0.4491975598094891,0.18100626608463652,0.11517288753910696,0.05774635856051642,0.008087019985013167,0.05854165416704271,0.007197720291679703,0.051343933875363006,0.0,0.0,0.13093963718600238,0.04384860408909684,0.08709103309690552,0.07871000237180746,0.0,0.0,0.0,0.0,0.01953708994625783,0.059172912425549624
185,25-1124,"Foreign Language and Literature Teachers, Postsecondary",0.4507113329203132,0.20744516477366298,0.13442821302574126,0.06298436709683641,0.01003258465108533,0.04384400947932629,0.002267293545330184,0.0415767159339961,0.0,0.0,0.12623167841417707,0.030463266654528764,0.0957684117596483,0.0731904802531468,0.0,0.0008875101973101475,0.0,0.0,0.012377374499869156,0.0599255955559675
186,25-1125,"History Teachers, Postsecondary",0.4505223557774362,0.1993281380263744,0.13438541176363253,0.056576781787007036,0.008365944475734802,0.06976183182783895,0.006234323018073475,0.06352750880976547,0.0,0.0,0.13461052388478076,0.029466461897495518,0.10514406198728524,0.046821862038442116,0.0,0.0,0.0,0.0,0.012124245851805509,0.0346976161866366
