,Job Code,Job Title,Automation Index,Race with the Machine,Interpersonal Task,Administrative Task and Communication,Race against the Machine,Information Processing,Routine Problem Solving,Vehicle and Equipment Operation,Machine Control,General Physical Task,Race ahead of the Machine,Systems Thinking,Creative and Critical Thinking,Running a Different Race,Equipment Maintenance,Dynamic Physical Task,Hazardous and Group Task,Conflict Resolution,Management and Supervision
108,19-2021,Atmospheric and Space Scientists,-0.0253108628977714,-0.0102777828448056,-0.011072314444615304,0.0007945315998097169,0.002942971118449933,0.020148800230138892,-0.004961644385154382,0.0020748074712337084,-0.00813296047538743,-0.006186031722380789,0.020363417598950658,-0.0010671315666651374,0.0214305491656158,-0.03833946877036637,-0.0371012131582753,0.0,-0.01983134082402448,0.0022470830455327,0.01634600216640071
109,19-2031,Chemists,0.014991203941961628,-0.0003132446403659866,-0.01037820551112343,0.010064960870757436,0.07318439753272485,0.058458819451254536,0.0027749059849539732,0.0012853303637573516,0.003444104482026016,0.007221237250732966,-0.03161598773607924,-0.025179768514650782,-0.0064362192214284545,-0.026263961214317955,0.006749582788291533,0.0,-0.028697252561726824,-0.0016150556530134235,-0.002701235787869223
110,19-2032,Materials Scientists,-0.0039001657839467523,-0.01782195202388645,-0.01817651666635567,0.0003545646424692184,0.04706397599657969,0.03194159577108446,0.012973359783472374,0.0017858209165168512,0.00036319952550597714,0.0,0.0058192189446831105,0.005388771534962297,0.00043044740972081336,-0.03896140870132307,-0.024646939652659225,0.0,-0.0244607099728809,-0.0022288515296202665,0.012375092453837305
111,19-2041,"Environmental Scientists and Specialists, Including Health",-0.009397498627287004,0.03970493944111517,0.01644284190336434,0.023262097537750825,-0.02880775380522807,0.013177530932524786,-0.0054077893211357956,-0.0317940757402237,-0.004783419676393327,0.0,0.0266369111032845,0.009301569262771413,0.017335341840513087,-0.04693159536645872,-0.032118754953441936,-0.0004894495489779843,-0.011881985368842015,0.0027771484181575647,-0.005218553913354348
112,19-2042,"Geoscientists, Except Hydrologists and Geographers",-0.010258380000198741,-0.02773056467796846,-0.018156177330530845,-0.009574387347437594,0.02766867911407614,-0.02413678316815293,0.004395075997712064,0.04042383135922691,0.002365997734770041,0.004620557190520032,0.006840324956034803,0.0056348679557341325,0.0012054570003006625,-0.017036819392341286,-0.022170223984612773,0.000885785207745955,0.003120293773976558,0.0012975012686398369,-0.0001701756580908577
113,19-2043,Hydrologists,0.00774222475854247,-0.02088812816870728,-0.008253748099630507,-0.012634380069076773,0.02585338032850357,0.014527654360572698,0.008785069279777109,0.0008647653116758101,0.0014490093918088655,0.0002268819846690678,0.002673681570553505,-0.009306369460549385,0.011980051031102905,0.00010329102819273127,0.02571911860529656,0.0057862639022520845,-0.0007920316436108222,0.004141562201959589,-0.03475162203770468
114,19-3011,Economists,-0.012686105291561669,-0.05069959621687509,-0.01871599254097485,-0.03198360367590024,-0.003115129053016225,0.002206966892715545,-0.0053220959457317895,0.0,0.0,0.0,0.047595711072309886,0.01567876172200979,0.031916949350300115,-0.006467091093980271,0.00037647123035343166,0.0,-0.01277140137561136,-0.0014257269635328642,0.0073535660148105215
115,19-3022,Survey Researchers,0.0037596814613019562,-0.021226155196611363,-0.02547582757315251,0.0042496723765411415,0.019882365927652967,0.017660896802391583,0.003823441181585993,0.0,-0.0016019720563246055,0.0,0.03336701774887321,0.021657431962175115,0.011709585786698095,-0.028263547018612806,-0.004907650543718941,0.0,-0.014268167581689615,-0.006468172419199047,-0.002619556474005205
116,19-3031,"Clinical, Counseling, and School Psychologists",0.0019062649817402355,0.004832895203932429,-0.002107077189691539,0.006939972393623983,-0.01924816398121526,-0.017012562844643298,-0.003953089220813222,0.0,0.0017174880842412616,0.0,0.021672115506845,0.012495515374637941,0.009176600132207058,-0.00535058174782195,0.0030003701569338683,0.0,0.000879852342189881,-0.007910362863216135,-0.0013204413837295745
117,19-3032,Industrial-Organizational Psychologists,-0.00042980440365375516,0.008647069713996397,0.0077697994572012985,0.0008772702567950846,-0.036153488661991966,-0.02570929164872708,-0.011542593138737437,-0.0005084679946564566,0.001606864120129,0.0,0.029816122654465538,0.024032104775355317,0.005784017879110232,-0.002739508110123745,-0.0061594507747503545,0.0,0.0012316131720577338,0.0009035517924795688,0.0012847777000893068
118,19-3041,Sociologists,-0.008908763222983396,0.001472277731502214,0.008329690332248077,-0.006857412600745863,-0.01370546784003665,-0.019507257014123355,0.005801789174086709,0.0,0.0,0.0,0.015436236794071329,-0.003644695680022424,0.019080932474093745,-0.012111809908520278,0.0,0.0,-0.001051339575600082,0.004616878591400135,-0.015677348924320333
119,19-3051,Urban and Regional Planners,-0.007187573923097045,-0.014509960568134694,0.007770652521191566,-0.02228061308932626,-0.06388724119616948,0.003517030717354583,-0.05074554980244495,-0.008669978808213165,0.0007751569390527794,-0.0087639002419187,0.035733079309567366,0.033833109549284215,0.0018999697602831399,0.035476548531639736,-0.0023093704971895858,-0.0024441927438847697,-0.012517616422596215,-0.0068679096240372136,0.059615637819347526
120,19-3091,Anthropologists and Archeologists,-0.00271574673210051,0.0007293331265238179,0.005782903673206469,-0.005053570546682651,0.0030200784549626607,0.007028327091316386,-0.00021835296105419957,-0.004683607069092828,0.0,0.0008937113937933215,0.003781189148201747,0.0023699793420851392,0.0014112098061166006,-0.010246347461788777,0.00019946111842262387,-6.427999389067344e-05,0.00018815002538595876,-0.0034963691111540235,-0.007073309500552655
121,19-3092,Geographers,-0.0175283055448609,0.0010130639001789954,0.0025726409372103898,-0.0015595770370313985,-0.02162479923577701,-0.045314392911665655,0.026860819926304867,-0.003171226250416231,0.0,0.0,0.013809712740195323,-0.012322708571968127,0.02613242131216345,-0.010726282949458224,-0.0005635200958258433,0.0,-0.008112593614206898,0.002696694175866432,-0.004746863415291909
122,19-3093,Historians,-0.032979924301272064,0.05755253734235216,0.009024211778320787,0.04852832556403136,-0.040331474581906,0.046572293727671146,-0.04186426943176585,-0.02993783104161353,-0.01449188800296166,-0.0006097798332361085,0.06760147224333353,0.01068229280016574,0.05691917944316779,-0.11780245930505172,-0.0005128382305502884,-0.0048008536471979175,-0.0796395397189173,-0.031744374108089585,-0.0011048536002966486
123,19-3094,Political Scientists,-0.004041252111921467,-0.011612820947834307,0.007973006261511545,-0.01958582720934586,-0.008624759127030257,-0.010955898043617948,0.002331138916587691,0.0,0.0,0.0,0.02466281584020504,0.03277975162620718,-0.00811693578600213,-0.008466487877261966,0.0,0.0,0.0,0.005573704157103634,-0.0140401920343656
124,19-4011,Agricultural and Food Science Technicians,-0.008469399355173324,-0.024031790179903492,-0.00881951976898845,-0.015212270410915038,0.07828496004848956,0.023489368364996155,-0.015487866874713109,0.0500784448564197,0.012469018508516276,0.007735995193270569,-0.011020172103599148,-0.0018071874633478792,-0.009212984640251273,-0.051702397120160254,-0.047461663655395725,0.0017131154617778374,-0.029109652341548636,-0.001788318530777823,0.024944121945784083
125,19-4021,Biological Technicians,-0.008438437921963637,0.015615890146576994,-0.0011595060686151702,0.01677539621519216,-0.01194033049997184,0.024454155659839744,-0.0030404267502171234,-0.026292961322540484,-0.004099457857639474,-0.002961640229414468,0.023011939161666467,0.014609987977125555,0.008401951184540908,-0.0351259367302352,-0.0036522119341161757,-0.0007913709316506331,-0.021638147337048386,-0.007612554252649274,-0.0014316522747707255
126,19-4031,Chemical Technicians,-0.011258631599101676,-0.01349988691241998,0.006896626148411016,-0.020396513060831,-0.027375726231205436,-0.01910462315240513,-0.04936566396015174,0.0015443843047350991,0.016312396918359756,0.023237779658256574,0.016966243513459045,-0.0029369039890596717,0.019903147502518717,0.012650738031064729,-0.004683341902000718,0.011683111710979476,-0.004520232836401406,-0.0005274456638915369,0.010698646722378887
127,19-4051,Nuclear Technicians,0.01189903976771678,0.004366064507402793,-0.0019715276433260754,0.00633759215072887,0.014132933818187475,0.005849535289371231,0.02178942442440512,-0.000555475271004871,-0.005677993362523552,-0.007272557262060455,-0.0015020621878691356,-0.003935126548831136,0.002433064360962002,-0.005097896370004407,0.03052033434680008,-0.008642924919693058,-0.01855561480391669,-0.004590305789497519,-0.003829385203697264
128,19-4061,Social Science Research Assistants,0.02310441133180452,0.033676628017057425,-0.012005960274343523,0.04568258829140096,0.061623845922794185,0.05644949206362626,0.008944706166490094,0.0,0.004279685433949865,-0.008050037741272038,-0.04479264477000541,0.002664964028246418,-0.04745760879825183,-0.027403417838041663,-0.014431656396866934,0.0,-0.009205494487605846,0.0,-0.003766266953568883
129,19-4091,"Environmental Science and Protection Technicians, Including Health",-0.0006139623542121275,0.04677160864552697,0.021589804310807828,0.025181804334719143,-0.036516990680994205,-0.029853301363995943,0.021542831371939297,-0.00490155361766241,-0.012897213849819305,-0.010407753221455844,0.010560264051760984,0.0014151059101332533,0.009145158141627729,-0.021428844370505903,-0.009442250446724088,-0.004299441284994621,-0.013432643960426614,-0.004316580363500494,0.010062071685139914
130,19-4092,Forensic Science Technicians,0.0020461686592463946,-0.009341956351258757,0.0045058247142859215,-0.013847781065544684,-0.014100524834723738,-0.024384627398532352,-0.02341862937316411,0.017534486654344983,0.010236136634922042,0.005932108647705699,0.0037195395600357205,0.004507281853999739,-0.0007877422939640207,0.02176911028519328,-0.005232501872483822,0.007088167619453921,0.014308557631288668,0.007066145196156699,-0.001461258289222204
131,19-4093,Forest and Conservation Technicians,0.01984609776040519,0.0049275421604698605,0.0012139264535483035,0.003713615706921553,-0.02453633244472853,-0.007207441462743991,0.018019962931779758,-0.03575009827057195,0.004680016081945897,-0.004278771725138277,0.015666084451104147,0.013205536544080505,0.0024605479070236463,0.023788803593559758,0.003846656929018515,0.004710590526873636,0.004771691413190178,0.003485467445192081,0.0069743972792853355
132,21-1012,"Educational, Guidance, School, and Vocational Counselors",0.006717926063216917,-0.0498142912605547,-0.024286872761892998,-0.02552741849866172,0.008777110087278495,-0.00068263570175571,0.009459745789034205,0.0,0.0,0.0,0.03275631772632745,0.021688589399225897,0.011067728327101541,0.01499878951016566,0.004763673828893135,0.004294595331698793,0.005493199089388966,0.008247180275741672,-0.007799859015556907
133,21-1013,Marriage and Family Therapists,0.004267116151808081,0.016811310561265502,0.01058943849007517,0.006221872071190321,-0.029430837022603382,-0.019091402762999067,-0.001505719327688032,0.0011954033075810152,-0.010029118239497285,0.0,0.019578136208885436,0.02325548307634001,-0.0036773468674545923,-0.002691493595739405,-0.0054820460278906654,0.0001465667244538455,0.006196216894826977,0.00702075239602664,-0.010572983583156205
134,21-1015,Rehabilitation Counselors,0.003057065502521994,0.04956744291770748,0.03569319648266138,0.013874246435046077,-0.01806158110967152,0.006869441504344525,0.015194005482491762,-0.023140124279448337,-0.01155309352045085,-0.005431810296608634,0.04485437911463108,0.03562864829309583,0.00922573082153524,-0.073303175420145,-0.0014943368470389017,-0.019755915627199992,-0.04348242722920216,0.0072546991157147874,-0.015825194832418732
135,21-1021,"Child, Family, and School Social Workers",0.011673372224241084,-0.029226559838488875,-0.01699592775861361,-0.012230632079875278,0.02750978208071872,0.014685964665509125,0.009042231083469656,-0.0014086305083338745,0.003624424714675307,0.0015657921253985215,0.027889880329577454,0.014352224699596731,0.013537655629980723,-0.014499730347566256,0.00020995211326708566,0.004244004208796785,0.005393533485949344,0.006520088277207321,-0.03086730843278679
136,21-1022,Healthcare Social Workers,-0.001197594089873133,0.008757606702164966,0.0033083613419737645,0.005449245360191189,-0.009195691901882741,-0.011479278701569937,0.0011497928173825472,0.0011337939823046444,0.0,0.0,0.014366321924542654,-0.0007745462230137681,0.015140868147556419,-0.015125830814698009,-0.0009081273942931768,-0.00870860935903247,-0.004035439808412894,-0.008103550100685544,0.0066298958477261005
137,21-1023,Mental Health and Substance Abuse Social Workers,0.008019416318817363,-0.01468268397148853,-0.01873846655611908,0.00405578258463056,0.049880709566585926,0.025214810209994398,0.02982910019087125,-0.002163381151212193,-0.002999819683067527,0.0,0.0200319518343111,0.005706651629917328,0.014325300204393772,-0.04721056111059105,0.0003838029076078751,-0.003106568765001897,-0.012468002738499044,-0.0314179783298094,-0.0006018141848885879
138,21-1091,Health Educators,-0.002557603069721581,0.003771594715753585,0.012944519629508195,-0.009172924913754613,-0.02239712867632777,-0.015930466680359592,0.0015573963002427813,-0.005777651707523793,-0.0014755082969580195,-0.0007708982917291443,0.005615055405035915,0.012943206429621807,-0.007328151024585902,0.010452875485816708,-0.005069645518299171,0.0,-0.00025363271048315506,0.0036562078367688225,0.0121199458778302
139,21-1092,Probation Officers and Correctional Treatment Specialists,0.01938568348375413,0.0297382580448195,0.002448863474241031,0.02728939457057844,-0.001691003398554866,0.024280679951854484,-0.005518706731299082,-0.012014185947177744,-0.00833601718992885,-0.00010277348200368341,-3.19304435861395e-05,0.007403475369033448,-0.007435405812619589,-0.008629640718924303,-0.004602787173647033,0.004536256581553648,-0.011817734690654582,0.010489383594741122,-0.00723475903091748
140,21-1093,Social and Human Service Assistants,0.009879292468010505,0.047162899627861736,0.0007863983360093112,0.04637650129185242,-0.014461588374290416,-0.011723944292294036,0.01830745946171469,-0.02854569617848461,0.0090340014710429,-0.0015334088362693435,0.0031697899457468204,-0.007615897368010226,0.01078568731375705,-0.02599180873130766,-0.005299086748520962,-0.013758992439050844,-0.005528100101800794,0.000996517027440566,-0.0024021464693756017
141,21-2011,Clergy,0.0025521916934207467,0.0359145341064048,0.011134548672931677,0.02477998543347313,-0.019425673329971457,-0.01639764086541669,0.013192151077355628,-0.014298606889595871,-0.0019215766523145172,0.0,0.0030852173775551828,-0.00975171965077419,0.01283693702832936,-0.01702188646056776,-0.00976854839744589,-0.00023454013813545952,0.002001927485822796,0.009064783073895272,-0.01808550848470448
142,21-2021,"Directors, Religious Activities and Education",0.014571473071023357,0.01133389731682097,-0.009317511114002128,0.020651408430823075,0.005810599499553579,0.0007771382632328767,0.009803903669911436,-0.0043948814761283405,0.0,-0.00037556095746239874,0.023392414665521773,0.03170058668120865,-0.008308172015686878,-0.025965438410872958,0.0,-0.005587034222937837,-0.00320487474653873,-0.015566487592315556,-0.001607041849080823
143,23-1011,Lawyers,0.012837868933983644,0.00695374553250816,-0.00567759016847115,0.01263133570097931,0.0010052539592952103,0.0085334312229866,-0.0073404382865742,-0.0008462844004290801,-0.0026234406622558932,0.0032819860855677623,0.0001822629314770369,0.006735322202537433,-0.006553059271060396,0.004696606510703263,-0.0004167216426928591,0.0,0.0006375307604240474,0.00044677726891043096,0.004029020124061639
144,23-1012,Judicial Law Clerks,0.008084939753490339,0.04090960946656525,-0.023312692482337832,0.06422230194890308,0.0529946512309922,0.053172640355340035,-0.0041059855581281335,0.0,0.003927996433780293,0.0,-0.03396377156010117,-0.02989611243112287,-0.0040676591289782954,-0.051855549383965936,0.0024403482008550077,0.0,0.00246658069468273,-0.056762478279503675,0.0
145,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",0.00677071036869753,-0.017790767198758745,-0.014558312563101791,-0.0032324546356569395,-0.012902252230568928,-0.02468860763717423,0.0018645226740480329,0.0,0.0020607864348121396,0.007861046297745145,0.0008794236433658648,-0.002944182724381794,0.003823606367747669,0.03658430615465935,0.0011306650492201276,0.0,0.0071035644682652015,0.02278794324574673,0.0055621333914272954
146,23-1022,"Arbitrators, Mediators, and Conciliators",0.010440669491071973,-0.0017340652735500786,-0.0022282537524974805,0.0004941884789474021,-0.012098671948159792,0.0028505977027393557,-0.01259162401026532,-0.0023576456406338305,0.0,0.0,-0.001600122782966451,-0.009078181142398877,0.007478058359432423,0.025873529495748282,-0.003311869684563945,0.0,0.0,0.036878293614864,-0.0076928944345517735
147,23-1023,"Judges, Magistrate Judges, and Magistrates",0.010906065191181813,-0.022722818600704325,-0.011674617229414631,-0.011048201371289671,0.017066738840467888,0.015788288464875656,0.00026441537954803584,0.0,0.0010140349960441964,0.0,0.029992199123345775,0.013657657086201877,0.01633454203714389,-0.013430054171927636,0.003454551792913199,-0.003541813503244129,-0.0056014015152315725,-2.944619352661381e-05,-0.007711944752838527
148,23-2011,Paralegals and Legal Assistants,0.008034219777240725,0.09659460597859404,-0.00012836145945906152,0.09672296743805313,-0.05102896186656261,0.02489368088295549,-0.05929207977493602,0.0,-0.007809497915490252,-0.008821065059091825,-0.017001179192434473,0.0015079493537017985,-0.018509128546136268,-0.02053024514235622,-0.02095599780406199,-0.0013878451644190376,0.0006357383268905774,0.0011778594992342313,0.0
149,23-2091,Court Reporters,0.006349473134874328,0.0022416441398794007,-0.010944361005749768,0.013186005145629162,0.05316749890847183,0.03609099679513389,0.0245757908795389,0.0011787608130017935,-0.0211919943544716,0.012513944775268862,-0.034855427462708165,-0.023490127344527267,-0.0113653001181809,-0.014204242450768718,-0.015035583916855819,0.0,-0.0005838292851044937,0.0017936935139584015,-0.00037852276276681266
150,23-2093,"Title Examiners, Abstractors, and Searchers",0.015872559130577724,-0.034769128196962484,-0.02375280001615903,-0.01101632818080345,0.09210649291741417,0.0789264269023246,0.010647322232978151,0.0,0.007941063295515019,-0.00540831951340358,-0.027319085628300148,-0.03344835233912356,0.006129266710823412,-0.014145719961573822,0.00010708352090983784,0.0,0.010562630807892263,0.0,-0.02481543429037592
151,25-1011,"Business Teachers, Postsecondary",-0.002055122423784805,-0.01946466561195401,-0.020035638878588908,0.0005709732666348971,0.006876418055862768,-0.0029070998680333915,0.009783517923896165,0.0,0.0,0.0,0.02413191760865221,0.014390498676098382,0.009741418932553841,-0.013598792476345808,-0.0006705429442337638,0.0,0.0014518210358265445,-0.000457516653111134,-0.013922553914827454
152,25-1021,"Computer Science Teachers, Postsecondary",-0.002518856474204023,-0.01751530292573214,-0.0015007102593318983,-0.01601459266640025,0.022384290612683044,0.014713399739483548,0.007670890873199491,0.0,0.0,0.0,-0.0013966592798206336,-0.010493034517287905,0.009096375237467272,-0.005991184881334336,-0.01807741056351999,0.0,0.00408842554535859,0.0032398410381727057,0.004757959098654348
153,25-1022,"Mathematical Science Teachers, Postsecondary",0.0040230332689488715,-0.012708984549936742,-0.01784596578825498,0.005136981238318225,0.011483861921891408,0.013107198509791529,-0.003118058612580403,0.0,0.0014947220246802847,0.0,0.017731614692010927,0.01051093378826731,0.007220680903743616,-0.012483458795016791,-0.0008276779829511847,0.0,-0.00923551885560882,-0.0016636287171366382,-0.0007566332393201465
154,25-1031,"Architecture Teachers, Postsecondary",0.006293039148985213,-0.025289697759094367,-0.0005734147352624702,-0.024716283023831886,0.0246832119224977,0.020043945546621218,0.005440995482692834,-0.0008961947150434588,9.446560822711015e-05,0.0,-0.010624985432846791,0.0022007227608231844,-0.012825708193669974,0.0175245104184287,0.006626886982616674,0.0,-0.004339178813939472,0.010528172506528459,0.004708629743223045
155,25-1032,"Engineering Teachers, Postsecondary",-0.003226194184452247,-0.008746853439353636,-0.0042234496007684036,-0.004523403838585224,0.029214212000579942,0.014195831727773263,0.01494628112380061,7.209914900606453e-05,0.0,0.0,-0.006315989683934042,-0.0041792560076599405,-0.002136733676274094,-0.01737756306174447,-0.018326330452030838,0.0,-0.009633297291492942,0.0027521267630345463,0.007829937918744756
156,25-1041,"Agricultural Sciences Teachers, Postsecondary",0.004759042193075269,-0.008014107966026585,-0.005374698760605562,-0.002639409205421037,0.005310868474440261,0.008092655448879812,0.003916025461540225,-0.008329634855111349,0.0012081386948424155,0.00042368372428914933,0.013775702874894186,-0.005715400574211958,0.019491103449106137,-0.006313421190232593,-0.01066948554797268,0.00016032879716914341,-0.0009730651933969137,-0.0015934560781588087,0.006762256832126661
157,25-1042,"Biological Science Teachers, Postsecondary",0.00829066049818872,-0.02780799886851273,-0.002516364389880142,-0.025291634478632613,0.02863489447053168,0.016828765237469127,0.010552177197813244,0.0,0.0012539520352493141,0.0,-0.0011673206301338337,0.012835599387683042,-0.014002920017816877,0.008631085526303588,-0.008455131306599742,0.0,0.014531240109112324,0.002698821795005512,-0.0001438450712145101
158,25-1043,"Forestry and Conservation Science Teachers, Postsecondary",0.004057016441588457,0.02356043896107432,0.012982150936673126,0.010578288024401179,0.005995182185283318,0.00026705098955551176,0.002741721742951713,0.0029864094527761067,0.0,0.0,-0.013685076408735952,-0.01925243424754624,0.005567357838810279,-0.011813528296033255,-0.008128422641497421,0.0,0.0007496942387011861,-0.0016138187795289262,-0.0028209811137080987
159,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",-0.011278478800851977,-0.0067522642536956825,0.001014026379121194,-0.0077662906328168765,-0.0067738219373562345,-0.0164940582525267,0.009720236315170465,0.0,0.0,0.0,0.02889792736294995,0.003363971173790357,0.025533956189159587,-0.02665031997275004,-0.009197875529513668,0.0,-0.005945436634308346,0.00749522742516045,-0.01900223523408848
160,25-1052,"Chemistry Teachers, Postsecondary",0.0016199404594074984,0.006378444490517471,0.009608383693780587,-0.0032299392032631162,-0.022019099596835626,-0.035581903073202414,0.015738046724701058,0.0,-0.0021752432483342528,0.0,0.03749025487187184,0.013354687297138228,0.024135567574733605,-0.020229659306146147,-0.01177137534281843,0.0,-0.0001636196971910378,0.00455439154653729,-0.01284905581267396
161,25-1053,"Environmental Science Teachers, Postsecondary",-0.0024109766154333245,-0.018213506043125768,-0.0040377414289535715,-0.01417576461417221,0.0019712112855364283,-0.010881322911560729,0.01268449135798429,0.0001680428391128472,0.0,0.0,0.015266139985367716,0.0024112112501109353,0.012854928735256788,-0.0014348218432117257,-0.0037299535353060814,0.0,0.004580508332484006,0.0006147829514488503,-0.002900159591838501
162,25-1054,"Physics Teachers, Postsecondary",-0.0010083655129362048,-0.04197061347243604,0.012221509545624214,-0.054192123018060236,0.05041956054674668,0.05220195876828514,-0.0017823982215384657,0.0,0.0,0.0,0.005587101779438969,0.015504965692363197,-0.009917863912924207,-0.015044414366685731,0.0015152984323718694,0.0,-0.00946301691869002,-0.001203534124885234,-0.00589316175548235
163,25-1061,"Anthropology and Archeology Teachers, Postsecondary",-0.0013621799403061852,-0.0068768735916336365,0.013918379712107113,-0.02079525330374074,-0.02032414739545793,-0.023241001979962525,0.002916854584504608,0.0,0.0,0.0,0.013341365521559569,0.026859626385871426,-0.013518260864311848,0.012497475525225827,0.0042856573954983814,0.0,0.0014257954442187346,0.004995613493383878,0.0017904091921248364
164,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",-0.006936856813184844,-0.010461895998417986,0.00041818338772255104,-0.010880079386140551,-0.032330467955939884,-0.033491018644904766,0.0011605506889648884,0.0,0.0,0.0,0.03974899136712265,0.02938116468067308,0.010367826686449559,-0.003893484225949664,0.0,0.0,0.0027604638032146943,-0.006949383169425456,0.000295435140261098
165,25-1063,"Economics Teachers, Postsecondary",-0.003847725507417021,-0.002491363671355329,-0.006579990199395015,0.004088626528039693,-0.006562689114439718,0.00014544416228068346,-0.00670813327672039,0.0,0.0,0.0,0.017540631113110827,0.014449447053238152,0.003091184059872645,-0.012334303834732746,-0.008140831392654556,0.0,-0.010101094622051086,0.0,0.005907622179972892
166,25-1064,"Geography Teachers, Postsecondary",0.004621074472446696,-0.022304119249405674,-0.013302027836433609,-0.009002091412972063,0.02752814173676811,0.02683333942220004,0.0006948023145680778,0.0,0.0,0.0,0.00012695513396654423,0.0012295596841082337,-0.0011026045501416617,-0.0007299031488822577,-0.002426169504834948,0.0,-0.0024346477655508725,0.0026946855603433065,0.0014362285611602547
167,25-1065,"Political Science Teachers, Postsecondary",-9.329777424843531e-05,-0.022994504701583124,-0.02968062762290525,0.0066861229213221185,0.015537610869252259,-0.001192192202444417,0.016729803071696678,0.0,0.0,0.0,0.019806093979029576,0.014313483685577656,0.005492610293451897,-0.012442497920947142,0.0,0.0,-0.01248969577759016,0.001744596692941326,-0.0016973988362983113
168,25-1066,"Psychology Teachers, Postsecondary",0.004183056199717372,-0.01543849824582069,-0.0034900542847614915,-0.011948443961059194,-0.011378166538325836,-0.009409348227594677,-0.0019688183107311533,0.0,0.0,0.0,0.004602404701037678,0.028037624339699016,-0.02343521963866134,0.026397316282826155,0.0,0.0,-0.0004114671454435569,0.005185089395039758,0.021623694033229952
169,25-1067,"Sociology Teachers, Postsecondary",0.0042683600110857145,-0.013622217679348542,-0.012463581919637985,-0.0011586357597105493,0.045052205303023424,0.03247876425431838,0.012573441048705043,0.0,0.0,0.0,0.008985027435951394,0.004227831034071358,0.0047571964018800214,-0.0361466550485406,0.0,0.0,-0.01050306654047922,-0.008688425770260341,-0.016955162737801024
170,25-1071,"Health Specialties Teachers, Postsecondary",-0.0011538341212226633,0.009747694515216787,0.011028000270517972,-0.0012803057553011784,-0.027546664163692447,-0.0258978728240762,-0.005175623986013189,0.0,0.0021238308693085225,0.001403001777088417,0.0278680357616352,0.008511916576300516,0.019356119185334683,-0.011222900234382093,0.003411232213547213,0.00020284047291126554,0.006404825382233553,-0.0020026180428206405,-0.01923918026025349
171,25-1072,"Nursing Instructors and Teachers, Postsecondary",0.012514295501730777,-0.012898683557620359,0.0014037904760935555,-0.014302474033713904,0.02157581872324676,0.008563804803633543,0.00573664238342194,0.0,0.003352868973106967,0.003922502563084325,-0.004130291304363182,0.0030220039509185267,-0.0071522952552816954,0.007967451640467568,-0.0018188343806619708,0.006104905543672089,-0.0011076925725308356,0.004969343949494103,-0.0001802708995058272
172,25-1081,"Education Teachers, Postsecondary",0.0071210656528861715,-0.01188934425226934,-0.022195291610641567,0.010305947358372215,0.007397371638265495,-0.02102649459805641,0.024545186967635833,0.0,0.0,0.0038786792686860702,0.006216261653225419,-0.003478199946863346,0.009694461600088758,0.005396776613664625,0.0,0.0,0.008767087024751763,-0.011791072799125942,0.008420762388038816
173,25-1082,"Library Science Teachers, Postsecondary",0.0005813428534441889,-0.014887004934256291,-0.02372767703796321,0.008840672103706926,0.02344704359176772,0.019696076093647052,0.0009167274505402084,0.0,0.0,0.002834240047580445,-0.020269975297425163,-0.017418329474084362,-0.002851645823340798,0.012291279493357996,-0.002806254462177925,0.0,0.005329971551439407,-0.0026368213508821165,0.012404383754978631
174,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",-0.001553760062746934,0.00904703183378744,-0.013911739160742469,0.022958770994529903,-0.02659962123328967,-0.03846123977878491,0.01186161854549524,0.0,0.0,0.0,0.033180927962782936,0.005954077827755325,0.027226850135027583,-0.017182098626027667,0.0,0.0,0.003678267135161062,-0.006330941729418305,-0.014529424031770426
175,25-1112,"Law Teachers, Postsecondary",-0.007997037080761826,-0.0296644971337674,-0.028418641554785712,-0.0012458555789816859,0.0009613174226774657,-0.002606237612102005,0.003567555034779467,0.0,0.0,0.0,0.03884642437343638,0.03198886165412088,0.0068575627193155075,-0.018140281743108208,0.0,0.0,-0.013405352335425488,-0.0017049087708538588,-0.0030300206368288622
176,25-1113,"Social Work Teachers, Postsecondary",-0.004632484524324687,-0.03958172435226298,-0.033889346107412795,-0.00569237824485018,0.0264855757033116,0.01658073527255631,0.009904840430755292,0.0,0.0,0.0,0.036094279912059817,0.009472146400371806,0.026622133511688004,-0.027630615787433168,-0.0011218504002031813,0.0,-0.001967889598081322,-0.01738221285233137,-0.0071586629368172935
177,25-1121,"Art, Drama, and Music Teachers, Postsecondary",0.0017350327265161507,-0.0150039980567227,0.004438060536655007,-0.01944205859337772,0.007749869325503114,-0.0026867893615859194,0.006220822734986908,0.0,0.0007841403815360803,0.00343169557056604,-0.002195352293913766,0.006779927819601878,-0.008975280113515643,0.011184513751649514,0.011027272761199143,0.0002881024421348879,0.0022087082827874607,0.004446088259796465,-0.006785657994268446
178,25-1122,"Communications Teachers, Postsecondary",-0.0018205239660928352,-0.02051371225703064,-0.027399309960877985,0.0068855977038473635,0.0094044278180591,0.004577228834354602,0.004827198983704508,0.0,0.0,0.0,0.031313173968770425,-0.004653871123745976,0.0359670450925164,-0.022024413495891786,-0.0021557534076842213,0.0,-0.012264765538322096,-0.005792784327342732,-0.001811110222542732
