,State,Metropolitan Areas,Automation Index,Race with the Machine,Communication,Interpersonal Task,Group Task,Race against the Machine,Routine Problem Solving,Information Processing,Machine Control,General Physical Task,Race ahead of the Machine,Systems Analysis,Creative and Critical Thinking,Running a Different Race,Dynamic Physical Task,Equipment Maintenance,Vehicle and Equipment Operation,Hazardous Task,Conflict Resolution,Management and Supervision
69,FL,Lakeland-Winter Haven,0.4465989343331223,0.09834526553908103,0.04976372585078721,0.03973555396167215,0.00884598572662168,0.14596977569608727,0.04744646273142785,0.032033990640836826,0.020364782421640304,0.046124539902182286,0.024823018803533388,0.011351660538039435,0.01347135826549395,0.1774608742944206,0.04737003625907959,0.016653905116254763,0.04190472950104589,0.02700712456788551,0.02890994422641236,0.015615134623742468
70,FL,Miami-Fort Lauderdale-West Palm Beach,0.4523243646005402,0.1119466087504407,0.05760528162324573,0.04436000569775715,0.009981321429437815,0.14465262441460885,0.04920505917172968,0.035907942169105436,0.01813602868239714,0.041403594391376614,0.029874950020072438,0.0135173665301527,0.01635758348991973,0.16585018141541813,0.04481039171717945,0.01443441442185551,0.034161275015801185,0.021704399736503455,0.03322105192449183,0.017518648599586694
71,FL,Naples-Immokalee-Marco Island,0.4566230952632243,0.1047329729932536,0.04970435430825939,0.04434894259960687,0.010679676085387335,0.14185617437990672,0.042612673210791915,0.031462930936531484,0.018715092238764948,0.04906547799381837,0.024998393823137847,0.011044416100170505,0.013953977722967343,0.18503555406692612,0.05757396236768428,0.014619669748567375,0.03766792306982039,0.025655947574815704,0.032598881116614895,0.016919170189423485
72,FL,North Port-Sarasota-Bradenton,0.44943975706360695,0.10770642997452702,0.054276379430728106,0.04374749213107065,0.009682558412728264,0.1446966268891079,0.04720885138721076,0.033845448133390216,0.018698924320197957,0.044943403048308975,0.027860123016293998,0.012224153927966157,0.015635969088327845,0.16917657718367807,0.048626082924519184,0.014850442828077537,0.033221900753173585,0.023479710114357576,0.031844173788723965,0.017154266774826222
73,FL,Ocala,0.4560257558247771,0.1033996274258536,0.0507565196563196,0.04310092017379216,0.009542187595741849,0.14965077636883067,0.04770840731415778,0.032514857818319615,0.02058604795988606,0.048841463276467226,0.024059252328181183,0.010795836367121428,0.013263415961059757,0.1789160997019116,0.04999999599897988,0.016453240850199027,0.04007600387510159,0.02613788734760916,0.031041744939741805,0.015207226690280145
74,FL,Orlando-Kissimmee-Sanford,0.4446465655279229,0.10691021305988344,0.05344897256559058,0.043618277774399535,0.009842962719893308,0.14039719898877906,0.046081649295544376,0.03397359654555596,0.01763968754836476,0.04270226559931395,0.03013645550688201,0.013256564316786023,0.016879891190095992,0.16720269797237838,0.04813633939489842,0.014788087582320112,0.03287800112215318,0.022348673673673342,0.03211764786402089,0.01693394833531245
75,FL,Palm Bay-Melbourne-Titusville,0.4451134263694109,0.1055174486490752,0.0548135511920853,0.04056146557882012,0.010142431878169777,0.14558924566814516,0.0482146284850224,0.03725069596654774,0.018856276688413068,0.04126764452816194,0.03343793983367049,0.01716025472887827,0.016277685104792217,0.16056879221852005,0.04409731453134963,0.018860996357740592,0.02914846147026101,0.021143660343018775,0.03037955920563158,0.016938800310518455
76,FL,Panama City,0.4549524216136406,0.10377388915485483,0.05025037878471995,0.04287934544019864,0.010644164929936268,0.14604372644096214,0.047333360088894855,0.033124581816978534,0.01860311283922679,0.046982671695861976,0.02593025609718415,0.011967527710049351,0.013962728387134795,0.1792045499206395,0.05407013395025197,0.016458408082940156,0.03653817127043764,0.024847785734570138,0.031858808873409576,0.01543124200903002
77,FL,Pensacola-Ferry Pass-Brent,0.4519128019114684,0.11073708314850003,0.056880532245168175,0.04391058281564248,0.009945968087689395,0.14916175808691312,0.05122753736024222,0.03658441082160625,0.018012271956019642,0.043337537949045005,0.027691086327829344,0.01287622332523124,0.014814863002598103,0.16432287434822584,0.04758675554401934,0.01448190645836287,0.03177107068068877,0.02174363544605419,0.032027851715543884,0.01671165450355681
78,FL,Port St. Lucie,0.45044585178119606,0.1059890184206877,0.0528103755573332,0.043461452074879205,0.009717190788475306,0.14486029091690394,0.04767604787717315,0.03309302038839992,0.018567499996274592,0.045523722655056297,0.025363941884262248,0.010794872969601023,0.014569068914661224,0.17423260055934212,0.04922638976562017,0.0143306310287094,0.03776552175094229,0.024272636561220768,0.03249621925198641,0.016141202200863087
79,FL,Punta Gorda,0.4617284764075793,0.10950840296291264,0.051560756388543585,0.047935030690485436,0.010012615883883608,0.15135572180336027,0.047989441322447306,0.034786189553797565,0.018300054186974186,0.050280036740141205,0.02308383521803445,0.009667744488718856,0.01341609072931559,0.17778051642327194,0.059228655329644685,0.012387587384950431,0.03325787853402705,0.02275838025305774,0.03441713539562949,0.015730879525962544
80,FL,Sebastian-Vero Beach,0.4580821126248821,0.1045727891969528,0.049395473435071606,0.04510858262941398,0.010068733132467195,0.14706100563313718,0.04702056833934688,0.03317161750019716,0.01918502346029857,0.047683796333294566,0.026191521243672067,0.010558210408922488,0.015633310834749583,0.18025679655112006,0.05473792831138986,0.013588375509266523,0.03617073721939169,0.024156224521297627,0.034489369652112044,0.0171141613376623
81,FL,Tallahassee,0.44741567930137743,0.11955866169782688,0.06478767855943311,0.044406663011375774,0.010364320127018,0.1428726025958164,0.05062739418243388,0.04050296672701253,0.01614522615050409,0.03559701553586592,0.036331681739694234,0.017760761055049337,0.018570920684644887,0.1486527332680399,0.0410174320989691,0.013231004067019271,0.02649588110999575,0.01725741185906919,0.030961405135078206,0.019689598997908384
82,FL,Tampa-St. Petersburg-Clearwater,0.4447149085713863,0.1102743437828515,0.05774598477342215,0.04295852900240316,0.00956983000702619,0.14398971303921512,0.04964245716514425,0.036584593668935114,0.017717293972179967,0.04004536823295578,0.03183552314152187,0.014406399679302528,0.01742912346221934,0.15861532860779778,0.04211453080413336,0.014934635643458509,0.03136073834233654,0.021403115881731875,0.03126537446311708,0.0175369334730204
83,GA,Albany,0.468740628272349,0.1072964890024347,0.05131200233422103,0.04502547590156089,0.01095901076665278,0.146805151855029,0.049095392702547064,0.033120298398879866,0.02045507354845789,0.04413438720514417,0.02818103485095048,0.01186186190385336,0.01631917294709712,0.18645795256393488,0.04754433505619722,0.015372771315633676,0.03948807469899341,0.026172991382295542,0.03802292311427698,0.019856856996538046
84,GA,Athens-Clarke County,0.4640396376094378,0.10880911001863476,0.052232051569408335,0.0454843919008044,0.011092666548422038,0.14582788617237852,0.046817142903235416,0.033973853251820035,0.0195900275461402,0.04544686247118287,0.029938673883716224,0.01291830722543002,0.017020366658286202,0.17946396753470828,0.051193652534930176,0.01430567856519841,0.03182388599885362,0.024884426980724083,0.0367673477770096,0.02048897567799239
85,GA,Atlanta-Sandy Springs-Roswell,0.461019595069677,0.1140898008305166,0.05935116253306159,0.04406092434939789,0.010677713948057128,0.14392879654689233,0.048552637987290384,0.03741500366840672,0.018668984250701823,0.03929217064049338,0.035841526042535675,0.016954188202838956,0.01888733783969672,0.16715947164973233,0.04133695832872939,0.01622147001620507,0.034346607635146034,0.02237961551658884,0.032294097449032534,0.020580722704030482
86,GA-SC,Augusta-Richmond County,0.4616622767557875,0.10351349883016872,0.05081052202645907,0.04195913269407328,0.010743844109636368,0.14745655886813347,0.04942897961645674,0.03463597103288256,0.02070808099071287,0.04268352722808132,0.03085172702039731,0.013580535534919577,0.017271191485477736,0.17984049203708805,0.0470107427029424,0.016737695053718284,0.0339667256180739,0.025998715562698598,0.035758890804692765,0.02036772229496212
87,GA,Brunswick,0.4710932414612432,0.11278787298895808,0.05246757507985665,0.0484627642126424,0.011857533696459012,0.14381065259001508,0.04677985875684758,0.034426385156375465,0.017694382003960927,0.044910026672831116,0.02773565612952152,0.011144786464761408,0.01659086966476011,0.1867590597527486,0.05553119042752189,0.01327265438534455,0.0360525267900795,0.02438864501320091,0.037836760189573264,0.01967728294702848
88,GA-AL,Columbus,0.4615096684015431,0.1107179438495522,0.05540010696005737,0.04416597904429214,0.011151857845202702,0.1474533042911202,0.04976622884811791,0.036054196928132366,0.01868024273263185,0.04295263578223808,0.031685718801106974,0.014199633913637641,0.01748608488746933,0.17165270145976375,0.048281571505738835,0.014801098945013169,0.031067231117872126,0.0232445129747394,0.03420723345297956,0.02005105346342065
89,GA,Dalton,0.44954080162731824,0.08395138743041758,0.04288827909931254,0.032575314132912044,0.008487794198192981,0.15136063524221394,0.04738180113740511,0.027100427395133696,0.02777108930110374,0.04910731740857143,0.025598811597772664,0.011836546509826986,0.013762265087945678,0.18862996735691406,0.043784809302923,0.023315963142421518,0.042887903014240336,0.035952414746691495,0.025137121370389197,0.017551755780248486
90,GA,Gainesville,0.4762958953277261,0.0977378044372486,0.04918083700726578,0.03836141711306289,0.010195550316919929,0.1578807131771558,0.048224453177918174,0.03257151236204511,0.025345260545161383,0.051739487092031126,0.028260367534304345,0.012613357301712707,0.015647010232591636,0.19241701017901736,0.04568655039727988,0.020323301262978998,0.042023517222746734,0.034100821915506126,0.030559436958525824,0.01972338242197983
91,GA,Hinesville,0.4654916746734167,0.10806312641643367,0.04666519252988361,0.04951147601017737,0.011886457876372715,0.14109786332891278,0.044567919535940345,0.03198773256936776,0.015054884449902653,0.04948732677370202,0.028409405951486614,0.00903806120282564,0.01937134474866097,0.1879212789765836,0.062163478636756066,0.011806355952641474,0.029372658900441856,0.02302596377244873,0.042291855117698514,0.01926096659659697
92,GA,Macon,0.4631410165203543,0.11170297041499187,0.05584613891623906,0.045265152064014734,0.010591679434738084,0.1490829070041575,0.0518565492939956,0.03633931102073559,0.0183974062700384,0.042489640419387915,0.02896220922723235,0.012490908247473892,0.016471300979758453,0.17339292987397256,0.04693792980690334,0.012904965208400471,0.033267508152639125,0.022372429484871642,0.03846470817813237,0.019445389043025618
93,GA,Rome,0.4676811490858492,0.10761108828092844,0.051868066829231514,0.045039173549192166,0.01070384790250475,0.14866366696503475,0.047252258665939406,0.033648883428861125,0.020622928817340437,0.047139596052893785,0.02778049253569714,0.011911246544158531,0.01586924599153861,0.18362590130418893,0.050306102848945516,0.017024886307553156,0.03409596536263528,0.026862625695368327,0.035532818054050605,0.019803503035636043
94,GA,Savannah,0.4683556029380849,0.10710128608699182,0.051631145185266965,0.044566534607164934,0.010903606294559907,0.14467039191708053,0.04670121194963309,0.033225228835274546,0.019455631399638712,0.045288319732534166,0.028858934143347236,0.012608590799133956,0.016250343344213276,0.18772499079066532,0.051234606221821834,0.015931110339153905,0.03957258012571163,0.02626710598543729,0.034867954772983774,0.019851633345556938
95,GA,Valdosta,0.4723944470556345,0.10487711356909776,0.04851254573363682,0.04588130522999378,0.01048326260546715,0.14875647622370575,0.04743427785405675,0.03237337704388035,0.020102271242401732,0.04884655008336695,0.02598116894584231,0.010098124649033216,0.015883044296809094,0.1927796883169887,0.054783018645478285,0.014864934704785003,0.040149168812023794,0.027650668553114082,0.03730095533026751,0.018030942271320027
96,GA,Warner Robins,0.4374817608494307,0.09528069923019183,0.04679167795479485,0.03782290204887664,0.01066611922652035,0.13497961716093818,0.039622898768196566,0.030795276783033662,0.01897153634613302,0.04558990526357492,0.03150565684417365,0.016306715778890504,0.015198941065283144,0.17571578761412698,0.04808651637048944,0.021751337140663057,0.03433389475583973,0.02449919322579829,0.028916754067436625,0.018128092053899838
97,HI,Urban Honolulu,0.4480117696563525,0.1098959453995964,0.05456014465196905,0.04490968393431191,0.010426116813315452,0.13643542354554067,0.04481888547562008,0.034960490168861436,0.017328568650914214,0.03932747925014493,0.032323619489455474,0.014221065430963752,0.01810255405849172,0.16935678122175987,0.047311888708580635,0.013294747958219305,0.03266317100944198,0.0209792191633128,0.03506383249764481,0.02004392188456034
98,IA,Ames,0.4493362967446248,0.10837034223808284,0.054878919172677086,0.043159310249961697,0.010332112815444031,0.1456499403196695,0.048606293587105685,0.0350230230698615,0.018874865739135386,0.04314575792356691,0.027998772696248828,0.0125700772620167,0.015428695434232129,0.16731724149062369,0.051187898695446835,0.015757859169224203,0.02903668719811028,0.022683368278868698,0.03169881680185485,0.016952611347118802
99,IA,Cedar Rapids,0.4578564375045652,0.1070040025563287,0.05564007004782874,0.04108957373436286,0.010274358774137113,0.14763858663134605,0.050215567629943315,0.037169072461440925,0.019840053194495052,0.040413893345466745,0.03455177172081038,0.01648610402787513,0.018065667692935248,0.16866207659608007,0.041829995255753774,0.01865603304852537,0.03597030320204556,0.02348864000053982,0.03045703434469855,0.018260070744516983
100,IA-IL,Davenport-Moline-Rock Island,0.4487388895838341,0.09957304369380986,0.050055441748855366,0.040247075866867515,0.009270526078086969,0.14515086694654866,0.0468402887893228,0.033099433386896124,0.02078180467448193,0.0444293400958478,0.02932746514131525,0.013152199165631387,0.016175265975683868,0.17468751380216033,0.045885714606634036,0.017992570560743402,0.03540587234361193,0.027210002703123192,0.030570263899470387,0.017623089688577374
101,IA,Des Moines-West Des Moines,0.4540182910595911,0.11633106137098542,0.06165827008070762,0.044448948143023054,0.010223843147254752,0.1454653852034031,0.05092398437784591,0.039794330769053005,0.017481564914419552,0.03726550514208463,0.03503272186628724,0.01619013107315171,0.01884259079313553,0.15718912261891532,0.03992583728227452,0.014785528535638024,0.03073341705022765,0.02035778868888028,0.03243663817912548,0.018949912882769367
102,IA,Dubuque,0.4624015294169225,0.1039336262512042,0.049691456491745965,0.04452867351959015,0.009713496239868094,0.15036636705866346,0.04786699896423497,0.032300250846565334,0.020871222849638108,0.04932789439822503,0.027036331702739388,0.010497233302722588,0.0165390984000168,0.18106520440431545,0.051147555495558814,0.016606465305876422,0.03563890688640508,0.02761406903392804,0.03331348015660609,0.01674472752594099
103,IA,Iowa City,0.4454488817800797,0.1138339092756662,0.058020419417389314,0.04543341157014322,0.01038007828813367,0.1438352841298543,0.0482650816291652,0.03441966565792773,0.017781976660193734,0.043368560182567635,0.028903266282995325,0.012208504604470193,0.01669476167852514,0.15887642209156386,0.048482509600069716,0.013573416063845404,0.026984612083132003,0.0214393739738145,0.031926720286278645,0.01646979008442357
104,IA-NE-SD,Sioux City,0.4575792376828263,0.10446998806019342,0.050522696831685136,0.044199138309146235,0.009748152919362041,0.14764235553390506,0.04852748533174928,0.03506518841901212,0.019823671225733648,0.04422601055741,0.02835568008334588,0.011899342808579448,0.01645633727476643,0.17711121400538196,0.048675486525862406,0.015460081514059512,0.036082921128295066,0.025706407857304714,0.03389030615209087,0.01729601082776938
105,IA,Waterloo-Cedar Falls,0.4591697758346538,0.09938437264101857,0.047420456681098434,0.041922635200137864,0.010041280759782294,0.14834950163248314,0.047764547623184335,0.032213220230515795,0.02225943230777372,0.04611230147100931,0.02712984902529537,0.01109291519502235,0.01603693383027302,0.18430605253585666,0.05065817382685731,0.017310362854304536,0.03652463032302823,0.029609718474382405,0.03361706973332456,0.01658609732395959
106,ID,Boise City,0.4564555023583371,0.11283327332089142,0.05784414770049035,0.043946407785717775,0.011042717834683285,0.14288837920192318,0.049790457291778015,0.03736975785830062,0.018774786873965905,0.03695337717787865,0.033712022806000996,0.01594810742015508,0.017763915385845926,0.16702182702952156,0.04165066421353505,0.01637500207261335,0.033289563928963185,0.021941158896694058,0.03326597259953326,0.02049946531818261
107,ID,Coeur d'Alene,0.4677652062466229,0.11300719985968695,0.05551547861339184,0.04609046352959393,0.011401257716701191,0.1466820943643109,0.04820416410457089,0.03580263772299793,0.019532826409585025,0.043142466127157074,0.028533260414255218,0.012349742469251804,0.016183517945003414,0.1795426516083698,0.050435306091653545,0.015603706700097591,0.036265969668740364,0.024808681052869683,0.03293761470733559,0.019491373387673032
108,ID,Idaho Falls,0.4558644123216243,0.1064229051645025,0.05182675226603203,0.04359743841659114,0.010998714481879326,0.13962987553848333,0.04580333350142034,0.034154121501848,0.0185641352382581,0.041108285296956884,0.02957603835352385,0.012675979038859878,0.016900059314663967,0.18023559326511468,0.04797390430652463,0.01517035477750075,0.03990001965252735,0.023962677180999797,0.032619678707338874,0.02060895864022331
109,ID-WA,Lewiston,0.4459203010289727,0.10822315935775018,0.05152005852814362,0.04565359553499422,0.01104950529461233,0.13962470729988855,0.04734488217614545,0.033863192073271174,0.017543435201328332,0.04087319784914361,0.027338089140221438,0.010974135366984905,0.01636395377323653,0.1707343452311126,0.04868112479704216,0.01295627581114208,0.032528637337634635,0.022042216371752674,0.03503539640302095,0.019490694510520105
110,ID,Pocatello,0.4565893925345215,0.1118805621544011,0.053263519125530914,0.04737277989255068,0.011244263136319516,0.1384384541830189,0.045868167411464315,0.035187410404430214,0.018662786701913903,0.03872008966521048,0.02875483909749105,0.011984914263215948,0.016769924834275102,0.17751553709961046,0.04893970393384547,0.013029899834275115,0.035460679302507514,0.022806824958948896,0.0370865301502585,0.02019189891977496
111,IL,Bloomington,0.4417315683099232,0.10609177916971492,0.05291717808888553,0.0433463084630845,0.009828292617744906,0.14164571663918352,0.046829249279659126,0.03437392294115372,0.01700984228570531,0.043432702132665375,0.031210690184984638,0.013106529618515252,0.018104160566469383,0.16278338231604014,0.05043998074702479,0.013385350420695313,0.02850044135347372,0.02130721992948791,0.03202789407840405,0.01712249578695438
112,IL,Champaign-Urbana,0.44679461257048936,0.1056400417195823,0.0534682549211759,0.0421403872712284,0.010031399527177987,0.14313434527168864,0.04797725652269026,0.032813872763097975,0.01853131533333208,0.04381190065256832,0.028828363899417425,0.01253125662549874,0.016297107273918685,0.16919186167980102,0.04801087815574385,0.014445993389078628,0.033105616209551166,0.023588564311182173,0.031895874936392836,0.018144934677852352
113,IL-IN-WI,Chicago-Naperville-Elgin,0.4427603500162035,0.1029001684234967,0.053448330121054204,0.04003984227567282,0.009411996026769679,0.14164422172062235,0.04656914684418946,0.034642329173257595,0.019561283575722198,0.04087146212745312,0.03286671978620767,0.01516254900321713,0.017704170782990542,0.16534924008587684,0.04167492900740127,0.01658943812765604,0.03393392946782331,0.024139167431095725,0.03040982712581705,0.01860194892608345
114,IL,Danville,0.4429842837671965,0.0982513296014179,0.04746720004636129,0.041508769424608,0.009275360130448612,0.14445061862596872,0.0452223565671441,0.030878640793645558,0.02039722101734618,0.0479524002478329,0.02333004477923457,0.0096508831243763,0.013679161654858269,0.17695229076057534,0.05056508232264925,0.014656834337205353,0.03853581952776893,0.025680943276613424,0.031362009383360714,0.0161516019129777
115,IL,Decatur,0.43098055129698426,0.0990801741671911,0.048774192162015804,0.04019183292486979,0.010114149080305515,0.13786855521676866,0.04407900706051333,0.031258464867928715,0.0186627360024106,0.043868347285916,0.027254199691409624,0.011704731759528098,0.015549467931881524,0.1667776222216149,0.0463132153173261,0.01516461937798595,0.032996077101510014,0.025052366569653817,0.0288935308819288,0.01835781297321025
116,IL,Kankakee,0.4307105598439024,0.09587152349131636,0.045576356634639575,0.0415147100284268,0.008780456828249985,0.13867417844868796,0.04345019760323491,0.02913725030881774,0.01933137148842009,0.04675535904821521,0.025615916516841676,0.010057753086455836,0.015558163430385838,0.17054894138705642,0.05061639349499456,0.014703039092404016,0.0348961061254328,0.024222251892120617,0.029422915223696618,0.016688235558407826
117,IL,Peoria,0.4431740369817765,0.09928655677827604,0.04963569399136106,0.040201807147416516,0.00944905563949845,0.14279831937470436,0.04654291570085108,0.03236159327620911,0.02010933913471518,0.043784471262928976,0.028327194263259706,0.012401822777805313,0.01592537148545439,0.17276196656553638,0.04609114497411042,0.01604223215799376,0.03527803122044644,0.025127730886606782,0.0321339395688321,0.01808888775754688
118,IL,Rockford,0.4524374274931698,0.08917650193139688,0.044191338400506985,0.036051132972319114,0.008934030558570777,0.15067920993596814,0.04664449441293834,0.030812223431162918,0.024229993975606292,0.04899249811626063,0.027100981840771598,0.011789117916526157,0.015311863924245437,0.1854807337850332,0.04698282564537992,0.020405188603809903,0.039151111360444406,0.03245040422451577,0.029139087963269063,0.017352115987614106
119,IL,Springfield,0.4383417128645408,0.11906508475576714,0.06380440217889033,0.04450422460638168,0.010756457970495148,0.1417020702129336,0.05209509230550341,0.038899340893794564,0.01614677734056249,0.03456085967307314,0.03263606851996967,0.014970876112146253,0.017665192407823417,0.14493848937587042,0.03933882257781368,0.011450027353727271,0.02352428408885644,0.017914040498262448,0.03287949350287789,0.019831821354332698
120,IN,Bloomington,0.4542872183031662,0.10139292740510313,0.048561748870837945,0.04209323872680003,0.010737939807465156,0.14763443328853462,0.04637438459548126,0.03293811403296966,0.0210959934348016,0.047225941225282134,0.026407178613495872,0.011272282875655164,0.01513489573784071,0.17885267899603258,0.05205415376161525,0.017171925111193292,0.032917208668619864,0.02710322571443484,0.03247155056889022,0.017134615171279118
121,IN,Columbus,0.4685253736220701,0.090404889258372,0.04575385118865676,0.03481452261060211,0.009836515459113128,0.160520612368177,0.05093088749611825,0.033849698550738695,0.026829114908411538,0.0489109114129085,0.02800056562264395,0.014213078555674084,0.013787487066969865,0.1895993063728772,0.04562679829063439,0.0246518741830786,0.040646522959282484,0.03501746507100156,0.0275149582055271,0.01614168766335303
122,IN,Elkhart-Goshen,0.472043535847341,0.075245056068518,0.03724586462933263,0.029685116693090294,0.008314074746095084,0.1640767729335912,0.044716068665484256,0.026383210802355585,0.032295902163877434,0.060681591301873915,0.023627380043045404,0.01134210582667042,0.012285274216374984,0.2090943268021864,0.04560696217430665,0.03127137417094633,0.046841074772285926,0.045629904657054486,0.02327832418449849,0.016466686843094498
123,IN-KY,Evansville,0.4627236546699478,0.09376028092690822,0.04573599734102933,0.03825479364047541,0.009769489945403477,0.15051913493291705,0.04735537273345417,0.03187992085640935,0.023994818751844324,0.0472890225912092,0.028686416189993326,0.013454409240047052,0.015232006949946275,0.1897578226201292,0.04765827853917951,0.021833332047959463,0.04052574777616569,0.03215961311832602,0.029494525952651906,0.018086325185846668
124,IN,Fort Wayne,0.4676947525015334,0.10257536582658093,0.05130966799120424,0.04135142467055564,0.009914273164821037,0.15101902430469533,0.04812179080127146,0.0348062967063084,0.022668688898003195,0.04542224789911226,0.030668355225738776,0.014228467402834328,0.01643988782290445,0.18343200714451832,0.04652896953942303,0.02001209476779599,0.03700739190787858,0.02865279715662204,0.032653835711690164,0.018576918061108515
125,IN,Indianapolis-Carmel-Anderson,0.4568558161531146,0.1054005546213552,0.05419972548922642,0.04135125266153149,0.0098495764705973,0.1460177950681127,0.048293086442295435,0.035416508495525,0.020141158967201648,0.0421670411630906,0.03162103850068988,0.014904107845291932,0.016716930655397946,0.1738164279629569,0.04432383057756307,0.017245408104469392,0.036405749203197314,0.024934177709552724,0.03189695537813174,0.01901030699004266
126,IN,Kokomo,0.4590272071318037,0.10334713320366694,0.04610433887028975,0.046535702132392415,0.010707092200984777,0.14731304060531344,0.04642133997178959,0.032737303005485906,0.02016133974260954,0.04799305788542841,0.02511361057250826,0.009607319141296304,0.015506291431211959,0.183253422750315,0.057562935689783636,0.013506667818472191,0.031551063527060996,0.025574590895456297,0.03757461406531518,0.017483550754226692
127,IN,Lafayette-West Lafayette,0.47264206669177705,0.1012644439778739,0.049564250940307364,0.041257655121325884,0.01044253791624066,0.15556318923463042,0.04849467508593477,0.03257902194342482,0.02291426143508757,0.051575230770183236,0.02729448327268949,0.012185031629383685,0.015109451643305804,0.1885199502065832,0.051942238948749525,0.01999093817872133,0.03707546361198461,0.030451804149684968,0.03208754076620831,0.016971964551234474
128,IN,Michigan City-La Porte,0.4680827123235566,0.09703158613113493,0.04513627529189903,0.04223640125594798,0.009658909583287916,0.15303205585899987,0.046945814535344216,0.031399248459220576,0.022678834324508082,0.05200815853992701,0.02476530943163776,0.010311392006317041,0.014453917425320716,0.19325376090178412,0.055793854295928674,0.01852359810816788,0.03969765029429299,0.030683450014100368,0.032044666972508844,0.016510541216785392
129,IN,Muncie,0.4615409468553334,0.1091273648351325,0.05142556020106141,0.046750836869122916,0.010950967764948171,0.14740471316783613,0.04971965949752728,0.03361730179817292,0.019365893897050943,0.04470185797508498,0.02743650022931381,0.011695929639338841,0.015740570589974967,0.177572368623051,0.055062619905373915,0.013952369413716857,0.0290051350189409,0.02395514765015144,0.03783002814006591,0.01776706849480198
130,IN-MI,South Bend-Mishawaka,0.4599865117198407,0.10641998557127452,0.05355638606023656,0.042678234840404346,0.010185364670633615,0.1474829865418197,0.04797272379193682,0.032764104703164536,0.020969306689464885,0.04577685135725347,0.030284002256402244,0.013033753584745851,0.01725024867165639,0.17579953735034426,0.047048429592722034,0.01741895314708375,0.03384822247828663,0.02676586246845608,0.032274026431555435,0.018444043232240328
131,IN,Terre Haute,0.4595641774645215,0.09737723154837226,0.04616064280716138,0.04133818615210083,0.009878402589110043,0.14925005259466795,0.047617580873363936,0.03105857086749665,0.022396807026320992,0.04817709382748635,0.02545979761614411,0.010816982989010838,0.014642814627133271,0.1874770957053372,0.05287466020038375,0.017201009237326224,0.03777026667296196,0.029565454931571793,0.032927778653147576,0.017137926009945882
132,KS,Lawrence,0.4673879923711733,0.11701551407852408,0.056696960645966514,0.04875176991252832,0.011566783520029256,0.1431361397468998,0.04843424067692035,0.03323788449679504,0.01813462990445406,0.04332938466873035,0.030736910413366257,0.012315115558897357,0.018421794854468904,0.1764994281323832,0.05524945866268021,0.011987093970248205,0.029736048219753487,0.021139524765944905,0.038237752270243744,0.020149550243512646
133,KS,Topeka,0.4539813325203555,0.11133991304567713,0.05772191235497241,0.042647849983299534,0.010970150707405186,0.1429055805190896,0.050593627351898166,0.03635895292243968,0.018045268847969392,0.03790773139678237,0.034432878116039116,0.01565994481791726,0.018772933298121863,0.16530296083954965,0.04176446073633622,0.013854623233901004,0.031216174822745312,0.020776628899723853,0.0358350783030616,0.021855994843781642
134,KS,Wichita,0.4650226211982497,0.1022206199600984,0.05154496962674307,0.04019734001995341,0.010478310313401915,0.14951604827145185,0.050242978436010007,0.0357088201420149,0.021747956683967232,0.04181629300945972,0.033580152995892135,0.015509093377732078,0.018071059618160055,0.17970579997080732,0.043328728499035934,0.020757279151566426,0.03553383364098997,0.027606758529530685,0.03274130169896215,0.019737898450722168
135,KY,Bowling Green,0.4663749779113022,0.10255209059871324,0.048127797587878635,0.04367949537235168,0.010744797638482918,0.15010232253262004,0.04815018450272534,0.032567014790915574,0.021005354904522367,0.04837976833445677,0.027591043708183063,0.011303757791027451,0.01628728591715561,0.18612952107178585,0.05146143424431536,0.017081388599042326,0.037103804169585024,0.028889438208129344,0.033089100050520424,0.018504355800193363
136,KY,Elizabethtown-Fort Knox,0.4469899426637439,0.09447699615751777,0.04215517446254046,0.04172948590863945,0.010592335786337882,0.1428608542144028,0.04322623851414519,0.029185729510578882,0.021194747154552038,0.0492541390351267,0.026090828635642063,0.01104936086332322,0.015041467772318844,0.1835612636561813,0.051655501886008114,0.01823152536582957,0.03415022338813595,0.029247756727563513,0.032440309014063175,0.01783594727458101
137,KY,Lexington-Fayette,0.4574356837583086,0.10247975943899787,0.05085749123071736,0.04093447946953136,0.010687788738749144,0.14660334158296906,0.0484722028049287,0.03456726290222205,0.02049408690795974,0.043069788967858534,0.03120370415001304,0.0143173765641596,0.016886327585853442,0.1771488785863286,0.04597045507134905,0.017560811271899915,0.03589967341295867,0.02567567973752456,0.032652140590109166,0.01939011850248724
138,KY-IN,Louisville/Jefferson County,0.4575282871139976,0.10078164308124103,0.05053538218651056,0.040131138812147985,0.010115122082582471,0.14800406197307214,0.04816426454956398,0.03399844728218515,0.021397775206805192,0.04444357493451783,0.03044080468827757,0.013991922808020352,0.016448881880257216,0.1783017773714068,0.04404278464204627,0.017896031616843448,0.03838258109208217,0.0273931639356846,0.03179159462163101,0.018795621463119267
139,KY,Owensboro,0.460011655723173,0.09709891088129866,0.04561881568030717,0.041007687763180936,0.01047240743781056,0.14893462605373445,0.048260759626736975,0.03177178319472505,0.02211917209496259,0.04678291113730985,0.026516617614332636,0.011435101325084334,0.0150815162892483,0.18746150117380736,0.04985533212884853,0.018212735958158217,0.03755105374270827,0.02967080935424182,0.033541142833062684,0.01863042715678786
