AREA,AREA_NAME,Employment,Automation Index,Race with the Machine,Race against the Machine,Race ahead of the Machine,Running a Different Race,Changing the Course of a Race,Lat,Long
36540,"Omaha-Council Bluffs, NE-IA",419720,49.15500102,16.61531007,15.97458383,2.49243381,11.38272006,2.689953237,41.290459,-95.99997
74950,"Manchester, NH",93310,49.28576177,17.38473633,15.30130183,2.51311305,11.1583253,2.928285252,42.911532,-71.723055
12100,"Atlantic City-Hammonton, NJ",102390,48.79973142,15.42300944,15.58280254,1.99791725,13.39626783,2.399734367,39.469355,-74.633759
36140,"Ocean City, NJ",30460,48.68371053,14.98129116,15.75441035,1.601751148,14.17938446,2.166873416,39.086141,-74.84771
45940,"Trenton, NJ",177680,49.28053983,17.4947365,15.15947071,3.247149731,10.31447152,3.064711371,40.282503,-74.703724
47220,"Vineland-Bridgeton, NJ",42460,49.00162604,14.59864265,17.22986012,1.885536222,12.89648559,2.391101461,39.328434,-75.121628
10740,"Albuquerque, NM",325010,49.01457861,16.93628539,15.24015266,2.275937925,11.91594536,2.646257279,35.123496,-106.458392
22140,"Farmington, NM",37820,48.80991224,14.89931041,17.09628682,1.705211449,12.91994075,2.189162809,36.511624,-108.324578
29740,"Las Cruces, NM",55020,48.82660516,16.26882601,15.31015599,2.22571919,12.57097124,2.450932737,32.349919,-106.834968
42140,"Santa Fe, NM",47440,48.97904769,17.5591172,14.41066276,2.592620371,11.82398012,2.592667236,35.51453,-105.963972
16180,"Carson City, NV",18490,49.46651763,17.61769809,15.05310248,2.349571839,11.32353618,3.122609039,39.15306,-119.747379
29820,"Las Vegas-Henderson-Paradise, NV",855540,48.90752658,15.06229686,16.44274164,1.819026345,13.13901048,2.444451261,36.214257,-115.013812
39900,"Reno, NV",193540,49.01484523,15.01473311,17.16951345,1.941120816,12.36751337,2.521964487,40.500795,-119.731161
10580,"Albany-Schenectady-Troy, NY",385830,49.13279088,17.27808166,15.12432236,2.805853536,11.11281951,2.811713819,42.78792,-73.942348
13780,"Binghamton, NY",78040,48.97253753,16.25098854,15.67619563,2.33647089,12.18661951,2.52226295,42.163928,-76.022943
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",473950,49.08065536,16.63984013,15.51377815,2.469972876,11.78718379,2.669880413,43.044371,-78.777335
21300,"Elmira, NY",25230,49.0106419,16.04056994,15.75460441,1.738330956,13.01852214,2.458614452,42.15528,-76.747179
24020,"Glens Falls, NY",39320,48.97556585,16.06505002,15.68688338,2.062271446,12.65170386,2.509657136,43.44045,-73.636757
27060,"Ithaca, NY",33390,48.7596428,17.3915553,13.9252996,2.664259763,12.19625255,2.582275592,42.453006,-76.473483
28740,"Kingston, NY",48120,48.96393162,16.37884181,15.27024076,2.070433489,12.70074909,2.543666462,41.947212,-74.265458
35620,"New York-Newark-Jersey City, NY-NJ-PA",8352920,48.99369004,16.68035543,15.37311812,2.757884088,11.48935044,2.692981949,40.898788,-73.90313
40380,"Rochester, NY",440330,49.04775946,16.90550032,15.2504863,2.655469826,11.5625856,2.673717419,43.148038,-77.523257
45060,"Syracuse, NY",259240,49.01540508,16.72912787,15.49413015,2.494765999,11.69510788,2.602273186,43.006516,-76.196134
46540,"Utica-Rome, NY",96660,49.11600176,16.54530966,15.60083145,2.458034158,11.82070255,2.691123941,43.33228,-75.173189
10420,"Akron, OH",275050,49.17748059,16.39266817,16.00978239,2.448445047,11.58656768,2.740017299,41.146639,-81.35011
15940,"Canton-Massillon, OH",137580,49.02975682,15.52506974,16.4207599,2.082175657,12.52653264,2.475218873,40.711072,-81.261474
17140,"Cincinnati, OH-KY-IN",921240,49.20140141,15.95805618,16.47774683,2.389747556,11.67133998,2.704510868,39.069458,-84.427153
17460,"Cleveland-Elyria, OH",882590,49.21940588,16.26615932,16.15614661,2.488053401,11.55136753,2.757679016,41.760392,-81.724217
18140,"Columbus, OH",885260,49.1967685,16.34550013,16.06406612,2.568796374,11.40514981,2.813256056,39.968562,-82.835911
19380,"Dayton, OH",307600,49.1175988,16.04041222,16.22785447,2.564887806,11.63365856,2.650785745,39.828854,-84.141813
30620,"Lima, OH",37200,49.00859714,14.76839113,17.20587696,1.821548639,12.80112572,2.411654689,40.771627,-84.106103
31900,"Mansfield, OH",37000,49.102726,15.10324264,17.1121346,1.854584691,12.59699511,2.435768957,40.774159,-82.542781
44220,"Springfield, OH",33830,49.11906077,15.36406606,16.8599954,2.013806924,12.34707714,2.534115237,39.917032,-83.783676
45780,"Toledo, OH",242800,49.03811513,15.28063646,16.75163421,2.175766741,12.31541272,2.514665011,41.544357,-83.690777
49660,"Youngstown-Warren-Boardman, OH-PA",182540,48.98083902,15.37819486,16.49240091,1.999448756,12.69326499,2.41752951,41.23646,-80.561784
30020,"Lawton, OK",31780,49.03221044,16.37323676,15.34482862,2.200463471,12.53756834,2.576113248,34.52911,-98.430917
36420,"Oklahoma City, OK",536170,49.17587723,16.74616177,15.83404091,2.546864757,11.32649997,2.722309831,35.430968,-97.506966
46140,"Tulsa, OK",379870,49.21007798,16.41018315,16.3214738,2.348115457,11.44612488,2.684180688,36.254429,-96.177329
13460,"Bend-Redmond, OR",66510,48.97005684,16.54723954,15.34358891,2.187146735,12.35668947,2.535392192,43.915118,-121.225575
18700,"Corvallis, OR",22880,48.93336628,17.15906,14.27524231,2.521891683,12.31009941,2.667072885,44.493882,-123.424664
21660,"Eugene, OR",126310,49.05272438,16.15132959,15.89391308,2.150926129,12.2920774,2.56447818,43.928329,-122.89769
32780,"Medford, OR",66730,49.00818648,15.80247611,15.98055356,2.027962019,12.67645295,2.520741838,42.411628,-122.675685
38900,"Portland-Vancouver-Hillsboro, OR-WA",1007150,49.08156186,16.38748596,15.97916313,2.628838364,11.43377427,2.652300129,45.60062,-122.484346
41420,"Salem, OR",140360,49.00283847,15.88054049,16.12897069,2.309246945,12.16734245,2.516737892,44.903385,-122.901757
10900,"Allentown-Bethlehem-Easton, PA-NJ",311010,49.04562131,15.2930111,16.8689857,2.13762699,12.15181971,2.594177808,40.789339,-75.398158
11020,"Altoona, PA",45240,49.02290145,15.97562317,16.02214926,1.926793603,12.53540318,2.562932232,40.497922,-78.310636
21500,"Erie, PA",99550,48.92224313,15.62956613,15.95656125,2.088278087,12.79154827,2.456289389,42.117952,-80.096386
25420,"Harrisburg-Carlisle, PA",276450,49.24716515,16.26830066,16.41608412,2.513856838,11.20354695,2.845376577,40.335915,-77.05049
27780,"Johnstown, PA",38930,48.88166294,16.5271368,15.29546611,2.298896384,12.26575151,2.494412132,40.510222,-78.710478
29540,"Lancaster, PA",209840,49.04673674,15.00907871,17.28922743,1.962796637,12.28351714,2.50211681,40.041992,-76.250198
30140,"Lebanon, PA",37030,49.00831217,14.14867212,18.05472408,1.645407131,12.76651796,2.392990881,40.371559,-76.46487
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2482620,49.13631188,16.64357811,15.65342181,2.688401048,11.35776237,2.793148543,39.894936,-75.311955
38300,"Pittsburgh, PA",991770,49.17645367,16.51982892,16.00576579,2.544239175,11.35281686,2.753802922,40.434338,-79.828061
39740,"Reading, PA",144730,49.08425686,15.2971981,17.12141729,2.071009233,12.0690454,2.525586841,40.413957,-75.92686
42540,"Scranton--Wilkes-Barre--Hazleton, PA",218050,49.05168239,15.29544828,17.03113545,1.985937364,12.23360191,2.505559389,41.322881,-75.898188
44300,"State College, PA",49960,49.15279277,16.96576607,15.3112608,2.216386828,11.88392888,2.7754502,40.909128,-77.847877
48700,"Williamsport, PA",38410,49.17737034,16.36171552,16.09091568,1.860382199,12.21254718,2.651809754,41.343882,-77.055262
49620,"York-Hanover, PA",151270,49.05532986,15.1432827,17.33410923,2.07066956,12.0118687,2.495399678,39.921751,-76.728889
77200,"Providence-Warwick, RI-MA",489790,49.0604761,16.33473793,15.78901179,2.464565174,11.86064412,2.611517083,41.706831,-71.286637
16700,"Charleston-North Charleston, SC",297630,49.03971573,16.40937782,15.93005924,2.366281064,11.71652278,2.617474824,33.021989,-80.012043
17900,"Columbia, SC",327110,49.20733237,16.86612916,15.82694066,2.412973549,11.37651882,2.724770172,34.077585,-81.037845
22500,"Florence, SC",69670,49.08369109,15.79993669,16.45238511,1.967414081,12.32712575,2.536829464,34.154902,-79.80759
24860,"Greenville-Anderson-Mauldin, SC",345930,49.10686512,15.85981452,16.60505196,2.21379953,11.8823913,2.545807815,34.683709,-82.413423
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",143320,48.65553953,15.31568055,15.80852458,1.671854264,13.79553663,2.063943501,33.969095,-78.612724
43900,"Spartanburg, SC",119960,49.05484416,15.21293291,17.29057283,2.077625117,12.06512993,2.408583376,34.83462,-81.842401
44940,"Sumter, SC",24330,49.08324784,15.8618775,16.17337929,1.756952171,12.83622334,2.454815537,33.91614,-80.382376
39660,"Rapid City, SD",54120,48.996609,15.85564904,16.14635032,1.989004076,12.5206785,2.484927067,44.195108,-102.916612
43620,"Sioux Falls, SD",129680,49.21005462,16.51188796,16.00772579,2.255536027,11.73431216,2.700592682,43.49542,-96.995339
16860,"Chattanooga, TN-GA",198510,49.13674843,15.9263857,16.44899281,2.181546307,11.96082703,2.618996585,35.049361,-85.361158
17300,"Clarksville, TN-KY",64400,48.98778621,16.16987857,15.71087359,1.903931884,12.69317382,2.509928338,36.749207,-87.558283
17420,"Cleveland, TN",26230,49.29019797,16.93633848,15.57371699,2.123582373,12.05795539,2.598604739,35.138117,-84.655079
27180,"Jackson, TN",46130,49.11973102,16.35163398,15.94213688,2.103574883,12.06175214,2.660633133,35.610937,-88.853902
27740,"Johnson City, TN",53840,49.18223035,16.92784577,15.17341956,2.108115624,12.18342298,2.789426424,36.265822,-82.332693
28700,"Kingsport-Bristol-Bristol, TN-VA",91020,49.12346354,15.70442557,16.60136862,2.094662831,12.1970001,2.526006421,36.604161,-82.440145
28940,"Knoxville, TN",323360,49.16102813,16.25626869,16.14372508,2.318239728,11.74918674,2.69360789,36.044462,-84.136114
32820,"Memphis, TN-MS-AR",525650,49.01655491,14.98715107,17.35161963,2.080723554,12.06903967,2.528020994,35.008557,-89.821816
34100,"Morristown, TN",30810,49.18057389,14.8835136,17.57855716,1.6505817,12.60006964,2.46785179,36.115484,-83.376546
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",811790,49.19363929,16.31570447,16.28737713,2.389722703,11.46729225,2.733542742,36.091577,-86.72298
10180,"Abilene, TX",46940,49.09859264,16.50517264,15.6294444,1.98081549,12.33514981,2.648010305,32.452022,-99.718743
11100,"Amarillo, TX",89310,49.06374001,16.24207418,15.89957337,2.054918879,12.26246809,2.604705484,35.247897,-101.908638
12420,"Austin-Round Rock, TX",884660,49.3070743,17.69267464,14.97256089,2.803484261,10.89878324,2.939571273,30.239513,-97.69127
13140,"Beaumont-Port Arthur, TX",131480,49.03696001,15.37267479,16.96480907,2.026132521,12.26837298,2.404970646,30.347833,-94.120371
15180,"Brownsville-Harlingen, TX",116640,48.64989049,15.54618504,14.99570753,1.852059706,13.92028483,2.33565339,26.102923,-97.478958
17780,"College Station-Bryan, TX",87240,49.11994659,17.22226117,15.28971362,2.644864333,11.33477812,2.628329355,30.754392,-96.488537
18580,"Corpus Christi, TX",154580,48.98949128,15.65752891,16.52843412,1.996656236,12.39903963,2.407832385,27.898931,-97.401236
19100,"Dallas-Fort Worth-Arlington, TX",3117800,49.28983544,16.65658844,16.0846092,2.432539306,11.25493245,2.861166039,32.822558,-97.025131
21340,"El Paso, TX",257530,49.07275703,16.33260873,15.81557945,2.013680342,12.26593672,2.644951797,31.527394,-105.521333
26420,"Houston-The Woodlands-Sugar Land, TX",2608430,49.17060629,16.16879698,16.4336253,2.431509768,11.45639566,2.680278584,29.749593,-95.353642
28660,"Killeen-Temple, TX",106760,49.03844413,16.58574673,15.40438229,2.357443968,12.04760645,2.643264697,31.20273,-97.789638
29700,"Laredo, TX",83010,49.06038207,15.77481257,16.11008715,1.838227832,12.61058216,2.726672348,27.760799,-99.340752
30980,"Longview, TX",71680,49.17181823,15.75355661,17.00208399,2.016608346,11.88676193,2.512807347,32.364601,-94.819897
31180,"Lubbock, TX",115320,49.11852201,16.51424557,15.54915278,2.115778942,12.26145245,2.677892269,33.470327,-101.648825
32580,"McAllen-Edinburg-Mission, TX",214880,48.39824408,14.77738111,15.59663671,1.967102175,13.98794199,2.06918209,26.396384,-98.18099
33260,"Midland, TX",80960,49.2659541,15.39916478,17.96684312,1.984496567,11.46410046,2.451349174,32.092359,-101.994539
36220,"Odessa, TX",59590,49.1546251,14.76150556,18.35443971,1.575461365,12.14115241,2.322066049,31.865301,-102.542507
41660,"San Angelo, TX",32850,49.06030108,16.83623409,14.92665648,1.984056966,12.69002897,2.623324578,31.36531,-100.659418
41700,"San Antonio-New Braunfels, TX",860850,49.19649704,16.62023985,15.71847532,2.292512724,11.7894439,2.775825242,29.43306,-98.606973
43300,"Sherman-Denison, TX",32650,49.03961409,16.28869566,15.42098193,1.935272241,12.80235808,2.592306176,33.624524,-96.675693
45500,"Texarkana, TX-AR",42150,49.03542404,15.68041193,16.52393641,1.945395854,12.42023434,2.465445499,33.47837,-94.207169
46340,"Tyler, TX",78990,49.11406396,16.35762839,15.75320601,2.141520984,12.18745746,2.674251123,32.375105,-95.268939
47020,"Victoria, TX",27900,49.18454039,16.63502031,15.84145895,1.920427226,12.09270601,2.694927895,28.731455,-97.196993
47380,"Waco, TX",87800,49.20083833,16.31609867,16.25367689,2.138385605,11.81617654,2.676500629,31.427226,-97.093473
48660,"Wichita Falls, TX",41990,49.0136366,16.67518896,14.9759364,2.036520859,12.70260686,2.623383524,33.776144,-98.501907
30860,"Logan, UT-ID",45320,49.1227926,16.52752306,15.59860559,2.272448766,12.09216657,2.632048602,41.883617,-111.784324
36260,"Ogden-Clearfield, UT",213730,49.13012561,15.97250615,16.560215,2.273343196,11.73925071,2.584810553,41.300466,-113.126808
39340,"Provo-Orem, UT",203230,49.13869478,17.44823033,14.98614828,2.632840953,11.31073505,2.760740158,39.872067,-112.359059
41100,"St. George, UT",48800,48.9388914,16.13349181,15.83780906,1.871414293,12.71762246,2.378553774,37.262531,-113.4878
41620,"Salt Lake City, UT",612560,49.31403763,17.60651045,15.32143012,2.67492433,10.75008502,2.961087704,40.572887,-112.953253
13980,"Blacksburg-Christiansburg-Radford, VA",48590,48.97114889,15.75221675,15.97840079,2.14554971,12.60647841,2.488503244,37.121364,-80.531517
16820,"Charlottesville, VA",85030,49.02824352,16.48584579,15.41029932,2.687594262,11.78908971,2.65541444,37.85459,-78.578282
25500,"Harrisonburg, VA",50160,48.90383175,14.76426435,17.09503912,2.121855927,12.55826378,2.364408577,38.507585,-78.885321
31340,"Lynchburg, VA",76810,49.1518148,15.86433221,16.41614673,2.144212388,12.15864978,2.56847369,37.364926,-79.216689
40060,"Richmond, VA",545030,49.15750191,16.40265966,16.14739636,2.616415768,11.2798216,2.711208521,37.460057,-77.473869
40220,"Roanoke, VA",124060,49.17206519,15.77854473,16.72916004,2.127921805,11.88155106,2.654887548,37.286226,-79.946935
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",641070,49.02602794,16.06246045,16.1707214,2.38703805,11.86771639,2.538091646,36.856081,-76.373791
49020,"Winchester, VA-WV",40790,49.10459646,15.39401016,16.69042435,1.771217059,12.6353795,2.613565386,39.272974,-78.471828
72400,"Burlington-South Burlington, VT",97110,49.13259617,16.96066964,15.48849909,2.790216023,11.16820802,2.725003399,44.689117,-73.041171
13380,"Bellingham, WA",69520,48.95497801,16.15023088,15.81486645,2.204277601,12.33121122,2.45439187,48.842653,-121.836432
14740,"Bremerton-Silverdale, WA",67490,48.89295949,15.74886299,16.16983026,2.258858042,12.33662929,2.37877891,47.639687,-122.649636
28420,"Kennewick-Richland, WA",91040,48.90309051,15.39857159,16.69206567,2.13250028,12.28912503,2.390827936,46.363964,-119.254046
31020,"Longview, WA",27230,48.95585267,14.7867896,17.4071638,1.711716174,12.80188841,2.24829469,46.196785,-122.67846
34580,"Mount Vernon-Anacortes, WA",37410,48.943498,15.58689068,16.3525935,1.956018544,12.66779503,2.380200243,48.493292,-121.81577
36500,"Olympia-Tumwater, WA",89710,49.17770667,17.79979494,14.72565218,2.758497963,11.08300393,2.810757658,46.935822,-122.830152
42660,"Seattle-Tacoma-Bellevue, WA",1681410,49.13993705,16.56921157,15.85992682,2.854454723,11.11713641,2.739207528,47.490599,-121.833996
44060,"Spokane-Spokane Valley, WA",197430,49.05117869,16.12708832,15.89438711,2.145625958,12.29752294,2.586554362,48.189041,-117.573219
48300,"Wenatchee, WA",36900,48.7020016,14.05384543,17.39905138,1.668244415,13.49949559,2.081364792,47.76611,-120.270197
49420,"Yakima, WA",74530,48.90296537,14.18126078,17.59053057,1.810983153,13.10586142,2.214329442,46.456558,-120.740145
11540,"Appleton, WI",99440,49.19138342,15.89273327,16.86740222,2.038299943,11.81758516,2.575362825,44.290603,-88.372326
20740,"Eau Claire, WI",64690,49.12570824,16.38865852,15.99225556,2.087038325,12.07317571,2.584580123,44.938672,-91.284322
22540,"Fond du Lac, WI",29820,49.18397437,15.10079164,17.44081744,1.805553966,12.35038784,2.486423491,43.754722,-88.493284
24580,"Green Bay, WI",145540,49.24428558,15.82278779,16.87003628,2.136772432,11.71303363,2.701655454,44.474024,-87.99613
27500,"Janesville-Beloit, WI",50100,49.07663796,15.88399026,16.43836377,1.903878206,12.37051264,2.479893087,42.66988,-89.075284
29100,"La Crosse-Onalaska, WI-MN",57190,49.12197607,16.29758978,15.8782126,2.060966731,12.2157788,2.669428151,43.783246,-91.318743
31540,"Madison, WI",322130,49.25584403,16.97680544,15.63654391,2.848027331,10.88990848,2.904558875,43.084294,-89.59718
33340,"Milwaukee-Waukesha-West Allis, WI",714950,49.10996377,16.18224281,16.12756893,2.392549487,11.79012132,2.617481224,43.01766,-87.481554
36780,"Oshkosh-Neenah, WI",69390,49.29758676,16.05528898,16.75986475,2.094990009,11.69896807,2.688474941,44.085707,-88.668149
39540,"Racine, WI",60970,49.06279657,14.63328405,17.58788293,1.802074556,12.66395744,2.375597597,42.754122,-87.420877
43100,"Sheboygan, WI",46830,49.17069227,14.53400645,17.86500526,1.84402655,12.55461486,2.373039153,43.741232,-87.731516
48140,"Wausau, WI",54730,49.33754124,15.24489775,17.63779507,1.957602377,11.85913136,2.638114684,44.898036,-89.757823
16620,"Charleston, WV",87570,49.50257651,17.10676935,16.06509655,2.20797595,11.10573143,3.017003231,38.283213,-81.492557
26580,"Huntington-Ashland, WV-KY-OH",104960,49.03779332,15.80704984,16.31278945,1.9392876,12.48514913,2.493517291,38.373691,-82.385193
34060,"Morgantown, WV",44750,49.18334513,16.05026131,16.17095844,2.178120475,12.12965175,2.654353151,39.525155,-79.801912
37620,"Parkersburg-Vienna, WV",25740,49.29217671,16.7516251,15.7475019,1.817547995,12.2565982,2.718903511,39.141531,-81.460402
48260,"Weirton-Steubenville, WV-OH",24240,49.16508327,15.49642778,16.69477738,1.842640917,12.54749649,2.583740705,40.388914,-80.701966
48540,"Wheeling, WV-OH",47710,49.06378748,15.89736125,16.26404337,1.996233095,12.35830132,2.547848448,39.975509,-80.847011
16220,"Casper, WY",27410,49.16974399,15.6683243,16.97049294,1.774948573,12.25649223,2.499485955,42.977645,-106.768219
16940,"Cheyenne, WY",32990,49.16407577,16.27900699,16.12614814,2.335989022,11.69836544,2.724566174,41.29283,-104.660395
