AREA,AREA_NAME,Employment,Automation Index,Race with the Machine,Race against the Machine,Race ahead of the Machine,Running a Different Race,Changing the Course of a Race,Lat,Long
39580,"Raleigh, NC",538880,0.451856949,1.877104685,-1.466291299,-0.003816606,0.162256446,-0.117396277,35.756746,-78.460441
40580,"Rocky Mount, NC",40320,0.564006491,1.461400113,-0.985131904,-0.126959899,0.335783483,-0.121085302,35.941045,-77.798549
48900,"Wilmington, NC",103770,0.624865419,2.69736128,-1.981842727,0.142420699,-0.246462092,0.013388257,34.426033,-77.889634
49180,"Winston-Salem, NC",214280,0.435060502,1.544953141,-1.146306154,-0.072923029,0.343635165,-0.234298621,36.078852,-80.345064
13900,"Bismarck, ND",53990,0.252552342,1.971831624,-1.652703724,0.174947827,0.165869651,-0.407393035,46.726594,-100.996096
22020,"Fargo, ND-MN",112010,0.23543323,2.2210539,-2.056970604,0.311168984,0.058692351,-0.298511401,46.914859,-96.960183
24220,"Grand Forks, ND-MN",36130,0.275156822,2.150175346,-1.926987501,0.164689748,0.233821304,-0.346542075,47.835929,-96.842681
30700,"Lincoln, NE",147080,0.163980821,1.994855542,-1.865381884,0.254732825,0.150136086,-0.370361748,40.817458,-96.868743
36540,"Omaha-Council Bluffs, NE-IA",419720,0.256210847,2.33492105,-2.130284299,0.134135357,0.223863609,-0.306424869,41.290459,-95.99997
74950,"Manchester, NH",93310,0.373465704,2.097911191,-1.569963872,-0.030968952,0.096822712,-0.220335375,42.911532,-71.723055
12100,"Atlantic City-Hammonton, NJ",102390,0.482275889,2.522230674,-1.894959919,0.156365078,-0.189053964,-0.112305981,39.469355,-74.633759
36140,"Ocean City, NJ",30460,0.321679587,1.78359449,-1.544776477,-0.186969814,0.726695304,-0.456863916,39.086141,-74.84771
45940,"Trenton, NJ",177680,-0.036304426,1.115951262,-1.264562937,0.15431959,0.502269904,-0.544282246,40.282503,-74.703724
47220,"Vineland-Bridgeton, NJ",42460,0.367751784,1.666361509,-1.771101273,0.04963903,0.668871,-0.246018482,39.328434,-75.121628
10740,"Albuquerque, NM",325010,0.35833239,2.375977157,-1.914094688,-0.073629146,0.221979735,-0.251900669,35.123496,-106.458392
22140,"Farmington, NM",37820,0.505354932,1.797327785,-1.613942783,-0.095709711,0.724061978,-0.306382337,36.511624,-108.324578
29740,"Las Cruces, NM",55020,0.42146187,2.063346813,-1.647008963,-0.031055952,0.304274086,-0.268094113,32.349919,-106.834968
42140,"Santa Fe, NM",47440,0.364884218,2.193444432,-1.476098298,0.161165284,-0.293137005,-0.220490195,35.51453,-105.963972
16180,"Carson City, NV",18490,-0.037304235,2.254050322,-2.467198183,0.14160327,0.578286802,-0.544046445,39.15306,-119.747379
29820,"Las Vegas-Henderson-Paradise, NV",855540,0.475102187,2.223487228,-1.916016484,0.107536607,0.182466243,-0.122371407,36.214257,-115.013812
39900,"Reno, NV",193540,0.298013643,1.552463396,-1.41232904,0.058579428,0.41020832,-0.310908461,40.500795,-119.731161
10580,"Albany-Schenectady-Troy, NY",385830,0.094880773,1.80151345,-1.772462092,0.079093051,0.498745231,-0.512008867,42.78792,-73.942348
13780,"Binghamton, NY",78040,0.095906532,1.758435035,-1.913037956,0.034084868,0.739607878,-0.523183293,42.163928,-76.022943
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",473950,0.200514267,1.991248098,-1.893238023,0.113871496,0.390366792,-0.401734096,43.044371,-78.777335
21300,"Elmira, NY",25230,0.363450161,2.109969833,-2.114455077,-0.343638181,0.990639163,-0.279065576,42.15528,-76.747179
24020,"Glens Falls, NY",39320,0.430406016,2.39356522,-1.925820817,-0.022520926,0.240620278,-0.255437738,43.44045,-73.636757
27060,"Ithaca, NY",33390,-0.210182055,1.714731987,-2.078570813,-0.054825078,1.050624304,-0.842142456,42.453006,-76.473483
28740,"Kingston, NY",48120,0.435748022,2.090031439,-1.627614759,-0.146784983,0.468235254,-0.348118928,41.947212,-74.265458
35620,"New York-Newark-Jersey City, NY-NJ-PA",8352920,0.089077901,1.271348897,-1.437761255,0.047438779,0.706802016,-0.498750536,40.898788,-73.90313
40380,"Rochester, NY",440330,0.295788163,2.12688821,-1.870556176,0.043732615,0.285489119,-0.289765605,43.148038,-77.523257
45060,"Syracuse, NY",259240,0.192784112,2.151617584,-2.085075531,0.118814422,0.429433677,-0.42200604,43.006516,-76.196134
46540,"Utica-Rome, NY",96660,0.245736635,1.950167768,-1.768398745,0.094358216,0.409978344,-0.440368947,43.33228,-75.173189
10420,"Akron, OH",275050,0.344297735,2.114787947,-1.929770856,0.166107406,0.155329626,-0.162156388,41.146639,-81.35011
15940,"Canton-Massillon, OH",137580,0.359413263,2.186798765,-2.035746821,0.116157799,0.315585381,-0.223381862,40.711072,-81.261474
17140,"Cincinnati, OH-KY-IN",921240,0.401891091,1.691474806,-1.460865063,0.004831703,0.358476517,-0.192026872,39.069458,-84.427153
17460,"Cleveland-Elyria, OH",882590,0.328778305,1.999628671,-1.772712641,0.166822595,0.18108858,-0.246048901,41.760392,-81.724217
18140,"Columbus, OH",885260,0.279726894,1.765948454,-1.678210491,0.056084021,0.373081841,-0.237176932,39.968562,-82.835911
19380,"Dayton, OH",307600,0.29999709,1.708382211,-1.467250705,0.077275302,0.219531212,-0.23794093,39.828854,-84.141813
30620,"Lima, OH",37200,0.457842949,1.746926254,-1.34620593,0.053729637,0.23914072,-0.235747732,40.771627,-84.106103
31900,"Mansfield, OH",37000,0.568718608,1.963073436,-1.186058069,-0.066616201,-0.010621329,-0.131059229,40.774159,-82.542781
44220,"Springfield, OH",33830,0.573471908,2.411382926,-1.612737664,0.199033576,-0.326348637,-0.097858294,39.917032,-83.783676
45780,"Toledo, OH",242800,0.460193054,1.911729429,-1.645427979,0.094982732,0.22335632,-0.124447449,41.544357,-83.690777
49660,"Youngstown-Warren-Boardman, OH-PA",182540,0.397112669,2.087808233,-1.882292417,0.092013647,0.317545669,-0.217962463,41.23646,-80.561784
30020,"Lawton, OK",31780,0.159132259,2.28718426,-1.93545531,0.237353731,0.113763947,-0.543714369,34.52911,-98.430917
36420,"Oklahoma City, OK",536170,0.184342018,1.854797759,-1.663876393,0.160784982,0.261631273,-0.428995604,35.430968,-97.506966
46140,"Tulsa, OK",379870,0.2649011,1.933115885,-1.592719918,-0.009861443,0.309424281,-0.375057706,36.254429,-96.177329
13460,"Bend-Redmond, OR",66510,0.333369317,2.417931697,-1.893173285,0.204674256,-0.124536367,-0.271526985,43.915118,-121.225575
18700,"Corvallis, OR",22880,0.225445996,2.32629246,-2.014052104,0.251023986,-0.054146569,-0.283671777,44.493882,-123.424664
21660,"Eugene, OR",126310,0.382558047,2.234699296,-1.890685684,0.080836498,0.17290539,-0.215197453,43.928329,-122.89769
32780,"Medford, OR",66730,0.235032929,1.706855302,-1.771691256,0.094554206,0.557525894,-0.352211217,42.411628,-122.675685
38900,"Portland-Vancouver-Hillsboro, OR-WA",1007150,0.246653126,1.615359751,-1.497697562,0.19020992,0.235643479,-0.296862461,45.60062,-122.484346
41420,"Salem, OR",140360,0.190427696,1.616637094,-1.630843738,0.110323356,0.496267371,-0.401956386,44.903385,-122.901757
10900,"Allentown-Bethlehem-Easton, PA-NJ",311010,0.205091362,1.130376881,-1.234642019,-0.039354342,0.673945213,-0.325234372,40.789339,-75.398158
11020,"Altoona, PA",45240,0.306627948,2.344099782,-2.20728841,0.09009188,0.327227438,-0.247502741,40.497922,-78.310636
21500,"Erie, PA",99550,0.218713223,1.653700137,-1.688567626,0.028281644,0.495323173,-0.270024106,42.117952,-80.096386
25420,"Harrisburg-Carlisle, PA",276450,0.188844167,1.609378462,-1.53071033,0.053502773,0.389295094,-0.332621831,40.335915,-77.05049
27780,"Johnstown, PA",38930,0.025251146,2.44695583,-2.781934478,0.319414536,0.553771738,-0.51295648,40.510222,-78.710478
29540,"Lancaster, PA",209840,0.355170675,1.688045582,-1.590301859,0.042309058,0.391430482,-0.176312588,40.041992,-76.250198
30140,"Lebanon, PA",37030,0.36382767,1.322305907,-1.30898434,-0.116863408,0.789492502,-0.322122991,40.371559,-76.46487
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2482620,0.159850626,1.543731379,-1.586957016,0.122003809,0.460055835,-0.378983381,39.894936,-75.311955
38300,"Pittsburgh, PA",991770,0.279977852,1.990002567,-1.715652322,0.204815676,0.062204456,-0.261392524,40.434338,-79.828061
39740,"Reading, PA",144730,0.362456628,1.757521457,-1.539788525,0.055237468,0.283714856,-0.194228628,40.413957,-75.92686
42540,"Scranton--Wilkes-Barre--Hazleton, PA",218050,0.280599025,1.588749461,-1.43804612,-0.055786464,0.531844891,-0.346162744,41.322881,-75.898188
44300,"State College, PA",49960,0.776176997,3.065519551,-1.795182668,0.005237568,-0.648148355,0.148750901,40.909128,-77.847877
48700,"Williamsport, PA",38410,0.344084108,2.734578649,-2.434462858,-0.035047542,0.344448448,-0.265432589,41.343882,-77.055262
49620,"York-Hanover, PA",151270,0.380033161,2.067736671,-1.87830728,0.198305895,0.091168582,-0.098870706,39.921751,-76.728889
77200,"Providence-Warwick, RI-MA",489790,0.37883995,1.878642356,-1.378210032,0.140183069,-0.015718697,-0.246056747,41.706831,-71.286637
16700,"Charleston-North Charleston, SC",297630,0.337815931,2.278462901,-1.824520592,0.144240751,-0.059702551,-0.200664578,33.021989,-80.012043
17900,"Columbia, SC",327110,0.244787936,2.050349703,-1.83110805,-0.036798114,0.418001289,-0.355656892,34.077585,-81.037845
22500,"Florence, SC",69670,0.414547658,2.311644251,-1.855226109,-0.057377545,0.167506946,-0.151999885,34.154902,-79.80759
24860,"Greenville-Anderson-Mauldin, SC",345930,0.217016512,1.337263745,-1.472571098,-0.11718725,0.800137403,-0.330626286,34.683709,-82.413423
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",143320,0.429012189,2.679735301,-1.808120659,0.116203961,-0.32825839,-0.230548024,33.969095,-78.612724
43900,"Spartanburg, SC",119960,0.268722354,1.857475067,-1.67630318,-0.000255602,0.408551304,-0.320745235,34.83462,-81.842401
44940,"Sumter, SC",24330,0.442480305,2.99707615,-2.752541525,0.028323148,0.283956768,-0.114334236,33.91614,-80.382376
39660,"Rapid City, SD",54120,0.447032049,2.108945054,-1.629003608,0.043935759,0.176205667,-0.253050822,44.195108,-102.916612
43620,"Sioux Falls, SD",129680,0.223159435,1.90495035,-1.827003457,0.027161953,0.570299058,-0.452248469,43.49542,-96.995339
16860,"Chattanooga, TN-GA",198510,0.212370212,1.874964319,-1.999996209,0.095378451,0.553845204,-0.311821553,35.049361,-85.361158
17300,"Clarksville, TN-KY",64400,0.3065228,2.40297064,-2.280669657,-0.145914872,0.556213687,-0.226076998,36.749207,-87.558283
17420,"Cleveland, TN",26230,0.552951342,3.476460743,-2.737957478,0.262506035,-0.37028177,-0.077776189,35.138117,-84.655079
27180,"Jackson, TN",46130,0.474474993,2.74890903,-2.176204998,0.189687487,-0.26102469,-0.026891835,35.610937,-88.853902
27740,"Johnson City, TN",53840,0.531342715,2.972847143,-2.623453497,0.139292344,-0.014493575,0.057150299,36.265822,-82.332693
28700,"Kingsport-Bristol-Bristol, TN-VA",91020,0.390704801,2.118823745,-1.901559444,0.162396041,0.23415174,-0.223107282,36.604161,-82.440145
28940,"Knoxville, TN",323360,0.423510767,2.060527944,-1.803920074,0.151670837,0.143844979,-0.128612918,36.044462,-84.136114
32820,"Memphis, TN-MS-AR",525650,0.399821893,1.657640735,-1.341034621,0.032617744,0.216754498,-0.166156462,35.008557,-89.821816
34100,"Morristown, TN",30810,0.468644117,2.596730181,-2.477368783,-0.008562745,0.409263308,-0.051417844,36.115484,-83.376546
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",811790,0.384844753,1.848893216,-1.531732717,0.139265638,0.077440183,-0.149021568,36.091577,-86.72298
10180,"Abilene, TX",46940,0.403139348,2.321541253,-1.860650827,-0.003496884,0.21840867,-0.272662864,32.452022,-99.718743
11100,"Amarillo, TX",89310,0.164555727,1.934016803,-1.881425172,0.052399618,0.477170792,-0.417606313,35.247897,-101.908638
12420,"Austin-Round Rock, TX",884660,0.33032861,1.586218957,-1.369337786,-0.226359076,0.538983477,-0.199176963,30.239513,-97.69127
13140,"Beaumont-Port Arthur, TX",131480,0.473831894,1.885674291,-1.388695886,0.031232057,0.193322019,-0.247700586,30.347833,-94.120371
15180,"Brownsville-Harlingen, TX",116640,0.507592215,1.537140064,-1.809262701,-0.089478385,1.022278674,-0.153085437,26.102923,-97.478958
17780,"College Station-Bryan, TX",87240,0.181927958,2.372272729,-1.942853066,0.460297597,-0.251448558,-0.456340743,30.754392,-96.488537
18580,"Corpus Christi, TX",154580,0.374279253,1.821713879,-1.362452966,-0.002791096,0.260633599,-0.342824164,27.898931,-97.401236
19100,"Dallas-Fort Worth-Arlington, TX",3117800,0.314395797,1.640099319,-1.454580051,-0.108289337,0.458153972,-0.220988107,32.822558,-97.025131
21340,"El Paso, TX",257530,0.531073417,2.111554107,-1.850307659,-0.145749096,0.47075807,-0.055182005,31.527394,-105.521333
26420,"Houston-The Woodlands-Sugar Land, TX",2608430,0.337198161,1.61924469,-1.464276727,-0.007353035,0.423179073,-0.233595841,29.749593,-95.353642
28660,"Killeen-Temple, TX",106760,0.555786399,2.551560621,-1.929712654,0.155130126,-0.205936479,-0.015255214,31.20273,-97.789638
29700,"Laredo, TX",83010,0.472421684,2.221482887,-2.273476058,0.12956237,0.461916873,-0.067064389,27.760799,-99.340752
30980,"Longview, TX",71680,0.472917523,2.151290348,-1.580611228,0.096096427,-0.018471177,-0.175386848,32.364601,-94.819897
31180,"Lubbock, TX",115320,0.554859606,1.675398408,-1.214166417,-0.060027585,0.266768215,-0.113113015,33.470327,-101.648825
32580,"McAllen-Edinburg-Mission, TX",214880,0.270190509,0.597451525,-1.281451013,-0.019222883,1.396415744,-0.423002863,26.396384,-98.18099
33260,"Midland, TX",80960,0.178591921,1.009018477,-0.548576994,-0.0459235,0.396949017,-0.632875078,32.092359,-101.994539
36220,"Odessa, TX",59590,0.312349142,1.174184092,-0.880319413,-0.08145347,0.5468924,-0.446954467,31.865301,-102.542507
41660,"San Angelo, TX",32850,0.542261573,2.844648839,-2.396097671,-0.040077781,0.158375094,-0.024586909,31.36531,-100.659418
41700,"San Antonio-New Braunfels, TX",860850,0.500491238,1.905219442,-1.461474226,-0.040531931,0.210508484,-0.113230532,29.43306,-98.606973
43300,"Sherman-Denison, TX",32650,0.337887831,2.420955217,-2.222834722,0.029274854,0.318140186,-0.207647704,33.624524,-96.675693
45500,"Texarkana, TX-AR",42150,0.477313782,2.678792903,-2.031675096,0.197884929,-0.104798805,-0.26289015,33.47837,-94.207169
46340,"Tyler, TX",78990,0.417404374,2.332069791,-1.973240748,0.10164537,0.147145118,-0.190215157,32.375105,-95.268939
47020,"Victoria, TX",27900,0.480942995,3.201258352,-2.553851623,0.049097029,-0.08199601,-0.133564753,28.731455,-97.196993
47380,"Waco, TX",87800,0.467806504,2.225069149,-1.700495733,0.055110515,0.026660844,-0.138538271,31.427226,-97.093473
48660,"Wichita Falls, TX",41990,0.367814844,3.034329076,-3.191464097,0.118418069,0.577396462,-0.170864666,33.776144,-98.501907
30860,"Logan, UT-ID",45320,0.2894228,2.278428726,-2.298968945,0.239852191,0.223279392,-0.153168563,41.883617,-111.784324
36260,"Ogden-Clearfield, UT",213730,0.401963878,2.049642799,-1.517606275,0.086804884,-0.027008358,-0.189869172,41.300466,-113.126808
39340,"Provo-Orem, UT",203230,0.397390106,3.151167774,-2.761764688,0.348729479,-0.3191766,-0.021565858,39.872067,-112.359059
41100,"St. George, UT",48800,0.354463649,2.764678126,-2.308766472,0.238301809,-0.04276012,-0.296989694,37.262531,-113.4878
41620,"Salt Lake City, UT",612560,0.23546412,2.409022959,-2.254422492,0.209619062,0.083256032,-0.212011441,40.572887,-112.953253
13980,"Blacksburg-Christiansburg-Radford, VA",48590,0.222277692,1.925237898,-1.659138999,-0.041914419,0.268642206,-0.270548993,37.121364,-80.531517
16820,"Charlottesville, VA",85030,0.129645609,1.578660735,-1.625042829,0.234143092,0.3499294,-0.408044788,37.85459,-78.578282
25500,"Harrisonburg, VA",50160,0.064644804,2.191983177,-2.511794573,0.603500387,0.053187491,-0.272231677,38.507585,-78.885321
31340,"Lynchburg, VA",76810,0.450799159,2.271906245,-2.069705128,0.152634405,0.2132426,-0.117278963,37.364926,-79.216689
40060,"Richmond, VA",545030,0.229018031,1.879308187,-1.721077136,0.203405922,0.167305544,-0.299924486,37.460057,-77.473869
40220,"Roanoke, VA",124060,0.322372301,2.063638021,-1.830702104,0.154912419,0.155600572,-0.221076608,37.286226,-79.946935
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",641070,0.238153879,1.996650336,-1.845594079,0.128682196,0.242008195,-0.283592768,36.856081,-76.373791
49020,"Winchester, VA-WV",40790,0.369802622,2.283050226,-2.278116002,0.086457368,0.360249553,-0.081838523,39.272974,-78.471828
72400,"Burlington-South Burlington, VT",97110,0.315718835,1.77286027,-1.386851783,0.190656618,0.090124841,-0.351071112,44.689117,-73.041171
13380,"Bellingham, WA",69520,0.36715387,2.562058426,-1.849512757,0.305019523,-0.263802892,-0.386608431,48.842653,-121.836432
14740,"Bremerton-Silverdale, WA",67490,0.283247013,1.872595292,-1.286369893,0.101951294,0.04010306,-0.44503274,47.639687,-122.649636
28420,"Kennewick-Richland, WA",91040,0.179355065,1.675726396,-1.625940795,-0.133261279,0.703554325,-0.440723582,46.363964,-119.254046
31020,"Longview, WA",27230,0.338562886,1.637531099,-1.007373643,-0.032848653,0.198487381,-0.457233298,46.196785,-122.67846
34580,"Mount Vernon-Anacortes, WA",37410,0.337191577,2.286301312,-1.661202075,0.129280723,-0.014891277,-0.402297106,48.493292,-121.81577
36500,"Olympia-Tumwater, WA",89710,0.034051802,2.517682647,-2.163000905,0.174935636,0.090184739,-0.585750315,46.935822,-122.830152
42660,"Seattle-Tacoma-Bellevue, WA",1681410,0.269771644,1.811949147,-1.610187671,0.273213134,0.083248083,-0.288451049,47.490599,-121.833996
44060,"Spokane-Spokane Valley, WA",197430,0.292228214,1.846187908,-1.715997637,0.025894779,0.48998779,-0.353844625,48.189041,-117.573219
48300,"Wenatchee, WA",36900,0.22419809,1.531701769,-1.315197198,-0.015947063,0.59054307,-0.566902488,47.76611,-120.270197
49420,"Yakima, WA",74530,0.322942249,1.720634126,-1.593658577,0.031985718,0.573031002,-0.409050021,46.456558,-120.740145
11540,"Appleton, WI",99440,0.446663581,2.318392153,-1.769170009,0.040042833,0.040540588,-0.183141984,44.290603,-88.372326
20740,"Eau Claire, WI",64690,0.528136018,2.962599479,-2.106853768,0.062847303,-0.22376746,-0.166689537,44.938672,-91.284322
22540,"Fond du Lac, WI",29820,0.391702184,2.747319035,-2.380529718,0.256784035,0.000789751,-0.23266092,43.754722,-88.493284
24580,"Green Bay, WI",145540,0.397952611,2.117277396,-1.757735836,0.064613,0.17998726,-0.20618921,44.474024,-87.99613
27500,"Janesville-Beloit, WI",50100,0.604184877,2.706033058,-2.227025374,0.038995997,0.141432146,-0.055250949,42.66988,-89.075284
29100,"La Crosse-Onalaska, WI-MN",57190,0.438572895,2.017652405,-1.541373412,-0.038387919,0.200505834,-0.199824013,43.783246,-91.318743
31540,"Madison, WI",322130,0.285413114,1.913308079,-1.653923758,0.268974217,0.002485162,-0.245430587,43.084294,-89.59718
33340,"Milwaukee-Waukesha-West Allis, WI",714950,0.240739967,1.791667844,-1.808488206,0.041088351,0.529455032,-0.312983055,43.01766,-87.481554
36780,"Oshkosh-Neenah, WI",69390,0.39264948,2.288367903,-1.930231117,-0.036190332,0.254302085,-0.183599058,44.085707,-88.668149
39540,"Racine, WI",60970,0.294391309,0.996551628,-0.863810763,-0.221338405,0.818691882,-0.435703033,42.754122,-87.420877
43100,"Sheboygan, WI",46830,0.424283714,1.819895117,-1.631211394,0.001459589,0.440002197,-0.205861795,43.741232,-87.731516
48140,"Wausau, WI",54730,0.397157133,1.668474654,-1.404439786,0.000118409,0.412058291,-0.279054435,44.898036,-89.757823
16620,"Charleston, WV",87570,0.439275205,2.553599517,-2.113060139,0.108145394,0.025285295,-0.134694862,38.283213,-81.492557
26580,"Huntington-Ashland, WV-KY-OH",104960,0.32833559,2.000328093,-1.557398481,-0.035238284,0.263791013,-0.343146751,38.373691,-82.385193
34060,"Morgantown, WV",44750,0.544088903,2.734304637,-2.041669737,0.469394901,-0.554176484,-0.063764414,39.525155,-79.801912
37620,"Parkersburg-Vienna, WV",25740,0.555997515,3.14465173,-2.6723479,-0.098050364,0.270552489,-0.088808439,39.141531,-81.460402
48260,"Weirton-Steubenville, WV-OH",24240,0.667694413,2.817714628,-1.845107926,0.128993434,-0.478940006,0.045034283,40.388914,-80.701966
48540,"Wheeling, WV-OH",47710,0.467976509,1.97955395,-1.228318443,0.111688706,-0.160292777,-0.234654927,39.975509,-80.847011
16220,"Casper, WY",27410,0.418347801,2.179174783,-1.835048804,-0.055484899,0.5516335,-0.421926779,42.977645,-106.768219
16940,"Cheyenne, WY",32990,0.594433798,2.462929291,-1.960052462,0.138621814,-0.046510407,-0.000554438,41.29283,-104.660395
