,State,Metropolitan Areas,Automation Index,Race with the Machine,Communication,Managerial Task,Clerical Task,Equipment Maintenance,Race against the Machine,Information Processing,Perceptual Task,Equipment Operation,Operation Monitoring,Physical Task,Race ahead of the Machine,Strategic Thinking,Running a Different Race,Dynamic Physical Task,Hazardous Task,Group Task,Conflict Resolution,Creative Thinking,Changing the Course of a Race,Routine Task
84, GA,Athens-Clarke County,48.56957979,14.10841183,4.9116957139999995,2.419249003,5.212805981,1.5646611330000002,17.26765678,3.590723595,2.8704846319999997,3.478597152,2.811913001,4.5159384010000005,2.119347046,2.119347046,12.34795367,5.137833134,1.800085715,1.44497029,3.308399938,0.656664597,2.726210457,2.726210457
85, GA,Atlanta-Sandy Springs-Roswell,48.85637877,15.0671321,4.8185952919999995,2.460950215,5.896043045,1.89154355,17.37039351,4.006687396,3.13325009,3.235799767,3.08846618,3.906190074,2.560009136,2.560009136,10.90580984,4.1992657630000005,1.636471143,1.404320029,2.88614125,0.77961166,2.953034176,2.953034176
86, GA-SC,Augusta-Richmond County,48.68538034,14.02564818,4.602581972,2.439023868,5.14966652,1.8343758209999999,17.6061747,3.7135249389999996,3.10391075,3.5022517019999997,3.081606667,4.204880645,2.184718999,2.184718999,12.02780184,4.811081698,1.870267165,1.438647646,3.22885575,0.6789495790000001,2.841036617,2.841036617
87, GA,Brunswick,48.51337835,13.85842946,4.9979230580000005,2.274986557,5.11165466,1.473865183,17.36208844,3.5738081110000004,3.2710156280000002,3.282791942,2.7263354339999997,4.508137322,1.863775605,1.863775605,12.77830492,5.449503516,1.796363823,1.5258379780000002,3.356094901,0.650504703,2.650779928,2.650779928
88, GA-AL,Columbus,48.81035161,14.46970988,4.774825012,2.399491816,5.583428627000001,1.711964429,17.34577933,3.83850752,2.858291059,3.2807041630000002,3.02478402,4.343492566,2.224362714,2.224362714,11.79605894,4.838814908,1.703499325,1.4748421880000002,3.081036474,0.697866043,2.97444075,2.97444075
89, GA,Dalton,48.99706013,13.40364116,4.1117219610000015,2.199187931,4.847690008,2.245041258,19.69380525,3.359543417,3.9734588339999997,4.578014621,3.141736935,4.64105144,1.965374657,1.965374657,11.1718714,4.356702192,2.286665914,1.296204661,2.600728798,0.631569837,2.76236767,2.76236767
90, GA,Gainesville,48.82299493,13.42745999,4.158497863,2.306251156,4.842389283,2.12032169,19.17963686,3.427490412,3.714851726,4.299223647,2.8513381110000005,4.886732962,1.9520984869999998,1.9520984869999998,11.53954119,4.520962702,2.337340226,1.357317224,2.681765194,0.642155845,2.7242584069999998,2.7242584069999998
91, GA,Hinesville,48.17950452,13.18341297,5.024680686,2.308259132,4.540116887,1.310356263,16.99227953,3.393470527,2.755183205,3.1483573989999996,2.642960808,5.052307589,1.80613801,1.80613801,13.78671062,5.885465606,1.670902963,1.4829397969999998,4.015944761,0.731457494,2.4109633930000003,2.4109633930000003
92, GA,Macon,48.88631442,14.22415588,4.86504567,2.263499634,5.61729379,1.4783167819999998,17.59195029,3.864874748,3.075292178,3.320356484,2.982914749,4.348512127,2.055477455,2.055477455,11.883029800000001,4.750659766,1.677439809,1.3984856030000001,3.401494555,0.654950066,3.1317010030000003,3.1317010030000003
93, GA,Rome,48.69744621,14.26680599,4.861702792,2.33113858,5.32501243,1.748952187,17.57159559,3.588986839,3.1508423839999997,3.522346399,2.685956867,4.623463105,1.962641452,1.962641452,12.07570704,5.008603345,1.885034514,1.426184823,3.14416539,0.611718966,2.820696135,2.820696135
94, GA,Savannah,48.56498346,13.72638161,4.6310781069999996,2.274695756,5.030977641000001,1.7896301030000001,17.990873699999995,3.470656563,3.620987197,3.535228062,2.8199735560000003,4.544028326,1.9472211869999998,1.9472211869999998,12.24735104,5.102490533,1.97452003,1.43805075,3.064378053,0.667911673,2.65315592,2.65315592
95, GA,Valdosta,48.57703701,13.25131517,4.786275153,2.116823658,4.765237082,1.5829792759999999,18.28677619,3.402091209,3.544043189,3.71280172,2.8300995510000004,4.797740518,1.738626574,1.738626574,12.68197281,5.3750766610000005,1.9914087230000002,1.388593639,3.3262318730000002,0.600661915,2.618346274,2.618346274
96, GA,Warner Robins,48.59415438,13.76620654,4.109769215,2.211246305,4.652147963,2.793043059,17.89459025,3.381597443,3.5309289539999997,3.529985869,2.624586947,4.827491042,2.263069057,2.263069057,12.05270956,5.146483754,2.014462898,1.4748379040000001,2.776727995,0.640197012,2.617578965,2.617578965
97, HI,Urban Honolulu,48.55561125,14.48341856,4.941075367,2.429082073,5.47238008,1.640881042,17.00056734,3.7975430510000003,3.053695447,3.206103265,2.861935308,4.08129027,2.318901442,2.318901442,11.98595333,4.976023156,1.633038737,1.453325745,3.2007581469999997,0.722807539,2.7667705839999996,2.7667705839999996
98, IA,Ames,48.93292625,14.39476048,4.699026633,2.0332832219999997,5.705234258,1.957216371,17.35524427,3.791538043,2.765243489,3.45177892,2.7928402919999997,4.553843522,2.054450791,2.054450791,11.99653593,5.302267677,1.7713853309999998,1.388485208,2.8783694719999997,0.656028244,3.131934774,3.131934774
99, IA,Cedar Rapids,48.92893849,14.5846758,4.557054238,2.19450098,5.65706334,2.1760572369999998,17.93485307,3.9830352089999996,3.2712516089999997,3.522013507,3.1742890630000002,3.98426368,2.453272794,2.453272794,10.92972368,4.347837685,1.714934002,1.3974818530000002,2.7227633339999997,0.746706805,3.026413153,3.026413153
100, IA-IL,Davenport-Moline-Rock Island,48.77224318,13.92531102,4.5530774130000005,2.169850956,5.213487282,1.98889537,18.12447723,3.656617326,3.311310573,3.721384379,2.9612482410000003,4.473916716000001,2.14518265,2.14518265,11.72634095,4.890993753,2.0091456830000003,1.2939549890000002,2.844427785,0.687818743,2.8509313260000004,2.8509313260000004
101, IA,Des Moines-West Des Moines,49.07210575,15.31337459,4.935644365,2.295407817,6.2946813079999995,1.7876410969999998,17.29044229,4.315224379,2.842920512,3.151095307,3.18894532,3.7922567689999997,2.580582143,2.580582143,10.67525235,4.134249529,1.51959688,1.357281938,2.9050350760000003,0.7590889259999999,3.2124543830000003,3.2124543830000003
102, IA,Dubuque,48.67855125,13.77522049,4.946820798,2.024289633,5.177495482,1.6266145730000001,18.00467268,3.548806663,3.1702135289999998,3.7331037310000004,2.879925891,4.672622862,1.911461326,1.911461326,12.18802282,5.273398756000001,1.816485439,1.322708375,3.091035308,0.684394941,2.799173947,2.799173947
103, IA,Iowa City,48.92928678,14.9080019,5.192383884,2.0951733740000003,6.168352079,1.45209256,16.75797733,3.903028055,2.450874811,3.1561814210000003,2.95767039,4.290222656,2.140540426,2.140540426,11.93599202,5.1371261939999995,1.506104356,1.4650204080000002,3.148128078,0.6796129790000001,3.186775103,3.186775103
104, IA-NE-SD,Sioux City,48.75399232,13.698828699999998,4.764588101,2.070368302,5.08373159,1.7801407040000001,18.32597565,3.782373928,3.3178324760000004,3.69821265,3.0242890119999997,4.50326758,1.9960700690000002,1.9960700690000002,11.93944226,4.986656133,1.921000084,1.3266499090000001,3.0612145589999997,0.643921571,2.793675645,2.793675645
105, IA,Waterloo-Cedar Falls,48.67210873,13.19908559,4.485552087,1.9941587969999999,4.7329634369999996,1.986411274,18.58385779,3.424126822,3.2395337239999997,4.193918206,3.0039292730000002,4.722349771,1.861388805,1.861388805,12.40412822,5.162838957,2.2415710030000002,1.350115129,3.0111099660000002,0.638493161,2.6236483180000003,2.6236483180000003
106, ID,Boise City,48.9069354,15.11213099,4.83317443,2.461631708,5.86254665,1.954778203,17.17775558,4.0235107889999995,3.0314848339999996,3.226081487,3.16601528,3.7306631919999997,2.4165087219999997,2.4165087219999997,11.15300515,4.286483474,1.662659044,1.4783708619999998,2.949916537,0.7755752359999999,3.04753495,3.04753495
107, ID,Coeur d'Alene,48.81511188,14.41462225,4.878394602,2.267350111,5.512110372,1.756767164,17.64093161,3.803291773,3.204937425,3.4576567660000004,2.919106111,4.255939532,1.953231178,1.953231178,11.93976234,5.064377694,1.787840488,1.5099050219999999,2.883963531,0.6936756070000001,2.8665645060000005,2.8665645060000005
108, ID,Idaho Falls,48.646437799999994,14.13816126,4.695179026,2.442325008,5.218424548,1.78223268,17.81550717,3.660881245,3.644314009,3.534283243,2.7836439289999997,4.192384745,2.078086827,2.078086827,11.83086582,4.917014732,1.8418357109999999,1.479742932,2.9124814,0.679791045,2.783816719,2.783816719
109, ID-WA,Lewiston,48.73439811,14.22638061,5.008250642,2.312190713,5.353908313,1.552030941,17.45655943,3.71040889,3.143849804,3.375469287,2.830127731,4.396703723,1.9530258619999998,1.9530258619999998,12.19255385,5.129974456,1.752013634,1.4706090490000001,3.17424589,0.665710822,2.905878351,2.905878351
110, ID,Pocatello,48.64898603,14.38742336,5.075416924,2.397321493,5.337894254,1.5767906880000002,17.30430297,3.7698110380000003,3.242642001,3.473762771,2.8416356410000003,3.976451514,2.0019160080000002,2.0019160080000002,12.18570326,5.045331015,1.7541966409999998,1.4978545980000002,3.2334429460000003,0.654878059,2.76964044,2.76964044
111, IL,Bloomington,48.66333658,14.21418559,4.934513399,2.179490887,5.5355148320000005,1.564666475,17.14139098,3.838044473,2.691402439,3.170614161,2.9686308130000003,4.472699095,2.319591646,2.319591646,12.07124741,5.344589416,1.58603315,1.3516159580000002,3.1184568930000003,0.670551996,2.91692095,2.91692095
112, IL,Champaign-Urbana,48.74955171,14.19245668,4.727053299,2.213917154,5.588437358999999,1.6630488680000002,17.52189128,3.617207345,3.130770128,3.4131731519999997,2.8601704889999997,4.500570164,2.14990953,2.14990953,11.85618392,5.114279304,1.77059306,1.39266012,2.9517502510000004,0.626901182,3.029110303,3.029110303
113, IL-IN-WI,Chicago-Naperville-Elgin,48.82952526,14.43447288,4.611085138,2.286672093,5.581413102999999,1.955302546,17.84451879,3.8900763210000004,3.1515456389999996,3.559706375,3.0487512289999996,4.194439222,2.428405581,2.428405581,11.18185226,4.5190232880000005,1.8194987619999998,1.3168616990000002,2.79276818,0.733700331,2.9402757569999998,2.9402757569999998
114, IL,Danville,48.77574197,13.31964298,4.628845069,1.9968463319999998,5.007024734,1.686926844,18.85853681,3.4864693680000003,3.615906537,3.947157633,2.7281933130000002,5.080809964,1.737714969,1.737714969,12.03901174,5.302895236,1.9956276880000001,1.2854273790000001,2.952032862,0.503028574,2.8208354669999998,2.8208354669999998
115, IL,Decatur,48.74129481,14.28789452,4.861523762,2.401081995,5.431297047999999,1.593991715,17.44058466,3.7520352710000004,3.0340671739999996,3.385139959,2.899820558,4.369521700000001,2.076160191,2.076160191,11.98304656,5.104759338,1.740223279,1.4851833890000001,2.9687956160000004,0.68408494,2.953608876,2.953608876
116, IL,Kankakee,48.58238531,13.45391053,4.79159085,2.141085037,4.824364475,1.696870165,18.35701884,3.407088358,3.337096595,3.864645477,2.853183501,4.895004909,1.9187295530000001,1.9187295530000001,12.16081145,5.517415374,1.876102851,1.275656902,2.929927969,0.561708353,2.6919149360000003,2.6919149360000003
117, IL,Peoria,48.703452500000004,13.79636551,4.539603565,2.171226298,5.164652986,1.920882664,18.19929652,3.534156237,3.3528683989999997,3.8245382639999996,2.891295436,4.5964381880000005,2.065490044,2.065490044,11.81030777,4.944357596000001,1.992295636,1.319112132,2.900151217,0.65439119,2.8319926460000002,2.8319926460000002
118, IL,Rockford,48.73040263,13.04920003,4.1033646,2.131379143,4.587450373,2.227005909,19.1804756,3.391352496,3.5968233019999998,4.347685278,3.012482818,4.83213171,1.9490980009999999,1.9490980009999999,11.8851219,4.96477952,2.400758016,1.232354111,2.666768061,0.620462187,2.6665071080000002,2.6665071080000002
119, IL,Springfield,49.29271348,15.84175129,5.132136903999999,2.44181866,6.79800838,1.469787348,16.5346492,4.374254545,2.330733645,2.954651539,3.1351183060000003,3.739891165,2.5432877069999997,2.5432877069999997,10.79279838,4.2624668660000005,1.367295107,1.472916417,2.954759485,0.735360505,3.580226895,3.580226895
120, IN,Bloomington,48.71817972,13.82880653,4.740314842,2.153381775,5.207976169,1.7271337430000002,17.63205624,3.717968542,3.0269342089999998,3.480933916,2.828274017,4.577945551,1.88307576,1.88307576,12.51388673,5.444855174,1.79349033,1.50047296,3.10579717,0.669271096,2.860354467,2.860354467
121, IN,Columbus,49.14478454,13.11129893,3.836014985,1.9277642990000001,4.744562681000001,2.602956965,19.60396117,3.693380866,3.511740293,4.5834023219999995,3.325811574,4.4896261189999995,1.9962736230000002,1.9962736230000002,11.50255795,4.711106278,2.391802578,1.348044852,2.457644892,0.5939593470000001,2.930692872,2.930692872
122, IN,Elkhart-Goshen,48.84606035,12.7608885,3.669475672,2.057731398,4.160914673,2.872766755,20.08934053,3.094166447,4.060520771,5.042731948999999,2.853887925,5.038033437,1.727316949,1.727316949,11.70308377,4.7867001469999995,2.8311189989999996,1.196968998,2.294764243,0.5935313839999999,2.5654306019999997,2.5654306019999997
123, IN-KY,Evansville,48.69970239,13.52915292,4.267642093,2.211076401,4.718001233,2.332433193,18.65580736,3.487210984,3.627896663,4.001303665,3.053268676,4.486127376000001,2.0513983369999997,2.0513983369999997,11.775308099999998,4.837204578,2.293025125,1.340591864,2.679672992,0.624813544,2.688035665,2.688035665
124, IN,Fort Wayne,48.78949027,13.98264593,4.49549651,2.217313634,5.141333061,2.128502722,18.16668732,3.719320133,3.294438931,3.8687897319999998,2.958163528,4.325975,2.144903886,2.144903886,11.67965089,4.7432766310000005,2.024018953,1.336327391,2.903940397,0.6720875140000001,2.815602249,2.815602249
125, IN,Indianapolis-Carmel-Anderson,48.81647937,14.29721015,4.542907868,2.269060687,5.489901027999999,1.99534057,17.99064472,3.8200204369999997,3.361658184,3.5638965519999997,3.0059949169999998,4.239074629,2.276328975,2.276328975,11.33464778,4.573957838,1.868443836,1.332437088,2.86112607,0.6986829509999999,2.917647741,2.917647741
126, IN,Kokomo,48.53135775,13.19250994,4.927062213999999,2.120893452,4.614802589,1.5297516880000002,17.87965224,3.4690455389999997,2.913138032,3.727037642,2.788482282,4.981948747,1.737792391,1.737792391,13.0976351,5.762045779,1.911835149,1.41225938,3.4221551939999997,0.589339597,2.623768074,2.623768074
127, IN,Lafayette-West Lafayette,48.77861057,13.81340484,4.657579266,2.0811193180000003,5.258423596,1.8162826630000002,17.81063803,3.6295576460000003,3.15237238,3.575121965,2.8942738489999997,4.559312188,1.9414122040000001,1.9414122040000001,12.26138199,5.248854411,1.8742288669999998,1.4324998,3.060732815,0.6450660970000001,2.951773507,2.951773507
128, IN,Michigan City-La Porte,48.69233131,12.8904696,4.439081433,1.9351473819999998,4.511953816,2.004286974,18.96744483,3.3511338160000004,3.5201965810000004,4.203680675,2.770465722,5.121968032,1.684457969,1.684457969,12.50681716,5.61452365,2.190927389,1.287226153,2.867819008,0.54632096,2.643141752,2.643141752
129, IN,Muncie,48.68446104,13.94307968,5.026127656,2.110617092,5.2290392830000005,1.5772956519999999,17.22404599,3.587945272,2.559302418,3.515389784,3.0040463269999997,4.55736219,1.904942596,1.904942596,12.73229576,5.530702616,1.773496694,1.4599603019999998,3.377634278,0.590501874,2.8800970039999996,2.8800970039999996
130, IN-MI,South Bend-Mishawaka,48.75743472,14.31924645,4.731127325,2.241360776,5.494068247,1.8526901009999999,17.65289271,3.551961583,3.0254949589999995,3.703625684,2.923450996,4.4483594889999996,2.158059236,2.158059236,11.7578377,4.865158054,1.88969613,1.36361173,2.951286277,0.688085507,2.869398623,2.869398623
131, IN,Terre Haute,48.67307698,13.19767858,4.5529066039999995,2.07340292,4.731451961,1.8399170980000001,18.41037634,3.408367819,3.350046758,3.980636001,2.89979387,4.771531898,1.823659977,1.823659977,12.50120717,5.416605736,2.1521494430000003,1.347470311,3.02535592,0.55962576,2.740154905,2.740154905
132, KS,Lawrence,48.53738898,14.50180267,5.239127727,2.35344143,5.53026136,1.378972156,16.477343599999998,3.465320824,2.573751115,3.309965798,2.790294121,4.338011746,2.113457951,2.113457951,12.58301641,5.435148428,1.5381552580000002,1.4972871540000001,3.41955522,0.6928703540000001,2.861768335,2.861768335
133, KS,Topeka,48.79087278,14.915524300000001,4.7913387610000004,2.612794137,5.854284729,1.657106669,16.9728268,3.901958843,2.8607518830000003,3.194353695,3.13235701,3.883405372,2.5218137019999998,2.5218137019999998,11.24709079,4.298800194,1.571847316,1.458739635,3.178438353,0.7392652909999999,3.1336171860000004,3.1336171860000004
134, KS,Wichita,48.79900926,14.16391549,4.435524378,2.333371994,5.099454035,2.295565083,17.94818501,3.790339168,3.2045956639999997,3.6553962710000003,3.22586729,4.071986616,2.317488228,2.317488228,11.48272189,4.424136058,2.061703132,1.394039679,2.886230706,0.71661231,2.886698644,2.886698644
135, KY,Bowling Green,48.622193599999996,13.554667000000002,4.710412687,2.210459539,4.869361162,1.764433612,18.19985139,3.495131592,3.274266163,3.7100969439999996,3.018785647,4.701571039,1.9033434619999998,1.9033434619999998,12.30203046,5.16481151,2.034676121,1.425648147,3.011821078,0.665073603,2.662301294,2.662301294
136, KY,Elizabethtown-Fort Knox,48.44895918,13.58081446,4.883494954,2.2806385419999997,4.642267744,1.7744132209999999,17.73395439,3.348946682,3.077717533,3.676595536,2.865069653,4.765624984,1.924148833,1.924148833,12.69916692,5.452485974,1.923299815,1.509454163,3.1799519810000003,0.633974984,2.510874581,2.510874581
137, KY,Lexington-Fayette,48.7225998,14.07043537,4.535128903,2.345308899,5.217198837,1.9727987319999998,17.88430965,3.721894073,3.217859624,3.5575321539999996,3.0798667139999996,4.307157086,2.240472584,2.240472584,11.68538289,4.731107701,1.874334943,1.4397560109999998,2.934395545,0.70578869,2.841999308,2.841999308
138, KY-IN,Louisville/Jefferson County,48.79202802,13.92597627,4.492032848,2.2604508169999997,5.206005237,1.967487371,18.34896763,3.701700761,3.484061589,3.746147212,3.07827472,4.338783351,2.1938608040000003,2.1938608040000003,11.49129025,4.570941929,1.9786183769999999,1.388738924,2.87342464,0.67956638,2.831933058,2.831933058
139, KY,Owensboro,48.66029746,13.28387288,4.443194051,2.188626286,4.625052898,2.026999645,18.51586785,3.379798993,3.4094266189999995,4.032404697,2.9415573569999998,4.75268018,1.837504941,1.837504941,12.32144642,5.129686552,2.22622529,1.4252631830000002,2.930723959,0.609547439,2.701605373,2.701605373
140, LA,Alexandria,48.51992765,13.7861518,4.867341436,2.342043156,4.9661173530000005,1.610649859,17.69695834,3.435577305,3.5553882519999997,3.631992041,2.961633237,4.112367508999999,1.9740194,1.9740194,12.29064688,4.792528334,1.863247355,1.465940134,3.5392171830000003,0.6297138760000001,2.7721512180000003,2.7721512180000003
141, LA,Baton Rouge,48.72319741,14.058165400000002,4.374253171,2.35605513,5.136578673,2.191278424,18.18098033,3.750863095,3.7126880939999998,3.608281902,3.097484904,4.011662331,2.235975774,2.235975774,11.39373195,4.458068565,2.0125425040000002,1.399584132,2.860059935,0.6634768120000001,2.854343964,2.854343964
142, LA,Houma-Thibodaux,48.72557766,12.59148023,3.8972880830000003,2.026922109,4.204017341,2.4632526919999997,20.13237109,3.101628102,4.687251044,4.728395285,3.123008899,4.492087754,1.670944108,1.670944108,11.77220384,4.645885928999999,2.692896212,1.36629498,2.537606201,0.529520521,2.558578397,2.558578397
143, LA,Lafayette,48.93606754,13.9896389,4.503483544,2.071580851,5.28893285,2.12564165,18.52001572,3.633439296,3.6145806869999997,3.940183549,3.09343904,4.238373145,1.9502767330000002,1.9502767330000002,11.46118364,4.702741291000001,2.034343404,1.343649879,2.7743257110000004,0.606123351,3.014952563,3.014952563
144, LA,Lake Charles,48.73677348,13.02112495,4.283511198999999,2.034604519,4.603201135,2.099808102,18.9895888,3.535493782,3.940180832,3.996459974,3.0662949630000003,4.451159247,1.780201387,1.780201387,12.16228375,5.043655128999999,2.176457562,1.376857658,2.993748703,0.571564698,2.783574587,2.783574587
145, LA,Monroe,48.67164619,13.96257473,4.889332672,2.252678666,5.205394545,1.61516885,17.78367729,3.6453643760000003,3.254683429,3.634398535,2.9292507089999997,4.319980246,2.001452966,2.001452966,12.066920300000001,4.9761383519999995,1.864044113,1.363362121,3.245700914,0.6176748000000001,2.8570208999999998,2.8570208999999998
146, LA,New Orleans-Metairie,48.73666548,14.10790224,4.663930438,2.25454747,5.278360816,1.911063512,18.00337725,3.737951298,3.526863617,3.638813107,3.02674692,4.07300231,2.1699049219999997,2.1699049219999997,11.58743312,4.7059971019999995,1.869576388,1.366082796,2.9737297739999997,0.672047055,2.8680479539999997,2.8680479539999997
147, LA,Shreveport-Bossier City,48.6065574,13.7150532,4.696785,2.2651097559999998,5.057331054,1.695827388,17.98881694,3.591184033,3.430280321,3.613062753,2.9824330430000003,4.371856789,2.009853176,2.009853176,12.11278716,4.96783887,1.893173569,1.377180127,3.239470208,0.6351243870000001,2.780046922,2.780046922
148, MA,Barnstable Town,48.26981383,13.93046062,5.272248257,2.237995273,4.8988208669999995,1.521396221,16.75840428,3.555469731,2.864548216,3.248320732,2.847538742,4.242526858,2.0831395109999997,2.0831395109999997,13.00503908,5.644546852,1.6782857690000001,1.4633725780000002,3.4986840530000003,0.720149833,2.49277034,2.49277034
149, MA-NH,Boston-Cambridge-Nashua,48.91309935,15.78837093,4.943788815,2.643361219,6.2683945560000005,1.93282634,16.39880284,4.352419806,2.4724434769999997,2.8797752360000004,3.1989972939999998,3.495167025,2.997535603,2.997535603,10.594426499999999,3.9731213430000003,1.41124277,1.4596839169999998,2.8874018319999997,0.86297664,3.133963472,3.133963472
150, MA,Pittsfield,48.54938869,14.43714363,5.170797766000001,2.439038213,5.385546193,1.44176146,16.63795069,3.734817578,2.5228007569999997,3.103091961,3.062802855,4.214437545,2.25544326,2.25544326,12.44067214,5.037287826,1.5707448819999998,1.452104105,3.5990247839999996,0.781510541,2.77817897,2.77817897
151, MA-CT,Springfield,48.62749839,14.24401218,4.837185498999999,2.443428837,5.195621248,1.7677765980000002,17.48625967,3.7201846689999996,2.9805547789999998,3.565299933,3.122147702,4.09807259,2.351855194,2.351855194,11.78760909,4.6088545860000005,1.8032431269999998,1.382319791,3.278472103,0.714719488,2.7577622489999998,2.7577622489999998
152, MA-CT,Worcester,48.80485667,15.05806175,4.9713250769999995,2.509499025,5.808882866,1.7683547869999998,16.89374058,3.9660095330000003,2.741791459,3.204961908,3.1225043080000003,3.8584733680000003,2.5505521190000002,2.5505521190000002,11.32064544,4.32082497,1.6448970440000001,1.436420766,3.1696553360000004,0.74884732,2.9818567889999996,2.9818567889999996
153, MD,Baltimore-Columbia-Towson,48.84147308,15.14435523,4.802921531,2.518606627,5.95396459,1.868862478,17.06543381,4.149350833,2.9733756330000003,3.140524548,3.09219291,3.709989887,2.646996836,2.646996836,10.98894026,4.234355841,1.583935535,1.429668323,2.97048804,0.770492526,2.995746945,2.995746945
154, MD-WV,Cumberland,48.66105306,13.32208035,4.814303893,2.119744082,4.975228381,1.412803993,17.99008619,3.609482176,3.074308287,3.6819001019999997,2.99803255,4.626363079,1.730799824,1.730799824,12.85407932,5.500180692000001,1.8262123209999999,1.4442805459999999,3.538591167,0.544814597,2.764007372,2.764007372
155, MD-WV,Hagerstown-Martinsburg,48.70644875,13.45083182,4.621847428,2.081989014,5.039934038,1.7070613419999998,18.58703364,3.622273994,3.4089351989999996,3.820156225,2.9708820210000004,4.764786197,1.9917777269999999,1.9917777269999999,11.90981963,5.122535295,1.83631269,1.317079816,2.98717486,0.646716974,2.76698593,2.76698593
156, MD-DE,Salisbury,48.62642745,14.68484818,5.247257093,2.383640305,5.542317954,1.5116328280000002,16.9116245,3.8282673480000002,2.870267806,3.186471095,2.874457655,4.152160595,2.146060071,2.146060071,12.06374001,5.0208624219999995,1.531453231,1.463765831,3.354876482,0.6927820440000001,2.820154688,2.820154688
157, ME,Bangor,48.70935725,14.52290712,5.043450363,2.39827146,5.525886022999999,1.5552992730000001,17.46072592,3.762198995,3.208795378,3.3743955910000003,3.017481842,4.09785411,2.164796906,2.164796906,11.70615293,4.624047358,1.681433479,1.4125642859999998,3.325465486,0.662642317,2.854774383,2.854774383
158, ME,Lewiston-Auburn,48.95061907,14.56383593,4.980755722,2.322886505,5.7556504460000015,1.50454326,17.54151731,3.77833886,3.056280185,3.468246404,3.0266422019999997,4.212009658,2.022660994,2.022660994,11.74206749,4.5398589330000005,1.7080757309999999,1.404571983,3.46651672,0.623044123,3.0805373460000003,3.0805373460000003
159, ME,Portland-South Portland,48.75485241,14.903259900000002,5.0203033889999995,2.417157811,5.68898402,1.7768146809999998,17.14062073,3.909715399,2.991132613,3.266098155,3.129706717,3.843967843,2.4167509640000002,2.4167509640000002,11.36614452,4.3511441930000005,1.679240487,1.403295212,3.165838903,0.766625727,2.928076297,2.928076297
160, MI,Ann Arbor,49.01044835,15.64056039,4.966061333,2.387043382,6.35087346,1.936582211,16.550821300000006,4.205774776,2.366981113,3.071640848,3.198519739,3.707904825,2.648834335,2.648834335,11.01592814,4.260479234,1.509190597,1.4236919080000001,3.01326916,0.8092972409999999,3.1543041869999997,3.1543041869999997
161, MI,Battle Creek,48.77154805,14.57747498,4.888791907,2.409429849,5.40630517,1.8729480509999998,17.21975167,3.9433163039999997,2.705061875,3.338185217,3.133587841,4.099600438,2.269227714,2.269227714,11.84310787,4.8575739339999995,1.776891356,1.381519115,3.102810349,0.7243131159999999,2.8619858110000003,2.8619858110000003
162, MI,Bay City,48.48214145,13.22465936,5.09728171,1.9394480269999999,4.724590023999999,1.4633395969999998,17.70350322,3.4254455810000004,2.9427991239999995,3.7531909089999997,2.75702265,4.825044957,1.754733275,1.754733275,13.23896442,6.057759207999999,1.841943704,1.3453229219999998,3.3856608130000003,0.60827777,2.560281175,2.560281175
163, MI,Detroit-Warren-Dearborn,48.85777124,14.43492009,4.620534256,2.226647828,5.5305524539999995,2.057185556,17.74725559,3.943364085,3.020493665,3.5558272860000004,3.075247234,4.1523233180000005,2.399809294,2.399809294,11.38144725,4.555118598,1.8274453419999999,1.332560426,2.935995618,0.730327264,2.8943390210000004,2.8943390210000004
164, MI,Flint,48.62912436,13.95704419,5.1093416419999995,2.185924638,5.29822979,1.363548124,17.31278069,3.792524265,2.8736957260000002,3.34005099,2.892132529,4.414377182,1.965057904,1.965057904,12.57163641,5.301380512,1.6654243999999998,1.40550699,3.517676616,0.681647888,2.82260516,2.82260516
165, MI,Grand Rapids-Wyoming,48.92225266,14.11707061,4.486538745,2.1449999180000003,5.263082035,2.222449912,18.44262996,3.6969931330000003,3.362282081,3.9879206430000003,3.1505870239999996,4.244847082,2.103039667,2.103039667,11.37426519,4.558595134,2.122848138,1.280336498,2.7245943230000003,0.687891101,2.885247222,2.885247222
166, MI,Jackson,48.85000573,14.35958584,4.822506424,2.253760985,5.356787405,1.926531029,17.50697466,3.781549202,2.728698745,3.715998453,2.9019109480000003,4.378817314,2.109963719,2.109963719,11.97998969,4.947871678,1.858085353,1.371318342,3.1254651960000004,0.6772491159999999,2.893491824,2.893491824
167, MI,Kalamazoo-Portage,48.77375564,14.00833023,4.74134429,2.1865165369999997,5.278453624,1.8020157769999998,17.81334917,3.770083764,3.159277688,3.64696087,2.965330448,4.271696404,2.0650737930000003,2.0650737930000003,12.05487218,4.9535949189999995,1.909336133,1.373050399,3.1350617219999997,0.683829006,2.832130264,2.832130264
168, MI,Lansing-East Lansing,49.02130888,14.99041204,4.905997045,2.27964019,6.1564997089999975,1.648275097,17.30201023,4.098868168,2.858035953,3.2821769960000005,3.047479248,4.015449866,2.27832214,2.27832214,11.24164256,4.509485904,1.599483096,1.330465992,3.1037734969999997,0.698434071,3.208921906,3.208921906
169, MI,Monroe,48.48303366,12.8321995,4.543875179,2.080357251,4.374465902,1.833501166,18.55203628,3.33257815,3.50051734,4.061056492,2.6766170540000003,4.981267241,1.68685535,1.68685535,12.94504452,5.693630939,2.133884885,1.377016195,3.128771268,0.611741231,2.466898014,2.466898014
