,State,Metropolitan Areas,Automation Index,Race with the Machine,Interpersonal Task,Administrative Task and Communication,Race against the Machine,Information Processing,Routine Problem Solving,Vehicle and Equipment Operation,Machine Control,General Physical Task,Race ahead of the Machine,Systems Thinking,Creative and Critical Thinking,Running a Different Race,Equipment Maintenance,Dynamic Physical Task,Hazardous and Group Task,Conflict Resolution,Management and Supervision
67,FL,Gainesville,0.003351860471332013,0.0069354281795575715,0.009689142315955579,-0.0027537141363981193,-0.018919547281413568,-0.00742586299867995,-0.0073332854156287,0.000932802664925337,0.0010188581908604014,-0.006112059722890674,0.0010645674246611628,0.0007498423984470624,0.0003147250262141056,0.01427141214852709,-0.002929160409541956,-0.0011403987465990054,0.004011574956700185,0.008430498372195309,0.005898897975772578
68,FL,Jacksonville,0.005005284439824453,0.01304779467127372,0.008611056049300625,0.004436738621973052,-0.01698357204002329,-0.006215421685749442,-0.005409444695324922,-4.196342384091278e-06,0.0006953247923395452,-0.006049834108904396,-0.00016248779394462118,0.001064708069927426,-0.0012271958638720368,0.009103549602518468,-0.003771992974941809,-0.0008209248392467006,0.0023948997587167065,0.006131948218836072,0.005169619439154165
69,FL,Lakeland-Winter Haven,0.005317159706832997,0.015145371435981644,0.0103084002824073,0.0048369711535742954,-0.020828700299873715,-0.0068188174825140405,-0.004773168738715215,-0.0007919444006382058,0.0006631149359926022,-0.009107884613998836,0.001787093759189187,0.0007025874125799938,0.0010845063466091694,0.009213394811536102,-0.004199126532996964,-0.0019017675562718328,0.0030397891914683557,0.006894463358228423,0.0053800363511081
70,FL,Miami-Fort Lauderdale-West Palm Beach,0.004505264881399461,0.011867048852566855,0.008314627477933226,0.0035524213746335673,-0.01911738356794046,-0.005379878897410421,-0.00514318360957855,-0.000935846689605925,5.11497017494332e-05,-0.007709624073094974,0.002506118994860966,0.002318919058861616,0.0001871999359993916,0.00924948060191208,-0.002384942716147618,-0.0018263011681170574,0.0022309891163887104,0.005399168676851557,0.00583056669293646
71,FL,Naples-Immokalee-Marco Island,0.0054091757720239894,0.012485353353814552,0.010847178999021543,0.0016381743547929444,-0.020300764793441367,-0.006085062677111289,-0.0048368882234767685,-0.0027107425609093905,-0.00019183336352425476,-0.006476237968419688,0.0021806871567423974,0.0009827334360451787,0.001197953720697217,0.011043900054908351,-0.003764019601940935,-0.0017739346929876445,0.001158649533655666,0.008265827342462671,0.007157377473718605
72,FL,North Port-Sarasota-Bradenton,0.004569720236131725,0.012556808590764204,0.010331313804129438,0.002225494786634648,-0.01943150020151191,-0.006906547150781228,-0.0056454482780389295,-0.0007310585438557518,0.0005948450490879872,-0.006743291277924003,0.0008541813719297082,0.000786716498914139,6.746487301554499e-05,0.01059023047494978,-0.003942375492999056,-0.00092186374234772,0.0024930777536273444,0.00690637515011111,0.006055016806558088
73,FL,Ocala,0.0050964435751647,0.015971433179905736,0.012587802316959287,0.00338363086294631,-0.022375744854175428,-0.006595548777605046,-0.004749565324104366,-0.0032476222433978352,0.0006290092783478758,-0.008412017787416064,-0.00021682977352274066,-0.00022149513355568422,4.6653600329314695e-06,0.01171758502295725,-0.005205229490233838,2.588462200837916e-06,0.0025669832974299987,0.007658204931451171,0.0066950378221091
74,FL,Orlando-Kissimmee-Sanford,0.004904394532229185,0.01618683378449406,0.011170565818069418,0.005016267966424577,-0.019305393774399385,-0.005224802881652446,-0.004721613356580348,-0.0021968848173243224,-0.0007039387470159537,-0.006458153971826308,0.001257646019172408,0.001407917211214766,-0.00015027119204234773,0.006765308502962614,-0.00490938072466654,-0.0013528959321079807,0.0008272063946788769,0.00534990308456117,0.006850475680497107
75,FL,Palm Bay-Melbourne-Titusville,0.0035551298876251853,0.01590970960292573,0.011169147469014894,0.004740562133910761,-0.020705599854618426,-0.004916181784788329,-0.004100732433618928,-0.0030803407680706674,-0.00031980698757346984,-0.008288537880567007,0.0017515952327272835,-1.4386700067960114e-05,0.0017659819327952124,0.006599424906590322,-0.005728585309851111,-0.0035241317326618476,0.0021298330879364336,0.006697393574898479,0.007024915286268385
76,FL,Panama City,0.004903196698993362,0.02440584172237008,0.017068799028841182,0.0073370426935289315,-0.0285257243567712,-0.00555890655872452,-0.0038402164827890726,-0.006755474457277567,-0.0010035512515325989,-0.011367575606447432,0.002901578417746166,0.0007786079901590403,0.0021229704275871047,0.006121500915648254,-0.006820986042300904,-0.005151928977754718,-0.0010784817207503614,0.010826556658487082,0.008346340997967164
77,FL,Pensacola-Ferry Pass-Brent,0.0029145536816991835,0.01796616614844862,0.013704780370401877,0.0042613857780467385,-0.02742148341036724,-0.007135571039945936,-0.006622838212749886,-0.004052917706915868,-2.6259841560915407e-05,-0.009583896609194613,0.0033978090685013174,0.0010847475074775813,0.0023130615610237157,0.00897206187511665,-0.006268923062669279,-0.002533041246712782,0.0014934076696146161,0.00919842839581624,0.007082190119067877
78,FL,Port St. Lucie,0.004907316633338321,0.021599293740002,0.013613278755497477,0.0079860149845046,-0.028537002118765392,-0.004944846913055273,-0.0042892775677419795,-0.0064282785798307355,-0.0023689525992549483,-0.010505646458882445,0.0041489236800208535,0.002326209413529727,0.0018227142664911308,0.007696101332080513,-0.005630322074354693,-0.003283350906289978,0.0014082029085330306,0.007920915489562589,0.0072806559146295705
79,FL,Punta Gorda,0.0048347650024189726,0.017144244056055497,0.014059009805593894,0.003085234250461553,-0.027391854436297547,-0.008723022215742251,-0.006190668833742315,-0.002109857076560792,0.0005743148701870503,-0.01094262118043928,0.0012485217572829575,0.00034731341622825686,0.0009012083410547144,0.013833853625378034,-0.003116103352814159,-0.004993392547312618,0.0036091167082879312,0.010711980333455294,0.0076222524837616015
80,FL,Sebastian-Vero Beach,0.005860901671253693,0.02058413100579141,0.014132809684996403,0.006451321320795067,-0.024286017578538432,-0.005818250381690714,-0.005873030641031257,-0.0031109776051397656,-0.0012866791823845161,-0.008197079768292176,0.0014675877634388256,0.00123989817823922,0.0002276895851996245,0.00809520048056181,-0.006139066214769364,-0.0030880143921191497,0.0018379673269754567,0.007866567972180744,0.007617745788294138
81,FL,Tallahassee,0.0023410625633523696,0.012477165261573914,0.009850429352496163,0.0026267359090776797,-0.020142256877924453,-0.00497244985974396,-0.006484916725103082,-0.0013954884608671538,-0.00015922611745639373,-0.007130175714753857,0.004407009665901754,0.0015780359560248827,0.00282897370987684,0.005599144513801141,-0.006286474808083547,-0.0019089441209186669,0.0016921196620545108,0.005919842517615157,0.006182601263133684
82,FL,Tampa-St. Petersburg-Clearwater,0.005193839719481953,0.021211444787101397,0.012084799727165913,0.009126645059935509,-0.02189438652947165,-0.004015345061799125,-0.004014858439182804,-0.003729766511357455,-0.001907984381770145,-0.008226432135362144,0.001131370956601374,0.0013320899839036773,-0.0002007190273023048,0.004745410505250902,-0.0054746813442899936,-0.0032037323444599197,0.0009458412515111584,0.006331681134148271,0.006146301808341399
83,GA,Albany,0.006570686885137178,0.01777483915833973,0.011352255059145907,0.006422584099193794,-0.0158250732544995,-0.007371308802817307,-0.00414891099390452,-0.002042514375300328,0.0028020020211820852,-0.005064341103659428,-0.00036533182678012005,0.000765606555213582,-0.0011309383819937055,0.00498625280807688,-0.003958501870009578,3.0553060230899265e-05,0.0021855587857720557,0.003014931260954007,0.003713711571129475
84,GA,Athens-Clarke County,0.006430610631175449,0.020762977212459524,0.012573715161135429,0.008189262051323977,-0.02049746557319496,-0.004467590152099125,-0.0008220036172816443,-0.003994104681457156,-0.0016871947949857124,-0.009526572327371316,0.002576943494170384,0.0019770474434391352,0.0005998960507312723,0.003588155497740775,-0.004506568017180211,-0.0035356176356808955,0.0016352669495318384,0.0053349698613014635,0.004660104339768573
85,GA,Atlanta-Sandy Springs-Roswell,0.004967292006843428,0.012572448543487505,0.00878350503289356,0.0037889435105940977,-0.014838224449445048,-0.004982610666065479,-0.003554346364242664,-0.0011720083850665641,0.0008978884008082644,-0.006027147434878595,0.0010915270806178268,0.0011591995493891102,-6.767246877125224e-05,0.00614154083218285,-0.004455418603344606,-0.0007707380713512513,0.0021558389121017,0.004869971198969324,0.004341887395807703
86,GA-SC,Augusta-Richmond County,0.005523005136866155,0.01359366189718804,0.009572181020035821,0.004021480877152317,-0.011918384095206123,-0.004614008537098861,-0.004001530067612433,0.0019231067136758484,0.00041041797753087883,-0.0056363701817015435,-0.0007349241199989878,0.0006160354706223874,-0.0013509595906213633,0.0045826514548830966,-0.0039514626187214415,-0.001604922882629825,0.002153185588470656,0.003998914861767317,0.003986936505996391
87,GA,Brunswick,0.005748369138796615,0.012366213746932685,0.010162473422558334,0.002203740324374308,-0.016918792431845825,-0.007918859097645933,-0.004163820033068741,-0.0031405111272489322,0.0035562609700245658,-0.005251863143906764,0.0017134604149116953,0.001871994298894595,-0.00015853388398289966,0.008587487408798389,-0.003872717933182383,-0.00017209043819856051,0.001572439622847248,0.004706054345199197,0.006353801812132885
88,GA-AL,Columbus,0.006079226346945799,0.01749660307600441,0.012259241026087437,0.005237362049917038,-0.01579098457720518,-0.004634747852809817,-0.0025686604733820353,-0.001163171312415525,0.0009412015047453004,-0.008365606443343096,-0.0010113798370676788,0.0005251476461961229,-0.0015365274832637686,0.0053849876852140885,-0.004707733218733783,-0.0033949777962249197,0.001639712415782417,0.006683793994621726,0.005164192289768679
89,GA,Dalton,0.006209458643884502,0.005952791907645721,0.0067513634222561075,-0.0007985715146104494,-0.007715555331759133,-0.008880917584746784,-0.004523070849251874,0.006262205480988561,0.004801761187401575,-0.005375533566150642,-0.005680282909096276,-0.001951006444777921,-0.0037292764643183604,0.013652504977094082,0.00025068434829920994,0.004807569227657779,0.005761281265083858,0.002375033970965661,0.00045793616508759717
90,GA,Gainesville,0.006211243464015748,0.010781743225783666,0.007950437756251753,0.0028313054695318987,-0.010842018459939595,-0.0073552149897957815,-0.0026021973294442363,0.0017670869485898535,0.0020963403299883447,-0.004748033419277785,-0.0026644557707805085,-0.000541159785043278,-0.002123295985737249,0.008935974468952307,-0.005154618596248845,0.003505315776749375,0.002418199460966733,0.005764908355348025,0.002402169472137009
91,GA,Hinesville,0.00900330971984803,0.01284171959182931,0.00958856819113537,0.003253151400693953,-0.009377579587567242,-0.008736424126565428,-0.0012975320310748895,0.004589222308864454,0.005951462301324095,-0.00988430804011547,-0.0035312752414615976,0.0017625805651322773,-0.005293855806593875,0.009070444957047369,-0.002731289029929855,-0.002117405612485045,0.006022406254297104,0.00031040892339049414,0.0075863244217746735
92,GA,Macon,0.004341419528028467,0.016672496149422456,0.01219026921642827,0.004482226932994182,-0.020323951291100758,-0.007719666636921919,-0.0057516615836671475,4.257789525111827e-05,-2.158426739743563e-05,-0.006873616698365385,0.0012783202986553985,0.0016771470160385335,-0.00039882671738310915,0.006714554371051422,-0.003482064739033935,-0.00170937773376105,0.003418159973576445,0.003331318143725788,0.005156518726544195
93,GA,Rome,0.004185006610181619,0.01845931021597902,0.015720075011721783,0.002739235204257208,-0.02649700772081895,-0.006312617209939164,-0.0032124848849604468,-0.007641666132796624,0.0005736638044911736,-0.009903903297613884,0.0020465565879252967,0.0012930801973468386,0.0007534763905784822,0.01017614752709639,-0.008332459476419484,-8.292245182538184e-05,0.001215042104798912,0.01005281401665608,0.00732367333388629
94,GA,Savannah,0.005224501089541811,0.011786495075157085,0.009485589333177336,0.0023009057419798237,-0.015439467408134287,-0.006611072743786321,-0.0035579170736481226,-6.817247538015021e-05,0.0008771052203430003,-0.006079410335662672,0.0013568841540540636,0.0005096595964301665,0.0008472245576238609,0.007520589268465216,-0.0038983205574592635,-0.0004361050115312543,0.002522241202092386,0.004808162545366028,0.004524611089997292
95,GA,Valdosta,0.006020445463000179,0.019327999276405744,0.01340829924122703,0.0059197000351787635,-0.023862924255650675,-0.007515793260271245,-0.003751974722749192,-0.0024332587419315798,0.0005193060150877581,-0.010681203545786435,0.0016014714941814667,0.0018854386014614845,-0.0002839671072800143,0.008953898948064115,-0.0025626738802418114,-0.003025907206975285,0.00340802207449957,0.005261288090095385,0.0058731698706862715
96,GA,Warner Robins,0.006660834765979562,0.02346683207029418,0.01549476586466098,0.007972066205633205,-0.020391252864936957,-0.0016002564321535436,0.003607698213743328,-0.008033690953307495,-0.0015445991614614974,-0.012820404531757736,0.0010109008908255127,0.00013076256393186603,0.0008801383268936222,0.00257435466979683,-0.009880617041064948,-0.0034974310711887798,0.0015974135908251865,0.007192541900075514,0.0071624472911498566
97,HI,Urban Honolulu,0.005002350235199959,0.008514921369492584,0.007350748049394049,0.0011641733200984034,-0.013182081971441384,-0.005348906908825571,-0.004238835751665761,-0.0018330208090778718,0.0005568480415531658,-0.002318166543425336,-7.530119171334644e-05,0.0009787642365648754,-0.0010540654282782669,0.009744812028862238,-0.0037059352438494134,0.0006143350037170968,0.0022260588809084737,0.004366352096175571,0.006244001291910504
98,IA,Ames,0.0024201541856195274,0.00954992951005258,0.010144307461798598,-0.0005943779517460779,-0.020821689977577884,-0.006547836452687035,-0.005515519840347503,0.0006964868197959737,-0.0013446731493709301,-0.008110147354968372,0.005320319666468489,0.003801265315398476,0.0015190543510699775,0.008371594986676195,-0.005422967713976396,-0.0044643084490646814,0.003890910152032294,0.005794908717092168,0.008573052280592812
99,IA,Cedar Rapids,0.004133599576778836,0.009928477150409456,0.00790401383042312,0.002024463319986243,-0.01398643408666228,-0.00670112006663464,-0.005393735678756256,0.0021423496233764637,-8.005216374454975e-05,-0.003953875800903249,-0.0004569421562773748,0.0005106931099142509,-0.0009676352661915668,0.00864849866930939,-0.004335412700544786,-0.0007779068241923481,0.003102170160887805,0.0048525252756158425,0.005807122757542891
100,IA-IL,Davenport-Moline-Rock Island,0.0047147942522154365,0.01267142693308465,0.00879540505401287,0.0038760218790717883,-0.017958820020621297,-0.005099986301366648,-0.004613347870745237,-0.0004856218253875833,-0.00014513453470826887,-0.007614729488413553,0.0026014953101315685,0.002145435267992586,0.0004560600421390088,0.0074006920296206535,-0.003680445522127785,-0.0027792483551852547,0.002325040039717861,0.0054087598195952475,0.006126586047620581
101,IA,Des Moines-West Des Moines,0.004444081382598553,0.013970168735256486,0.008408409361327779,0.005561759373928429,-0.01693093257708253,-0.0038231240888585982,-0.004895056785448618,-0.001634347837111024,-0.0005824075136827978,-0.005995996351981503,0.0017289808279312075,0.0018960360085044086,-0.00016705518057325008,0.005675864396493618,-0.005408800772346019,-0.0017169889822729529,0.001824744038400914,0.005404658452051243,0.005572251660660397
102,IA,Dubuque,0.005393128270509584,0.01939425230984741,0.010986010320823329,0.008408241989024082,-0.02601317672096251,-0.0036803528566985992,-0.0032188104647014604,-0.005316840401309596,-0.003431964175223106,-0.010365208823029735,0.005612974450330988,0.005202192538286679,0.00041078191204430714,0.006399078231293626,-0.0039039907998608537,-0.005177875583651168,0.002015743522301168,0.005963922923605432,0.00750127816889908
103,IA,Iowa City,0.0027763440045089904,0.009296845647974757,0.009593038410598172,-0.00029619276262352057,-0.02009436989356061,-0.0032150412470072776,-0.0036425519559805664,-0.0036284080962709843,-0.0023624078769383244,-0.007245960717363485,0.0036696051928663057,0.003703425755153807,-3.3820562287466965e-05,0.009904263057229024,-0.0054510706824880545,-0.0032852340962663124,0.002434013356856061,0.008656853915575698,0.007549700563551637
104,IA-NE-SD,Sioux City,0.00647829636000663,0.0004588400391943858,0.002666182269004003,-0.002207342229809693,-0.00400934940062847,-0.010434596801111716,-0.007203534106325593,0.00853248161974348,0.0076571328528380845,-0.002560832965772725,-0.0031896429711860824,-0.00025933365677341565,-0.002930309314412721,0.01321844869262695,-0.00013434210708086758,-0.00035930009967136134,0.0073680566628401,0.0014051134845145946,0.0049389207520244794
105,IA,Waterloo-Cedar Falls,0.005047454845962696,0.020019726847279457,0.011991444187467566,0.008028282659811918,-0.019154988989408008,-0.0048373100594214895,-0.0028153460867690397,-7.752176115063264e-05,-0.003809829997430153,-0.0076149810846366855,0.003075356967170647,0.0027688450202609377,0.00030651194690966416,0.0011073600209204617,-0.006649873762521404,-0.003455045045732963,0.00018036851428869519,0.0054470476184974035,0.005584862696388724
106,ID,Boise City,0.003957806505174022,0.00880699150267221,0.0066344825820910044,0.002172508920581115,-0.011308902446183294,-0.00761290587044488,-0.006945151573657132,0.0013649325505083257,0.0027154674813610127,-0.0008312450339506423,-0.0009087604550681236,-0.00019092864166413148,-0.0007178318134040441,0.007368477903753445,-0.004967145504318333,0.002718257479753461,0.0015878024375223648,0.0056914480717105975,0.002338115419085348
107,ID,Coeur d'Alene,0.005232468842100657,0.01516443717303591,0.01040286305950353,0.004761574113532403,-0.01743351260282569,-0.007357555669491146,-0.004448354988280383,-0.004448865800036589,0.0014562240730442086,-0.002634960218061776,-0.0013199851645019807,0.000237660064389536,-0.0015576452288915132,0.008821529436392056,-0.006184494708763092,0.0006477090221965534,0.0010161792933268204,0.0104403849135914,0.002901750916040343
108,ID,Idaho Falls,0.006900529492592789,0.01860502664058193,0.008872373548640934,0.009732653091940852,-0.016447191047009202,-0.0026139362265478893,-0.0004491242133161377,-0.005794663626320404,-0.0006593852358890429,-0.006930081744935694,0.0022503329253725853,0.0031175107819797557,-0.0008671778566071778,0.0024923609736474395,-0.002792234190465877,-0.004632551342249873,0.0002457862738934613,0.0071222242975100625,0.0025491359349596628
109,ID-WA,Lewiston,0.005006394521916091,0.010018378704736694,0.008745975163417553,0.0012724035413191686,-0.01474605517011296,-0.007189415426148239,-0.0053534923112661115,0.0014449238473280212,0.002177410204739681,-0.005825481484766318,-0.0009281328572238768,0.0005979148194915802,-0.0015260476767154675,0.010662203844516216,-0.0008032861137514253,-0.0024300169289381,0.00367327589708269,0.0067266628973546225,0.0034955680927684397
110,ID,Pocatello,0.006567169964290187,0.027141254930196982,0.014632185360777853,0.012509069569419108,-0.020355580846377813,-0.006159824307282513,-0.0017090570662353366,-0.007985573521876427,-0.002530731003551029,-0.0019703949474325216,-0.003406983550356346,5.166445077664332e-05,-0.003458648001132995,0.0031884794308275066,-0.007204524600501264,-0.0008109851542130661,-0.0002898361456114968,0.008836983559429003,0.002656841771724292
111,IL,Bloomington,0.005204774117416266,0.014790053910101852,0.009440460406433657,0.005349593503668093,-0.021611801772433242,-0.006727402740821724,-0.005103126032948449,-0.0016048707136518366,0.0014177629381961524,-0.00959416522320735,0.002293434682955557,0.002280269242970589,1.3165439984981485e-05,0.00973308729679237,-0.0041936740772784455,-0.004574687693738365,0.0038980838911308008,0.00585539648327655,0.008747968693401819
112,IL,Champaign-Urbana,0.005589099359413985,0.017650152999760887,0.008400329679613421,0.009249823320147552,-0.021551092977967038,-0.0046187566740559455,-0.0037924853189828657,-0.0038075958607157907,2.4217435038026425e-05,-0.009356472559250456,0.004581147927904075,0.0035464116576388563,0.001034736270265256,0.004908891409715871,-0.004067051628991111,-0.004876624242998694,0.0016903777706459495,0.006119643801461499,0.0060425457095982064
113,IL-IN-WI,Chicago-Naperville-Elgin,0.004970348566734895,0.012898845635428093,0.0067708705588469045,0.006127975076581173,-0.01828648388714432,-0.0034968667214969953,-0.0026577316965698122,-0.003137815359851283,-0.002040554711924925,-0.006953515397301282,0.004747692233790193,0.003908143669744672,0.0008395485640454829,0.0056102945846603644,-0.003932798800443577,-0.0024109637920592263,0.0012941374292378335,0.005560898046166728,0.005099021701758581
114,IL,Danville,0.0064756510301007255,0.019369784853372263,0.011511966207472685,0.007857818645899593,-0.02012779686231214,-0.0071951365565818175,-0.0006260718686902506,0.0014467577184318278,-0.0012354960095240439,-0.012517850145947834,0.0009217174629167523,0.0011186817740372595,-0.00019696431112051216,0.00631194557612344,-0.004441107592107699,-0.004539300883514438,0.0039114583755939175,0.006122533563329567,0.005258362112822114
115,IL,Decatur,0.005659927401436171,0.008429429494219723,0.007433412806633426,0.0009960166875863166,-0.013979675599486957,-0.006930210342261357,-0.0035604844323575344,0.0011536015012490602,0.0020963037783818736,-0.006738886104499013,-0.0002852579097921762,0.0010967800854251725,-0.0013820379952173695,0.011495431416495477,-0.00012420263720831076,-0.003585714012202243,0.003942356490277625,0.005889131231535234,0.005373860344093182
116,IL,Kankakee,0.0064190661975142005,0.009307050413291426,0.0070541832851119595,0.0022528671281795143,-0.016178190622594985,-0.0060210369423161604,-0.001238641015506678,0.0010157134369612603,-0.0006309308431358822,-0.009303295258597508,0.0007565120569338267,0.002303052407681441,-0.001546540350747614,0.012533694349883773,-0.0025067140614042464,-0.004488945580132783,0.006040959684189204,0.007321352239356364,0.006167042067875196
117,IL,Peoria,0.005671656662017521,0.019317902800471482,0.010327101542128944,0.008990801258342423,-0.022412570978162818,-0.0014511025479736275,-0.0010969078945899727,-0.005700978215422075,-0.004202224294787976,-0.009961358025389166,0.006141000426827962,0.0044548314295193535,0.0016861689973085641,0.0026253244128812137,-0.00470835212894204,-0.005451954834462522,0.0010878735021444264,0.005294747153033868,0.006403010721107494
118,IL,Rockford,0.005401153009870875,0.017781410541132053,0.010876330365842166,0.006905080175289957,-0.02023520346258673,-0.0058172594731145935,-0.002000453514895098,-0.003686717908984907,-0.0026394256522379107,-0.006091346913354215,0.000977543891670759,0.0016336660454089635,-0.0006561221537382429,0.006877402039654812,-0.00571501881062958,-0.00035229496221210466,0.001294504352464837,0.006768257125701331,0.004881954334330337
119,IL,Springfield,0.0030465216062790512,0.016273603975335168,0.010818518194469558,0.005455085780865704,-0.019888312108646663,-0.006888650822785565,-0.00552432770533752,-0.0008624942442124367,-0.0018701350112097853,-0.0047427043251013845,0.0007370822694358209,0.001265762923072844,-0.0005286806536370403,0.005924147470154295,-0.005119749756246668,-0.0025437325505775423,0.001863180756839302,0.006691056617105735,0.0050333924030334645
120,IN,Bloomington,0.004707285869335831,0.013897146159605078,0.010384090864094031,0.0035130552955109783,-0.02011807773770111,-0.007939458108215731,-0.0052098227206668546,-0.0017101698834939005,0.0011123721560391577,-0.0063709991813637725,0.0016708957576582403,0.0019107984729181734,-0.00023990271525990703,0.009257321689773612,-0.005024951894503515,-0.001273396502359074,0.0017224975265246953,0.007304095449527177,0.00652907711058431
121,IN,Columbus,0.0045140242168881795,0.0176643352839483,0.013927349282716729,0.0037369860012315273,-0.023169505983189925,-0.008865153985275029,-0.0036530146362255063,-0.002075222517911604,-0.002556496738684272,-0.006019618105093508,-0.0004745606099302094,6.403857017002641e-05,-0.0005385991801002394,0.01049375552606005,-0.0049037289671853,-0.0008821270161899832,0.002657004070300929,0.007465130714264356,0.00615747672487005
122,IN,Elkhart-Goshen,0.00715838075971964,0.01121576238931078,0.0059921496997435006,0.0052236126895672955,-0.012379517478566636,-0.0073040292125927655,-0.0008954301328137418,0.002164774462996441,-0.0007334197364606693,-0.00561141285969588,-0.0010103771298162372,0.000242652561008019,-0.0012530296908242445,0.009332512978792009,-0.0014415051867910367,2.8071106740315547e-05,0.004897546468876275,0.0018631218208992847,0.003985278769067154
123,IN-KY,Evansville,0.00658963979555599,0.013372570463763958,0.008739527616502686,0.004633042847261369,-0.011734013381860364,-0.006294636035533718,-0.0024591695168537445,0.00033430073561364215,0.0010483035411220712,-0.004362812106208619,-0.0017649901423870684,-0.0006749206230147655,-0.0010900695193723393,0.006716072856039257,-0.00541563383675949,-5.62548247534586e-05,0.002449206909340224,0.005412560234562496,0.004326194373649527
124,IN,Fort Wayne,0.005852257240290482,0.01312526290150702,0.007968880097937288,0.005156382803569733,-0.014315143172492772,-0.00562277199713633,-0.0026701190495101797,3.296893200849249e-05,-0.0005733047239109904,-0.005481916333943751,0.00018332659585117844,0.0007711412647914209,-0.0005878146689402528,0.006858810915424868,-0.003515245077598355,-0.001805451118125266,0.003166827670593155,0.0042174976456087095,0.0047951817949466215
125,IN,Indianapolis-Carmel-Anderson,0.005429384688774519,0.011392307063366231,0.007159856241828792,0.0042324508215376005,-0.012811731746290468,-0.00533565236197974,-0.0031441969482159447,0.0009811703031268187,-0.00013378936981514253,-0.005179263369406467,0.0008828747305620055,0.0012604606492955493,-0.00037758591873347444,0.005965934641136844,-0.00410896781747196,-0.0010252050394457884,0.0026765085787937358,0.0038577712871864928,0.004565827632074346
126,IN,Kokomo,0.0050686151422230106,0.012154829063783734,0.01040436225930677,0.0017504668044769425,-0.020624062543499216,-0.0071915176484557905,-0.004094203811575242,0.0003925252249387043,-0.0001246556376649777,-0.009606210670741916,0.003508277226860285,0.003376800488114269,0.00013147673874602805,0.010029571395078596,-0.0010415163619455145,-0.004404396607547281,0.0043151270510874,0.0036647137627065576,0.00749564355077742
127,IN,Lafayette-West Lafayette,0.00447254711175471,0.012193243344471777,0.009474694075535669,0.0027185492689359783,-0.019312083658924117,-0.0062591618764276866,-0.004490402995629028,-0.0015733863822684285,-0.00012628057602266304,-0.006862851828576329,0.001381089569965816,0.0015202389724403454,-0.00013914940247451368,0.010210297856241364,-0.0037262895438623725,-0.0020668631472993623,0.003431739114412767,0.00559832851397362,0.006973382919016724
128,IN,Michigan City-La Porte,0.00574509761242864,0.015006350911438038,0.011854228132655666,0.0031521227787824,-0.01963457952580705,-0.007665395627856234,-0.0034887298137854864,0.001140110305836356,0.00024578900832256806,-0.009866353398324227,0.0011692417711794793,0.0013147553109518625,-0.0001455135397723829,0.00920408445561824,-0.00415951147450344,-0.003186373038605993,0.004214129195995453,0.004911394861151119,0.007424444911581081
129,IN,Muncie,0.006011180936283944,0.02186531610755033,0.013866431875842064,0.007998884231708296,-0.02029451300345872,-0.008005623576362902,-0.0044131498736865934,0.0010835594442530523,-0.00020082354994454055,-0.008758475447717741,0.0020681832026325717,0.0019125757101942907,0.00015560749243828664,0.0023721946295599816,-0.005199189766921089,-0.006655553926941214,0.003199768427865006,0.0033587545472429513,0.007668415348314342
130,IN-MI,South Bend-Mishawaka,0.0047242177758338175,0.009194308582051794,0.008231336814720429,0.0009629717673311984,-0.015356584192918491,-0.0053428737413158045,-0.004413059947585861,0.0008409739799249139,-0.00018068396919008328,-0.006260940514751637,0.0007864534872782798,0.0013697755101824054,-0.0005833220229041793,0.010100039899422623,-0.002705470790755518,-0.0017739380806199856,0.0035666779390255703,0.004889529847561218,0.006123240984211332
131,IN,Terre Haute,0.005235467870175314,0.013863642134464477,0.009794309059222156,0.0040693330752423285,-0.019271674418362,-0.0050911046615471035,-0.002403148242208636,-0.001795939219892087,-0.0020752005068059927,-0.007906281787908156,0.002315714484750896,0.0016733892683008962,0.0006423252164499718,0.008327785669321547,-0.005676886197898603,-0.002717291295098935,0.0022069169717435985,0.007247278041712323,0.007267768148863152
132,KS,Lawrence,0.005146933999945202,0.019569757307948632,0.013046216260307338,0.0065235410476412676,-0.023115589286026642,-0.005073221905729248,-0.005503971054090201,-0.004244808382481903,-0.0009129466601821289,-0.007380641283543162,0.002903151893978939,0.0033143219280376327,-0.0004111700340586888,0.005789614084044242,-0.004104405726808692,-0.0033738442943938296,0.0013795975717791065,0.00505847363001654,0.006829792903451142
133,KS,Topeka,0.005295836423746481,0.014976229508829125,0.009275742665422158,0.005700486843406871,-0.014784279958857309,-0.0048716293136917615,-0.0057882539287927364,0.0003894282684567957,-0.0011440928980054124,-0.003369732086824194,-0.0018681406772925453,0.0006703660303110648,-0.0025385067076036764,0.006972027551067489,-0.00372588611556892,0.00026218036810190387,0.0028770579024733826,0.004630609787622926,0.002928065608438172
134,KS,Wichita,0.005170171854804229,0.01582773947816206,0.010790432536174788,0.005037306941987285,-0.015895337020688655,-0.005953151738866333,-0.0045675141593377955,-0.001555736053848733,9.689988092334569e-05,-0.003915834949559147,-0.0017801875710308434,-4.378661540330869e-05,-0.0017364009556274582,0.007017956968361522,-0.006245586289768061,0.0012937950960577801,0.0009107717628372078,0.007178593482879823,0.003880382916354772
