,Job Code,Job Title,Automation Index,Race with the Machine,Communication,Managerial Task,Clerical Task,Equipment Maintenance,Race against the Machine,Information Processing,Perceptual Task,Equipment Operation,Operation Monitoring,Physical Task,Race ahead of the Machine,Strategic Thinking,Running a Different Race,Dynamic Physical Task,Hazardous Task,Group Task,Conflict Resolution,Creative Thinking,Changing the Course of a Race,Routine Task
97,19-1021,Biochemists and Biophysicists,48.9512591,14.93871976,1.626980024,3.247576668,5.779283246,4.284879822,16.92074405,9.802541325,0,1.290685777,5.698920774,0.12859617,7.073133051,7.073133051,5.26798557,0,1.318162061,0.391290041,0.614746988,2.943786481,4.750676668,4.750676668
98,19-1022,Microbiologists,50.04957693,13.21421135,1.501748615,3.380587122,6.315612176,2.016263441,19.23537112,8.362912403,0,2.893362948,6.843826929,1.135268835,5.836320122,5.836320122,5.834531073,0,2.174065518,0.899582569,1.304510594,1.456372391,5.929143264,5.929143264
99,19-1023,Zoologists and Wildlife Biologists,48.64117352,15.6471781,3.242978261,3.897149781,6.958892946,1.548157108,20.12226991,8.127513867,5.594615497,1.305826912,5.065210362,0.029103273,6.297229352,6.297229352,4.557913928,0.965541623,0.416854607,1.507683141,0.623583151,1.044251406,2.016582237,2.016582237
100,19-1031,Conservation Scientists,47.42440174,16.77210835,5.413564156,3.916677015,6.120127776,1.321739399,18.55731721,4.551176169,7.063046667,2.291974192,3.733098592,0.918021594,5.348078775,5.348078775,5.487263915,0.954482063,0.63340114,1.056637872,1.885270841,0.957471998,1.259633494,1.259633494
101,19-1032,Foresters,47.93870075,16.27653699,5.388211033,4.412849271,3.941370002,2.534106679,18.25079181,4.133730179,5.7400037,3.333166937,3.891545894,1.152345106,5.719482307,5.719482307,5.633840976,2.483370559,1.470487917,0.304055321,0.724442522,0.651484657,2.05804867,2.05804867
102,19-1041,Epidemiologists,48.99084192,16.18575194,4.581791399,3.066581674,7.540338258,0.997040609,16.99371506,9.749162091,0,0.003354815,7.241198149,0,8.928459337,8.928459337,2.852493091,0,0,0.834999782,0.316290689,1.701202619,4.030422495,4.030422495
103,19-1042,"Medical Scientists, Except Epidemiologists",49.48862688,16.23342259,3.411841832,4.393499182,6.978683889,1.449397686,16.65505329,11.30803513,0,0.003843357,5.343174803,0,7.407027402,7.407027402,4.026948002,0,0.096049565,1.758925038,0.902172299,1.269801101,5.166175597,5.166175597
104,19-2011,Astronomers,48.84368386,13.08156403,0.506561285,3.424505371,6.49331852,2.657178854,22.52433106,14.3002137,0.496019148,0.876977639,6.851120577,0,7.29009611,7.29009611,3.270660545,0,0,0,0.024774175,3.24588637,2.67703211,2.67703211
105,19-2021,Atmospheric and Space Scientists,48.99275453,16.95875026,3.616094344,2.795241803,9.401816373,1.14559774,17.10316349,10.29332821,0.25776723,0.196653857,6.35541419,0,7.533983201,7.533983201,2.254632491,0,0,0.372713028,0.372518573,1.50940089,5.142225091,5.142225091
106,19-2031,Chemists,51.46611859,15.89011628,0.352300208,2.389531426,5.405179935,7.743104714,20.95092179,12.02341628,0,2.439932816,5.484443458,1.003129243,5.021219504,5.021219504,4.853845735,0,3.438147951,0.399572506,0.500734587,0.515390691,4.750015268,4.750015268
107,19-2032,Materials Scientists,49.07000784,15.24002042,0.568291418,3.260170607,6.472524612,4.939033787,17.83418336,10.68497845,0,1.77894144,5.370263479,0,7.115752333,7.115752333,5.829953917,0,2.023486661,0.532420203,0.874776394,2.399270658,3.050097797,3.050097797
108,19-2041,"Environmental Scientists and Specialists, Including Health",49.65204251,16.41912145,3.463575023,1.798201114,8.815167929,2.342177379,19.81842941,11.48149487,2.68335459,0.535179408,5.118400544,0,7.563796434,7.563796434,2.295105608,0,0.046805794,1.311177152,0.300517062,0.6366056,3.555589615,3.555589615
109,19-2042,"Geoscientists, Except Hydrologists and Geographers",49.09223522,13.54044969,1.734384418,1.661806872,7.736635262,2.407623142,22.56737679,11.87459051,3.99229073,1.312431831,5.160951051,0.227112665,6.737532937,6.737532937,3.058340142,0.368183546,0.404491411,0.297964573,0.28373149,1.703969122,3.188535659,3.188535659
110,19-2043,Hydrologists,49.48739262,15.13127406,1.506141855,2.612654963,7.078746065,3.933731173,21.03346839,12.6570028,1.49471502,0.759748104,6.086799416,0.035203055,6.625880704,6.625880704,3.338912266,0.662872372,0,0.119091198,0.523917445,2.033031253,3.357857197,3.357857197
111,19-3011,Economists,49.02622292,15.30063418,1.616489864,2.750925563,10.56419157,0.369027181,19.10375148,16.56404208,0,0,2.539709396,0,10.36164038,10.36164038,3.18779312,0,0,0.062736747,0,3.125056372,1.072403758,1.072403758
112,19-3022,Survey Researchers,49.63370368,23.04152163,3.477034192,8.113245436,9.773605694,1.677636305,13.41994396,10.94682707,0,0,2.473116896,0,7.40602325,7.40602325,2.752158608,0,0,1.046100887,0.33539977,1.370657951,3.014056229,3.014056229
113,19-3031,"Clinical, Counseling, and School Psychologists",47.18788034,21.36198824,9.163807665,3.422363108,8.775817469,0,10.9055397,5.537296694,0,0.578713268,4.789529734,0,7.097799534,7.097799534,6.938498096,0,0,0.726292727,4.969413399,1.242791969,0.884054771,0.884054771
114,19-3032,Industrial-Organizational Psychologists,48.30703094,22.31345053,6.803875039,6.411387544,8.287646448,0.810541497,10.56403082,7.057592615,0,0.194850506,3.311587695,0,8.285956141,8.285956141,4.31151298,0,0,1.497707238,1.130340682,1.68346506,2.832080473,2.832080473
115,19-3041,Sociologists,46.89508485,19.51280458,4.483963995,4.708320687,10.3205199,0,14.02436825,10.98252482,0,0,3.04184343,0,8.812386861,8.812386861,3.805524363,0,0,0,0.461375117,3.344149246,0.740000795,0.740000795
116,19-3051,Urban and Regional Planners,48.10074127,23.99419298,5.464646666,8.961118851,8.188676828,1.379750634,9.382306241,6.717152842,0.346785862,0.511285568,1.807081969,0,7.365587529,7.365587529,5.661545346,0,0,1.408565067,2.553425074,1.699555206,1.697109176,1.697109176
117,19-3091,Anthropologists and Archeologists,47.80072885,16.761455,3.037390523,5.362843741,7.507879699,0.853341042,17.61727183,10.33935208,1.536804364,0.588637065,5.014497222,0.1379811,7.639937507,7.639937507,2.520636692,0,0.061674337,0,0,2.458962356,3.261427815,3.261427815
118,19-3092,Geographers,48.47166116,16.44474411,1.798999268,3.457357908,8.928764372,2.25962256,16.52466926,11.23347704,0.037285313,0.258133769,4.995773139,0,7.755285016,7.755285016,2.635370368,0,0,0.385629577,0.262969864,1.986770927,5.111592405,5.111592405
119,19-3093,Historians,47.68198236,20.48932133,5.15675434,2.884269497,12.44829749,0,14.67659078,11.41475391,0.792315624,0,2.46952125,0,8.82173905,8.82173905,2.094145987,0,0,0.098138923,0,1.996007064,1.600185209,1.600185209
120,19-3094,Political Scientists,47.05759086,19.23384347,3.288045208,5.248960915,10.64257603,0.054261322,13.17015156,10.5598248,0,0,2.610326754,0,9.906220182,9.906220182,3.211789527,0,0,0,0.557003993,2.654785534,1.535586121,1.535586121
121,19-4011,Agricultural and Food Science Technicians,51.45154399,9.983106605,0.157820112,3.311859978,1.713436175,4.799990341,30.14250943,12.71761922,6.394435749,5.747294841,3.269307573,2.013852052,2.185509247,2.185509247,5.735434252,1.162347247,3.559511544,0.917243812,0,0.096331648,3.404984454,3.404984454
122,19-4021,Biological Technicians,51.03030176,11.64189494,0.467788182,0.777909598,4.764430525,5.631766638,24.72130536,11.3397179,0.213789212,3.778501777,7.311940825,2.07735565,3.960861108,3.960861108,5.505404903,0.634692412,2.885063732,0.763670415,0.749143633,0.472834711,5.200835444,5.200835444
123,19-4031,Chemical Technicians,51.90570973,13.83387404,0.789885331,2.175290398,2.79078412,8.077914195,21.31113421,7.658841203,0.094740047,6.711681159,4.616065937,2.229805859,3.945574829,3.945574829,7.042568771,2.016025324,3.672471402,0.908109072,0.089865207,0.356097766,5.772557883,5.772557883
124,19-4051,Nuclear Technicians,50.94023281,7.877796213,0.910479101,0.934522172,2.336875586,3.695919353,27.03164531,5.690245274,6.40460632,4.509392728,9.599323682,0.828077311,1.105981839,1.105981839,11.53594195,1.112639704,4.694080987,2.34599561,3.351937018,0.031288631,3.38886749,3.38886749
125,19-4091,"Environmental Science and Protection Technicians, Including Health",49.47101392,13.57525195,1.972253881,1.913849382,5.982512337,3.706636355,25.49363963,6.731954697,9.14492947,3.835598582,4.983298406,0.79785848,3.837569718,3.837569718,4.947857479,0.751537327,2.668300591,0.769798632,0.440366206,0.317854724,1.616695132,1.616695132
126,19-4092,Forensic Science Technicians,49.55766038,11.79983367,2.198375009,0.518632038,5.383596952,3.699229672,25.41688547,5.977794821,4.78050507,4.811056153,8.789933493,1.05759593,2.965488584,2.965488584,5.568012891,0.734818314,2.504284205,0.492003341,1.429865708,0.407041323,3.807439767,3.807439767
127,19-4093,Forest and Conservation Technicians,48.03053237,10.88968817,1.387658634,3.668043189,2.429674032,3.40431231,22.09149901,2.529466575,8.757432004,4.841560659,2.760474747,3.202565023,2.394829015,2.394829015,11.38715625,4.692355233,3.268666821,2.28496535,0.800758893,0.340409951,1.267359931,1.267359931
128,21-1012,"Educational, Guidance, School, and Vocational Counselors",47.09748379,21.00571845,8.450588323,4.770360824,7.688442407,0.096326893,6.654058484,3.648273693,0,0,3.005784791,0,7.975549414,7.975549414,10.8011047,0.457128308,0,2.259094553,7.061737262,1.023144578,0.66105274,0.66105274
129,21-1013,Marriage and Family Therapists,47.39179797,18.27077996,8.932674998,2.139542627,7.198562335,0,9.196747271,3.264737134,0.12152852,0,5.810481618,0,8.25095404,8.25095404,9.72900844,0.039900205,0,1.258389174,6.774328749,1.656390312,1.94430826,1.94430826
130,21-1015,Rehabilitation Counselors,47.28327018,23.78542111,12.35254596,3.206350422,8.226524726,0,4.991673072,2.357872148,0.158188098,0.35439502,2.073216316,0.048001491,6.65330746,6.65330746,10.57812496,2.193602395,0.256833122,0.778451146,6.801736298,0.547501997,1.274743588,1.274743588
131,21-1021,"Child, Family, and School Social Workers",48.1108828,21.80992635,9.457597001,3.746853233,8.605476113,0,9.405335343,4.982606168,0.966087679,0.498063197,2.795687944,0.162890355,5.687032541,5.687032541,9.899141643,0.469889515,0.069331912,1.563337885,7.054539792,0.74204254,1.309446927,1.309446927
132,21-1022,Healthcare Social Workers,47.39044759,19.97184393,7.506922258,4.707113044,7.757808628,0,8.60355947,3.911656207,0.231986308,0.307995454,4.151921502,0,6.719089048,6.719089048,11.42116801,0.797914854,0.172662951,1.630614234,7.765373575,1.054602396,0.674787132,0.674787132
133,21-1023,Mental Health and Substance Abuse Social Workers,47.84320133,19.28878348,8.456853081,2.917955659,7.913974738,0,10.58040273,4.778814532,0,0.114851251,5.686736948,0,5.975665873,5.975665873,9.892938615,0.928917387,0.054814246,1.188263537,6.250902152,1.470041293,2.105410632,2.105410632
134,21-1091,Health Educators,46.76467851,26.0073123,8.320002998,7.578154704,10.10915459,0,5.897268439,2.449963387,0,0.004525483,3.278384629,0.16439494,7.507814109,7.507814109,6.768371748,0,0,3.82113339,1.70044507,1.246793288,0.583911922,0.583911922
135,21-1092,Probation Officers and Correctional Treatment Specialists,49.1806357,19.86912503,8.658135392,1.695795885,9.515193757,0,10.83391226,6.684331527,0.526399293,0.114227878,3.50895356,0,4.688531558,4.688531558,12.69257,1.259338246,0.263758704,0.790166231,10.36363289,0.015673924,1.096496849,1.096496849
136,21-1093,Social and Human Service Assistants,48.20730563,20.64545461,9.478869942,3.107260328,8.059324343,0,9.110700581,3.749458013,1.499808103,1.420861738,2.440572727,0,4.063761646,4.063761646,13.18304633,1.397363489,0.826961405,0.965803696,9.606970531,0.385947214,1.204342454,1.204342454
137,21-2011,Clergy,46.68964987,23.97449661,9.621597665,6.682675643,7.670223307,0,6.798858179,1.290432627,0.458231434,0.285070168,4.76512395,0,7.072773082,7.072773082,7.352874553,0,0,1.740828856,3.865354871,1.746690826,1.490647441,1.490647441
138,21-2021,"Directors, Religious Activities and Education",46.52164195,27.14484102,8.645837058,11.78338821,6.71561575,0,3.814398027,1.99392741,0.042850072,0,1.777620545,0,7.939194374,7.939194374,7.051312879,0,0,3.05833416,2.512874802,1.480103916,0.571895657,0.571895657
139,23-1011,Lawyers,49.20237755,18.0679511,6.212339814,1.760959395,9.792513312,0.302138575,12.34027429,6.626031055,0,0.827721133,4.550186488,0.336335612,6.899235801,6.899235801,7.670106587,0,0,1.679340505,4.322429649,1.668336432,4.22480978,4.22480978
140,23-1012,Judicial Law Clerks,51.43769509,21.91817095,3.31994761,0.722046856,17.6295172,0.246659287,16.81469511,13.45176646,0,0.465104224,2.897824425,0,6.941884237,6.941884237,0.454037035,0,0,0.454037035,0,0,5.308907754,5.308907754
141,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",50.70449471,16.06933566,4.64013444,1.61731953,9.811881689,0,16.63097036,9.623128771,0,0.216668404,5.989579624,0.80159356,6.226806751,6.226806751,6.711441621,0,0,0.710431077,5.957954293,0.043056251,5.065940324,5.065940324
142,23-1022,"Arbitrators, Mediators, and Conciliators",47.93822724,19.46114308,7.707477048,0.307204568,11.44646146,0,7.456909292,4.433071392,0,0,3.023837899,0,7.717395602,7.717395602,13.30277927,0,0,0,11.25743607,2.0453432,0,0
143,23-1023,"Judges, Magistrate Judges, and Magistrates",49.22778804,16.36530958,5.428074564,2.006164381,8.931070638,0,14.58871263,7.520043218,0,0.703877595,6.364791813,0,7.675303011,7.675303011,7.928436819,0.04190715,0,0.898635369,6.768695866,0.219198433,2.670025999,2.670025999
144,23-2011,Paralegals and Legal Assistants,53.36851772,29.96415916,3.10408905,2.006709526,24.57009947,0.283261113,10.98939871,8.891292137,0,0.01576572,1.592294499,0.490046354,4.462137337,4.462137337,1.991797286,0,0,1.903060754,0.088736533,0,5.961025232,5.961025232
145,23-2091,Court Reporters,54.99039666,16.9841167,2.834465023,0,13.10946185,1.040189833,24.14654886,6.482433818,0,4.013947769,7.941431988,5.708735281,1.579172172,1.579172172,0.993831901,0,0.132819692,0,0.86101221,0,11.28672703,11.28672703
146,23-2093,"Title Examiners, Abstractors, and Searchers",54.49419917,15.47081998,1.698437338,0.658084996,13.11429765,0,22.63791845,16.77948029,0,1.112166701,3.827703073,0.918568386,3.937786739,3.937786739,3.190568993,0,0,2.469998164,0,0.720570829,9.257104999,9.257104999
147,25-1011,"Business Teachers, Postsecondary",46.67389836,22.37309131,4.681408194,7.531657049,10.16002607,0,11.07132718,8.884335042,0,0,2.186992138,0,9.958945167,9.958945167,2.340303613,0,0,0.804835651,0.061291102,1.47417686,0.930231089,0.930231089
148,25-1021,"Computer Science Teachers, Postsecondary",47.15000245,21.71119659,3.194517223,7.20024991,10.50952639,0.806903064,10.85322764,8.800464444,0,0,2.020455421,0.032307774,9.938224408,9.938224408,2.210971747,0,0,0.402650038,0.183472245,1.624849464,2.436382072,2.436382072
149,25-1022,"Mathematical Science Teachers, Postsecondary",47.68716965,17.7220527,3.005174739,6.002721574,8.714156384,0,16.18092393,13.23569118,0,0,2.945232742,0,11.07534442,11.07534442,1.723864014,0,0,0,0.641501291,1.082362724,0.9849846,0.9849846
150,25-1031,"Architecture Teachers, Postsecondary",45.74592678,21.05646752,3.393296238,7.935136869,7.69397033,2.034064086,6.178906169,4.152939523,0,0.004848012,2.021118634,0,10.70699342,10.70699342,5.856911552,0,0,2.226643903,0.239602548,3.390665102,1.946648126,1.946648126
151,25-1032,"Engineering Teachers, Postsecondary",47.97906013,17.71215073,3.067829535,5.239781383,7.759539388,1.645000425,12.30290436,8.606679902,0,0,3.696224458,0,7.393015325,7.393015325,6.594084234,0,0.036670701,3.251708511,1.719475471,1.586229551,3.976905482,3.976905482
152,25-1041,"Agricultural Sciences Teachers, Postsecondary",47.01942535,22.93930709,5.48773818,9.067308145,7.577394783,0.806865985,11.13218483,8.804726628,0.068969871,0.050030506,2.208457823,0,9.916192005,9.916192005,2.66384845,0,0,0.699091599,0.178504125,1.786252726,0.367892975,0.367892975
153,25-1042,"Biological Science Teachers, Postsecondary",46.24192398,22.22937077,4.852280941,7.269937941,9.779222813,0.327929078,10.80582701,7.410771672,0,0,3.395055335,0,9.461649066,9.461649066,2.862139125,0,0.102732049,0.580876668,0.416537884,1.761992524,0.882938007,0.882938007
154,25-1043,"Forestry and Conservation Science Teachers, Postsecondary",47.1955107,23.21598355,4.41316756,8.090121204,10.43133536,0.281359426,11.67418811,8.73688091,0.808053348,0.004442543,2.124811305,0,7.809597767,7.809597767,3.58769055,0,0.042099008,1.398790602,0.027013773,2.119787167,0.908050721,0.908050721
155,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",47.29791837,19.76984123,4.5992476,5.02774067,8.614331244,1.528521712,13.47631888,10.69858654,0,0,2.777732342,0,9.29511497,9.29511497,4.08465613,0,0,1.355895353,0.331856256,2.396904521,0.67198716,0.67198716
156,25-1052,"Chemistry Teachers, Postsecondary",46.83148603,17.69298945,3.504729312,5.284811771,8.247840674,0.655607695,12.9446673,8.449656132,0,0,4.495011171,0,10.08846799,10.08846799,5.287570523,0,1.87350908,1.3264777,0.260457316,1.827126427,0.817790759,0.817790759
157,25-1053,"Environmental Science Teachers, Postsecondary",46.77466003,21.99957256,5.100229759,7.82287871,7.906492833,1.16997126,11.04023433,7.716124885,0.037836792,0.06998393,3.21628872,0,9.05407697,9.05407697,3.477343519,0,0.082513518,0.703547944,0.416205176,2.275076881,1.203432651,1.203432651
158,25-1054,"Physics Teachers, Postsecondary",47.36443497,19.38489505,3.393021765,7.006349359,7.446928331,1.5385956,14.150898,11.2448515,0,0.003891643,2.902154862,0,9.24102023,9.24102023,3.600845637,0,0,1.625970047,0,1.97487559,0.986776047,0.986776047
159,25-1061,"Anthropology and Archeology Teachers, Postsecondary",46.288306,20.55031163,4.169770181,5.30271698,10.76399922,0.313825249,9.411273675,5.947253003,0,0.005194741,3.458825931,0,10.52722599,10.52722599,3.954197745,0,0,1.168857257,0.417896046,2.367444442,1.84529695,1.84529695
160,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",46.46229143,19.74967679,3.377476834,6.904834982,9.467364971,0,13.52929812,10.20006285,0,0,3.329235273,0,8.810523679,8.810523679,3.877115164,0,0,0.65726246,0.718093226,2.501759478,0.49567767,0.49567767
161,25-1063,"Economics Teachers, Postsecondary",47.07694338,20.55564874,2.142221237,8.05885163,9.946802045,0.407773824,13.81733232,10.13849085,0,0,3.678841468,0,9.710866158,9.710866158,1.895178877,0,0,0,0.27855414,1.616624736,1.097917297,1.097917297
162,25-1064,"Geography Teachers, Postsecondary",46.77832652,22.34544633,4.000845882,6.572729902,11.15087968,0.620990875,12.35916746,9.606518385,0,0,2.752649071,0,9.299748849,9.299748849,2.581511475,0,0,0,0,2.581511475,0.192452409,0.192452409
163,25-1065,"Political Science Teachers, Postsecondary",45.80018119,20.70022735,2.205709006,8.018069004,10.36034521,0.116104129,10.92253406,9.879253315,0,0,1.043280745,0,10.69319929,10.69319929,3.096944191,0,0,0.486572353,0.257326289,2.353045548,0.387276298,0.387276298
164,25-1066,"Psychology Teachers, Postsecondary",45.63585071,22.40744826,5.229744539,7.016024537,10.14918925,0.01248994,8.925967675,5.845227935,0,0,3.08073974,0,11.38222806,11.38222806,2.037869799,0,0,0.027837052,0.063365867,1.946666881,0.882336918,0.882336918
165,25-1067,"Sociology Teachers, Postsecondary",45.45687588,24.64380816,5.278262749,8.113307536,11.25223788,0,8.026710931,6.270756125,0,0,1.755954806,0,9.65174273,9.65174273,2.885273976,0,0,0.481063764,0.035757972,2.36845224,0.249340083,0.249340083
166,25-1071,"Health Specialties Teachers, Postsecondary",46.75654024,19.58744688,4.535225431,6.096020381,8.95620107,0,10.09027275,6.736782292,0,0,3.353490462,0,9.101357944,9.101357944,6.613647289,0,0,2.516629017,3.325415161,0.77160311,1.363815373,1.363815373
167,25-1072,"Nursing Instructors and Teachers, Postsecondary",46.95851869,18.849314,5.624952508,6.948557925,6.152272165,0.123531398,11.91314625,6.559627242,0,0.899931051,4.426560771,0.02702719,8.547441246,8.547441246,6.496840301,0.059826411,0,2.374269,3.433090283,0.629654606,1.151776893,1.151776893
168,25-1081,"Education Teachers, Postsecondary",46.22850071,24.12699339,6.600179639,8.179885201,9.346928551,0,7.413446365,5.992132658,0,0,1.421313707,0,10.01098652,10.01098652,3.971306241,0,0,0.951515481,1.350771474,1.669019285,0.70576819,0.70576819
169,25-1082,"Library Science Teachers, Postsecondary",47.03044355,23.34775911,4.512090209,9.272527112,9.56314179,0,9.972876466,8.495997159,0,0,1.447162391,0.029716916,10.0174313,10.0174313,2.406634332,0,0,0.580867574,0.180943396,1.644823362,1.285742339,1.285742339
170,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",46.29293748,22.44376718,5.013600109,7.668576522,9.761590547,0,8.354324708,4.786059779,0.459945662,0,3.108319267,0,9.867055792,9.867055792,4.878194334,0.149321594,0,0.717429009,2.826558864,1.184884867,0.749595471,0.749595471
171,25-1112,"Law Teachers, Postsecondary",45.91405029,24.23400922,5.370628556,7.585858644,11.27752202,0,8.9643016,6.59381782,0,0,2.37048378,0,9.843843482,9.843843482,2.322125511,0,0,0.033072211,0.82324576,1.46580754,0.549770479,0.549770479
172,25-1113,"Social Work Teachers, Postsecondary",45.71887475,21.01461612,5.927070689,6.600282832,8.487262602,0,9.357614227,7.002227395,0,0,2.355386832,0,11.77731312,11.77731312,2.897701402,0,0,0.40226387,0.418747271,2.076690261,0.671629878,0.671629878
173,25-1121,"Art, Drama, and Music Teachers, Postsecondary",44.55239375,28.23199786,8.277702441,10.96118852,8.63771709,0.355389808,2.120607904,1.022560466,0,0.499813952,0.598233487,0,9.832885263,9.832885263,3.84841656,0.045712018,0,0.164673894,0.927927312,2.710103336,0.518486158,0.518486158
174,25-1122,"Communications Teachers, Postsecondary",45.58077318,23.93152643,4.89826084,10.48732822,8.54593737,0,7.140744057,5.61716839,0,0,1.523575667,0,10.70039373,10.70039373,3.296199019,0,0,1.148478284,0.776996435,1.370724301,0.51190994,0.51190994
175,25-1123,"English Language and Literature Teachers, Postsecondary",45.32266493,22.32882485,2.854531323,8.883258225,10.5910353,0,6.720103805,4.837766865,0,0,1.882336939,0,10.97016066,10.97016066,4.889295313,0,0,1.381561984,0.91699499,2.590738339,0.414280313,0.414280313
176,25-1124,"Foreign Language and Literature Teachers, Postsecondary",45.65314676,25.11819581,7.289227448,8.138833699,9.690134665,0,5.013881424,4.767410625,0,0,0.246470799,0,11.97016035,11.97016035,3.028895711,0,0,1.077821393,0.296571268,1.65450305,0.522013464,0.522013464
177,25-1125,"History Teachers, Postsecondary",45.4865174,24.66645317,4.911461611,8.683445798,11.07154576,0,6.395490245,4.304985043,0,0,2.090505202,0,10.69203438,10.69203438,2.747877432,0,0,0.115483787,0.535777198,2.096616447,0.984662175,0.984662175
178,25-1126,"Philosophy and Religion Teachers, Postsecondary",44.99079988,21.37873414,3.197717312,8.402448903,9.778567925,0,8.426611889,5.909518304,0,0,2.517093585,0,12.726166,12.726166,1.697253086,0,0,0,0,1.697253086,0.762034764,0.762034764
179,25-1191,Graduate Teaching Assistants,46.4773648,31.5508942,2.726169972,14.35320179,13.19644121,1.275081227,3.596402291,3.426989862,0,0,0.169412429,0,4.510677624,4.510677624,6.81939069,0,0,1.325740321,1.041447901,4.452202468,0,0
180,25-1192,"Home Economics Teachers, Postsecondary",46.56667015,23.10360236,5.828754685,7.728686263,9.54616141,0,8.091365837,6.897832274,0,0,1.193533563,0,10.12405796,10.12405796,4.198667229,0.171347378,0,0.224814847,2.374323221,1.428181783,1.048976767,1.048976767
181,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",46.06113237,23.19427791,4.897475788,10.07475432,8.222047797,0,8.010602838,5.564924766,1.206084948,0.084428153,0.851559024,0.303605947,10.16771398,10.16771398,3.684852109,0.359533515,0,0.350175969,1.864049426,1.1110932,1.003685538,1.003685538
182,25-1194,"Vocational Education Teachers, Postsecondary",44.92601587,26.02998849,8.091441046,13.07646314,4.391511442,0.470572858,4.833896974,2.522158276,0,0.210362835,0.871331235,1.230044629,5.991657975,5.991657975,8.070472434,1.255476952,0.391625948,0.647613847,4.890282438,0.885473249,0,0
183,25-2011,"Preschool Teachers, Except Special Education",45.12156143,16.25273582,8.681018421,3.382370198,3.500574049,0.688773158,8.735803427,0.140711494,0.435034364,0.651317762,5.483992911,2.024746895,4.857770754,4.857770754,14.1438682,4.062173177,0.02116377,2.408915474,5.23298428,2.418631501,1.131383217,1.131383217
184,25-2012,"Kindergarten Teachers, Except Special Education",45.45160295,21.26214467,10.4958749,5.306089049,5.46018072,0,6.46301819,1.493938676,0.324329484,0.336759573,3.108423856,1.1995666,6.266057401,6.266057401,11.08511697,2.507305577,0.009648993,1.467317882,4.83580804,2.265036476,0.375265723,0.375265723
185,25-2021,"Elementary School Teachers, Except Special Education",46.40577728,18.75364635,7.594887603,5.335733234,5.592335695,0.230689812,8.699189205,3.410277389,0,0.169648759,4.794548753,0.324714304,7.308228359,7.308228359,9.472756226,0.921355744,0,1.661550172,4.89152328,1.998327031,2.171957143,2.171957143
186,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",47.1140211,21.09686703,8.772491399,7.220157801,5.104217835,0,7.994886644,6.164372941,0.077968384,0.004005714,1.748539605,0,7.144058797,7.144058797,9.825863133,0.275554597,0.567682846,2.255250048,5.627366832,1.100008811,1.052345489,1.052345489
187,25-2023,"Career/Technical Education Teachers, Middle School",47.03673302,20.68129801,5.977616875,7.761022243,6.576680208,0.365978686,9.759957898,3.9466515,0,0.830475362,4.982831037,0,7.013317835,7.013317835,8.048355376,0.701558879,0,1.011470483,4.917915834,1.41741018,1.533803901,1.533803901
188,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",46.52132882,19.43014705,7.210540939,5.893466179,6.051271261,0.274868673,8.193719718,4.659129564,0,0.194657981,3.339932173,0,9.046558285,9.046558285,8.12115814,0.325765869,0,1.426313893,4.126124252,2.242954126,1.729745624,1.729745624
189,25-2032,"Career/Technical Education Teachers, Secondary School",46.94729121,21.26995363,6.838581972,8.383821744,4.907509681,1.140040232,9.137063696,3.944797825,0.240249511,0.905009641,3.707855386,0.339151332,7.077160247,7.077160247,7.46280864,0.539118745,0.272741569,1.715829689,3.903006336,1.0321123,2.000304998,2.000304998
190,25-2053,"Special Education Teachers, Middle School",47.21281383,20.23965958,8.72916194,5.790187556,5.720310086,0,8.002001564,4.823867133,0,0,3.178134431,0,6.595189592,6.595189592,10.30879818,0.632102687,0.14467398,2.268629696,6.034278982,1.229112831,2.067164915,2.067164915
191,25-2054,"Special Education Teachers, Secondary School",47.13044339,20.41183093,8.870250645,6.058080599,5.380128728,0.103370961,8.281492941,4.859283781,0,0.159462712,3.255136369,0.00761008,7.321316212,7.321316212,9.251255527,0.87607099,0,2.082456524,4.711269088,1.581458924,1.86454778,1.86454778
192,25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,45.02783713,21.9856143,7.257204104,6.794763745,7.250978305,0.682668145,6.440087062,4.708540198,0,0,1.731546863,0,8.430952254,8.430952254,7.372677903,0.117858774,0,1.861673422,2.590326291,2.802819416,0.798505616,0.798505616
193,25-3021,Self-Enrichment Education Teachers,43.93802798,26.41001701,10.05887277,11.14266499,4.738748576,0.469730668,5.315315045,0.026945835,0.250300063,0.056447411,0.820006621,4.161615115,3.973115833,3.973115833,7.224800078,2.620832424,0,0.184710155,3.167404209,1.25185329,1.01478001,1.01478001
194,25-4011,Archivists,49.95100494,26.58531821,3.140749646,8.609622759,14.8349458,0,9.8488265,8.362773465,0.474812112,0,0.510116329,0.501124595,5.339221166,5.339221166,1.164157551,0.057758471,0.10315378,0.688016317,0.048874991,0.266353993,7.013481513,7.013481513
