Job Code,Job Title,Job Family,Automation Index,Race with the Machine,Race against the Machine,Race ahead of the Machine,Running a Different Race,Changing the Course of a Race
27-1012,Craft Artists,"Arts, Design, Entertainment, Sports, and Media Occupations",46.33164456,13.63965681,17.51430181,1.530490466,13.47917427,0.168021191
27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators","Arts, Design, Entertainment, Sports, and Media Occupations",44.34249875,11.76014787,15.20472313,3.867639038,13.12037828,0.389610428
27-1014,Multimedia Artists and Animators,"Arts, Design, Entertainment, Sports, and Media Occupations",48.79755092,24.52837999,9.252166098,3.913069844,6.995423369,4.108511621
27-1021,Commercial and Industrial Designers,"Arts, Design, Entertainment, Sports, and Media Occupations",48.31050941,20.42041889,9.206750893,6.181058047,8.50819465,3.994086935
27-1023,Floral Designers,"Arts, Design, Entertainment, Sports, and Media Occupations",46.45377861,20.69767348,7.719787056,1.865956533,13.90160464,2.268756906
27-1024,Graphic Designers,"Arts, Design, Entertainment, Sports, and Media Occupations",47.8676027,20.92973475,6.329422381,3.480579359,9.955110209,7.172756003
27-1025,Interior Designers,"Arts, Design, Entertainment, Sports, and Media Occupations",48.05714638,26.26018761,6.890521945,4.784280665,7.47385863,2.648297531
27-1026,Merchandise Displayers and Window Trimmers,"Arts, Design, Entertainment, Sports, and Media Occupations",44.91706531,9.978637608,18.01420566,1.892904111,14.53968135,0.491636577
27-1027,Set and Exhibit Designers,"Arts, Design, Entertainment, Sports, and Media Occupations",47.68309702,20.46900032,13.47688617,4.928603222,6.879379413,1.92922789
27-2011,Actors,"Arts, Design, Entertainment, Sports, and Media Occupations",46.19257709,15.4185766,9.687227688,5.585888142,13.25475557,2.246129084
27-2012,Producers and Directors,"Arts, Design, Entertainment, Sports, and Media Occupations",47.91584017,24.58905554,7.034091042,5.544872585,7.617873729,3.129947274
27-2021,Athletes and Sports Competitors,"Arts, Design, Entertainment, Sports, and Media Occupations",46.24635283,7.95316689,16.81904525,1.685603106,19.23220833,0.556329247
27-2022,Coaches and Scouts,"Arts, Design, Entertainment, Sports, and Media Occupations",45.92207852,19.77500749,7.56997283,6.578236739,9.912723607,2.086137851
27-2023,"Umpires, Referees, and Other Sports Officials","Arts, Design, Entertainment, Sports, and Media Occupations",47.71687581,4.843786047,19.29357567,3.420950447,18.14303316,2.015530488
27-2032,Choreographers,"Arts, Design, Entertainment, Sports, and Media Occupations",44.90191803,14.68927399,7.116959335,4.508059196,18.2455723,0.342053206
27-2041,Music Directors and Composers,"Arts, Design, Entertainment, Sports, and Media Occupations",47.24997607,18.17070774,12.82397564,6.749125333,6.151881929,3.354285421
27-3011,Radio and Television Announcers,"Arts, Design, Entertainment, Sports, and Media Occupations",48.67639018,21.36257883,14.37948333,4.36747644,6.591276099,1.975575477
27-3012,Public Address System and Other Announcers,"Arts, Design, Entertainment, Sports, and Media Occupations",46.28242146,22.0246474,18.38947521,0,5.171196962,0.697101889
27-3021,Broadcast News Analysts,"Arts, Design, Entertainment, Sports, and Media Occupations",48.5647599,22.27306414,13.12987774,3.842895217,3.883163832,5.435758974
27-3022,Reporters and Correspondents,"Arts, Design, Entertainment, Sports, and Media Occupations",48.34974905,19.89249182,13.51690377,4.412805209,5.666274979,4.861273268
27-3031,Public Relations Specialists,"Arts, Design, Entertainment, Sports, and Media Occupations",47.4636271,26.45059192,6.440104405,6.73999227,6.04046882,1.79246968
27-3041,Editors,"Arts, Design, Entertainment, Sports, and Media Occupations",50.35781942,22.25384967,8.054515062,4.583629278,7.661704987,7.804120428
27-3042,Technical Writers,"Arts, Design, Entertainment, Sports, and Media Occupations",52.98506047,16.10425205,17.86371747,5.232085417,2.524820788,11.26018475
27-3043,Writers and Authors,"Arts, Design, Entertainment, Sports, and Media Occupations",46.11112771,19.20642243,5.334064272,8.399425388,10.93465505,2.236560562
27-3091,Interpreters and Translators,"Arts, Design, Entertainment, Sports, and Media Occupations",48.8580201,19.10003244,17.0995991,3.960588338,4.419467222,4.278332995
27-4011,Audio and Video Equipment Technicians,"Arts, Design, Entertainment, Sports, and Media Occupations",50.33109783,18.07058805,18.02439231,2.90694334,6.145457942,5.183716193
27-4012,Broadcast Technicians,"Arts, Design, Entertainment, Sports, and Media Occupations",51.29907113,22.97804764,21.6066427,1.52209283,3.146524677,2.045763286
27-4014,Sound Engineering Technicians,"Arts, Design, Entertainment, Sports, and Media Occupations",50.04050959,18.97508294,18.62414106,2.477931998,6.820957764,3.142395834
27-4021,Photographers,"Arts, Design, Entertainment, Sports, and Media Occupations",46.0653293,18.30658833,15.51240306,2.434050363,8.964208389,0.848079154
27-4031,"Camera Operators, Television, Video, and Motion Picture","Arts, Design, Entertainment, Sports, and Media Occupations",47.64814327,9.039351582,25.66584124,0.045513456,11.91095787,0.986479121
27-4032,Film and Video Editors,"Arts, Design, Entertainment, Sports, and Media Occupations",50.89554862,19.84127454,13.72818045,1.2305653,5.684182559,10.41134577
29-1011,Chiropractors,Healthcare Practitioners and Technical Occupations,48.31622027,14.89581709,15.99955917,5.350398653,8.442394627,3.628050727
29-1021,"Dentists, General",Healthcare Practitioners and Technical Occupations,49.183267,14.7647251,17.37318215,4.03989013,10.04725842,2.958211188
29-1022,Oral and Maxillofacial Surgeons,Healthcare Practitioners and Technical Occupations,48.6444927,13.9018429,16.65451735,5.049761124,10.37362216,2.664749169
29-1023,Orthodontists,Healthcare Practitioners and Technical Occupations,48.25952356,18.52503837,10.7413878,5.371085981,10.20423978,3.417771625
29-1024,Prosthodontists,Healthcare Practitioners and Technical Occupations,48.55615641,18.31082043,11.30889297,3.890026072,11.98617802,3.060238915
29-1031,Dietitians and Nutritionists,Healthcare Practitioners and Technical Occupations,47.69674655,23.39787678,8.800518694,7.256548692,5.700090496,2.541711887
29-1041,Optometrists,Healthcare Practitioners and Technical Occupations,49.1788673,15.8149662,20.56187622,3.181769222,5.280558036,4.339697616
29-1051,Pharmacists,Healthcare Practitioners and Technical Occupations,50.20910848,16.13470357,15.71031615,4.357800593,8.437734589,5.568553584
29-1061,Anesthesiologists,Healthcare Practitioners and Technical Occupations,49.70695088,10.67754312,21.25981818,4.594447255,10.28596794,2.889174384
29-1062,Family and General Practitioners,Healthcare Practitioners and Technical Occupations,48.44279636,13.93123692,16.90723887,6.929273602,8.693543197,1.981503766
29-1063,"Internists, General",Healthcare Practitioners and Technical Occupations,48.11649274,11.90842136,15.11910262,8.483693224,8.693306918,3.911968618
29-1064,Obstetricians and Gynecologists,Healthcare Practitioners and Technical Occupations,48.28035848,14.65120003,15.24510857,6.264877307,9.514384518,2.604788059
29-1065,"Pediatricians, General",Healthcare Practitioners and Technical Occupations,47.91847346,16.42135157,13.9657065,7.09884259,7.798349666,2.634223139
29-1066,Psychiatrists,Healthcare Practitioners and Technical Occupations,47.85177375,16.95703923,11.32199785,7.514811771,9.632894037,2.425030868
29-1067,Surgeons,Healthcare Practitioners and Technical Occupations,48.70738242,11.87102608,17.75981954,5.797229866,9.853999378,3.425307556
29-1071,Physician Assistants,Healthcare Practitioners and Technical Occupations,48.9166065,13.88894126,16.38440321,5.513579729,10.25017037,2.879511923
29-1081,Podiatrists,Healthcare Practitioners and Technical Occupations,48.7447714,14.88990672,14.93691809,5.156226288,11.73774701,2.02397329
29-1122,Occupational Therapists,Healthcare Practitioners and Technical Occupations,46.80898311,17.14854659,11.83134291,6.137021219,10.09614502,1.595927369
29-1123,Physical Therapists,Healthcare Practitioners and Technical Occupations,46.50589903,13.37369727,14.8276636,5.119134204,11.49288282,1.69252113
29-1124,Radiation Therapists,Healthcare Practitioners and Technical Occupations,50.56680333,13.36443647,20.89061186,1.063220431,11.82372041,3.42481416
29-1125,Recreational Therapists,Healthcare Practitioners and Technical Occupations,46.18509901,18.87772016,7.700077768,4.813333991,14.26246052,0.531506576
29-1126,Respiratory Therapists,Healthcare Practitioners and Technical Occupations,49.20577737,11.32995999,19.64132393,2.849534984,12.73043724,2.654521233
29-1127,Speech-Language Pathologists,Healthcare Practitioners and Technical Occupations,47.11844331,15.48172477,13.00221147,8.90018366,6.912214176,2.822109226
29-1131,Veterinarians,Healthcare Practitioners and Technical Occupations,48.19154723,10.95708884,18.1267131,4.275643756,13.17927398,1.652827554
29-1181,Audiologists,Healthcare Practitioners and Technical Occupations,48.35911175,20.89807143,15.03195568,6.182198302,4.08758896,2.159297373
29-2021,Dental Hygienists,Healthcare Practitioners and Technical Occupations,49.91859928,6.968648633,21.61934232,0.718312813,16.14862327,4.463672235
29-2031,Cardiovascular Technologists and Technicians,Healthcare Practitioners and Technical Occupations,50.74462163,11.32935065,22.0235879,1.064738064,12.28148192,4.045463101
29-2032,Diagnostic Medical Sonographers,Healthcare Practitioners and Technical Occupations,49.96297944,13.66435545,20.70353422,1.04295153,10.0788256,4.473312637
29-2033,Nuclear Medicine Technologists,Healthcare Practitioners and Technical Occupations,50.53457397,13.51281955,17.11218544,1.713310303,14.74667585,3.449582826
29-2041,Emergency Medical Technicians and Paramedics,Healthcare Practitioners and Technical Occupations,47.81892545,9.531262559,21.67530694,2.370108544,13.30323477,0.939012632
29-2051,Dietetic Technicians,Healthcare Practitioners and Technical Occupations,48.74683372,17.28366345,13.27538072,1.470915937,14.05322355,2.663650071
29-2052,Pharmacy Technicians,Healthcare Practitioners and Technical Occupations,51.21452227,12.22987729,16.73053402,1.323670399,13.475886,7.454554566
29-2053,Psychiatric Technicians,Healthcare Practitioners and Technical Occupations,48.50042318,15.30768616,11.15526661,2.482316987,17.09811923,2.45703419
29-2054,Respiratory Therapy Technicians,Healthcare Practitioners and Technical Occupations,49.22749924,12.01188083,20.23212677,2.509856097,12.46539823,2.008237317
29-2055,Surgical Technologists,Healthcare Practitioners and Technical Occupations,49.62711323,11.60966525,20.43566906,1.018334432,14.2111947,2.35224978
29-2056,Veterinary Technologists and Technicians,Healthcare Practitioners and Technical Occupations,49.41830299,9.412660969,21.48575299,1.449753779,14.7488369,2.321298348
29-2061,Licensed Practical and Licensed Vocational Nurses,Healthcare Practitioners and Technical Occupations,48.53693158,15.70568482,14.04355076,3.671518082,12.60050186,2.515676064
29-2071,Medical Records and Health Information Technicians,Healthcare Practitioners and Technical Occupations,57.83630584,17.78450962,19.60886054,3.338478733,0.59012099,16.51433595
29-2081,"Opticians, Dispensing",Healthcare Practitioners and Technical Occupations,49.04721098,23.65513542,14.28954809,0.790404781,6.734147218,3.577975459
29-2091,Orthotists and Prosthetists,Healthcare Practitioners and Technical Occupations,47.93897359,18.33910325,11.68898403,4.209343252,10.82193508,2.879607989
29-9011,Occupational Health and Safety Specialists,Healthcare Practitioners and Technical Occupations,48.95979389,14.47231619,20.20421452,6.346604438,6.311946578,1.624712162
29-9012,Occupational Health and Safety Technicians,Healthcare Practitioners and Technical Occupations,49.0930705,12.3347487,23.25707005,3.390069889,9.488753123,0.62242875
29-9091,Athletic Trainers,Healthcare Practitioners and Technical Occupations,46.68022038,14.63085836,13.82486855,4.736587626,12.54953361,0.938372225
31-1011,Home Health Aides,Healthcare Support Occupations,46.65761445,7.854990952,18.50966006,0.752644175,19.12134772,0.418971535
31-1013,Psychiatric Aides,Healthcare Support Occupations,47.45184882,9.877862972,13.47445269,0.386227862,22.99177845,0.721526853
31-2011,Occupational Therapy Assistants,Healthcare Support Occupations,47.05626375,13.20546974,14.01219635,1.953619344,16.16005038,1.724927932
31-2012,Occupational Therapy Aides,Healthcare Support Occupations,46.74306859,9.883813996,11.35826558,0.531948251,23.82290366,1.146137111
31-2021,Physical Therapist Assistants,Healthcare Support Occupations,46.33533709,14.43126259,14.26564124,1.225955116,16.1305657,0.281912442
31-2022,Physical Therapist Aides,Healthcare Support Occupations,46.16171822,10.2503686,13.60272182,0.013118598,22.2955092,0
31-9011,Massage Therapists,Healthcare Support Occupations,44.81687211,6.777119572,16.10323825,1.593862207,19.95232689,0.390325198
31-9091,Dental Assistants,Healthcare Support Occupations,49.37464709,10.34503768,18.89622139,0.535202095,18.36472675,1.233459177
31-9092,Medical Assistants,Healthcare Support Occupations,49.94572507,17.89643633,14.45921566,3.15971416,11.00397668,3.42638224
31-9093,Medical Equipment Preparers,Healthcare Support Occupations,50.70073845,9.734206277,22.82945641,0.782258759,14.16597534,3.188841659
31-9094,Medical Transcriptionists,Healthcare Support Occupations,56.7856568,20.54446649,19.38359596,1.464711399,0.016127893,15.37675506
31-9095,Pharmacy Aides,Healthcare Support Occupations,49.32411151,21.71680179,9.753048433,0.194032782,15.21402578,2.446202725
31-9096,Veterinary Assistants and Laboratory Animal Caretakers,Healthcare Support Occupations,47.5269037,6.806051522,16.48100822,0.514551989,23.72529197,0
33-1011,First-Line Supervisors of Correctional Officers,Protective Service Occupations,48.67517701,15.19201977,13.71912892,3.027448797,14.85621308,1.880366441
33-1012,First-Line Supervisors of Police and Detectives,Protective Service Occupations,48.19862573,16.31026015,14.8567746,4.344513444,11.18730319,1.499774337
33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,Protective Service Occupations,47.76432204,13.52061293,19.47835068,3.737060796,10.08625792,0.942039713
33-2011,Firefighters,Protective Service Occupations,47.73867735,8.694839176,23.41748129,0.976430562,14.39570563,0.254220689
33-2021,Fire Inspectors and Investigators,Protective Service Occupations,48.43647876,11.5579172,23.16707127,3.194223445,8.175742623,2.34152422
33-3011,Bailiffs,Protective Service Occupations,49.11034095,8.647376517,8.826728501,0.186557501,30.0304006,1.419277834
33-3012,Correctional Officers and Jailers,Protective Service Occupations,48.83136158,9.662171288,17.25573588,0.535682562,19.39568677,1.982085074
33-3021,Detectives and Criminal Investigators,Protective Service Occupations,49.04377012,10.50908396,21.79991146,2.640428182,11.80850244,2.285844083
33-3031,Fish and Game Wardens,Protective Service Occupations,47.77019954,9.752218175,23.72318756,2.777489868,10.81023531,0.707068631
33-3041,Parking Enforcement Workers,Protective Service Occupations,49.5473715,9.550722329,27.24473058,0.413618784,12.01818505,0.320114757
33-3051,Police and Sheriff's Patrol Officers,Protective Service Occupations,48.63964216,10.47490521,20.20597801,1.908710532,14.49608564,1.55396277
33-3052,Transit and Railroad Police,Protective Service Occupations,47.81695685,8.694035207,21.5355821,1.712175322,15.13570409,0.739460136
33-9011,Animal Control Workers,Protective Service Occupations,48.07472091,7.927538295,21.30550444,0.926997924,17.12612749,0.788552769
33-9021,Private Detectives and Investigators,Protective Service Occupations,49.95546068,16.3678277,21.44550954,5.664652278,1.669502847,4.807968317
33-9031,Gaming Surveillance Officers and Gaming Investigators,Protective Service Occupations,50.63069313,14.04473112,25.39231766,1.383664768,8.2801899,1.529789684
33-9032,Security Guards,Protective Service Occupations,49.56000145,9.161427015,25.73898547,0.721666274,12.07428632,1.863636373
33-9091,Crossing Guards,Protective Service Occupations,47.79148055,2.219021367,23.61807545,0.327210481,21.62717325,0
33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Protective Service Occupations,47.30390226,5.895808828,21.0982656,0.266870874,20.04295696,0
35-1011,Chefs and Head Cooks,Food Preparation and Serving Related Occupations,48.07466689,19.01763644,10.99706884,2.648831098,13.80532177,1.605808741
35-1012,First-Line Supervisors of Food Preparation and Serving Workers,Food Preparation and Serving Related Occupations,48.47403678,18.76317638,12.12379,1.617725385,14.34966549,1.619679531
35-2011,"Cooks, Fast Food",Food Preparation and Serving Related Occupations,47.45749429,11.79589866,13.1902014,0,22.47139423,0
35-2012,"Cooks, Institution and Cafeteria",Food Preparation and Serving Related Occupations,49.63973142,10.95936787,18.59455965,0.170764798,18.19245551,1.722583592
35-2013,"Cooks, Private Household",Food Preparation and Serving Related Occupations,46.92440598,15.96011831,15.86512805,1.430743327,11.64964775,2.018768544
35-2014,"Cooks, Restaurant",Food Preparation and Serving Related Occupations,48.6847438,10.07722873,22.17209832,0.513482495,15.42361491,0.498319338
35-2015,"Cooks, Short Order",Food Preparation and Serving Related Occupations,48.43898851,8.534410689,19.86791263,0.608148505,18.14804426,1.280472423
35-2021,Food Preparation Workers,Food Preparation and Serving Related Occupations,48.74691154,9.429736036,15.85899255,0.693504533,19.93670816,2.827970261
35-3011,Bartenders,Food Preparation and Serving Related Occupations,46.84426704,18.40479367,12.62318398,1.849035707,13.96725369,0
35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",Food Preparation and Serving Related Occupations,49.31523947,13.91784741,15.13338911,0,18.95670243,1.307300518
35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",Food Preparation and Serving Related Occupations,48.0581563,13.50353327,11.81411818,0,22.74050485,0
35-3031,Waiters and Waitresses,Food Preparation and Serving Related Occupations,46.93161815,11.10885546,13.9708474,1.592443335,19.83225135,0.427220608
35-3041,"Food Servers, Nonrestaurant",Food Preparation and Serving Related Occupations,46.92346581,5.822030138,15.54968828,0,25.5517474,0
35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,Food Preparation and Serving Related Occupations,46.24674986,6.697693429,13.94844443,0,25.600612,0
35-9021,Dishwashers,Food Preparation and Serving Related Occupations,48.29862196,7.530007763,26.06617111,0.521068894,14.18137419,0
35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Food Preparation and Serving Related Occupations,47.7760641,13.54210728,5.442162086,0,28.79179474,0
37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,Building and Grounds Cleaning and Maintenance Occupations,47.915524,18.16112472,10.96691965,1.344906727,16.47904574,0.963527158
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Building and Grounds Cleaning and Maintenance Occupations,47.95746624,16.74768825,17.09338261,2.233485651,11.42741571,0.455494029
37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Building and Grounds Cleaning and Maintenance Occupations,45.43441159,2.555185989,17.7728523,0.157725187,24.94864812,0
37-2012,Maids and Housekeeping Cleaners,Building and Grounds Cleaning and Maintenance Occupations,44.81176193,3.737600763,18.53836202,0,22.52505562,0.01074352
37-2021,Pest Control Workers,Building and Grounds Cleaning and Maintenance Occupations,47.43460108,8.874036777,25.17383584,1.090339621,10.54178773,1.754601102
37-3011,Landscaping and Groundskeeping Workers,Building and Grounds Cleaning and Maintenance Occupations,48.04932927,2.720474609,26.07099823,0,19.25785644,0
37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Building and Grounds Cleaning and Maintenance Occupations,48.68145168,7.159654259,29.60217769,0.492422945,10.8927789,0.53441789
37-3013,Tree Trimmers and Pruners,Building and Grounds Cleaning and Maintenance Occupations,47.91344077,3.908626013,28.23204543,0.193081381,15.57968795,0
39-1021,First-Line Supervisors of Personal Service Workers,Personal Care and Service Occupations,47.8836197,25.00145162,6.995416105,3.573802449,10.9466664,1.36628313
39-2011,Animal Trainers,Personal Care and Service Occupations,45.10672093,7.39657503,20.42332675,3.803822998,13.12427479,0.358721362
39-2021,Nonfarm Animal Caretakers,Personal Care and Service Occupations,47.7021089,4.220659501,21.06914962,0.256006659,18.20362686,3.952666264
39-3011,Gaming Dealers,Personal Care and Service Occupations,51.37590003,9.328159347,21.56238869,0,14.02267488,6.462677114
39-3012,Gaming and Sports Book Writers and Runners,Personal Care and Service Occupations,52.85326707,10.68574454,21.40943367,0,14.16995705,6.58813181
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",Personal Care and Service Occupations,49.274,13.46641551,9.924029224,0,25.88355526,0
39-3091,Amusement and Recreation Attendants,Personal Care and Service Occupations,49.30001364,7.800047425,13.5939996,0,23.67382169,4.23214492
39-3092,Costume Attendants,Personal Care and Service Occupations,47.3139446,7.66302734,19.6881849,0.611915907,17.66490997,1.685906486
39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",Personal Care and Service Occupations,47.53059626,20.39688535,10.71452812,0,16.4191828,0
39-4011,Embalmers,Personal Care and Service Occupations,48.41228031,10.45294176,20.9747549,0.610635713,13.26207974,3.111868197
39-4021,Funeral Attendants,Personal Care and Service Occupations,47.39290334,13.89576971,19.5316626,1.416695346,11.3901902,1.158585479
39-5011,Barbers,Personal Care and Service Occupations,46.18320227,8.456273203,18.02954282,1.473688311,17.23574257,0.987955363
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",Personal Care and Service Occupations,46.19090432,14.28447855,13.87679739,2.365513081,13.2656861,2.398429197
39-5091,"Makeup Artists, Theatrical and Performance",Personal Care and Service Occupations,46.19201257,11.46625426,19.12260886,2.077957311,10.31832472,3.20686743
39-5092,Manicurists and Pedicurists,Personal Care and Service Occupations,50.52089947,10.3133998,24.18505281,0,16.02244685,0
39-5094,Skincare Specialists,Personal Care and Service Occupations,46.8811638,13.32761454,14.46018357,2.65209774,14.69597625,1.745291704
39-6011,Baggage Porters and Bellhops,Personal Care and Service Occupations,46.02356937,8.163317886,23.00757872,1.210068315,13.64260444,0
39-6012,Concierges,Personal Care and Service Occupations,47.05937329,32.6459977,4.216608531,4.761694295,4.400024154,1.035048611
39-9011,Childcare Workers,Personal Care and Service Occupations,44.96854667,8.311675436,12.64818895,1.933241378,22.07544091,0
39-9021,Personal Care Aides,Personal Care and Service Occupations,45.87146179,7.4939213,14.26056427,0,24.01029804,0.106678193
39-9031,Fitness Trainers and Aerobics Instructors,Personal Care and Service Occupations,43.37147492,8.065783444,9.502373205,1.805904557,23.99741372,0
39-9032,Recreation Workers,Personal Care and Service Occupations,46.77430437,24.3215389,7.420006798,3.651030278,10.67801989,0.703708498
39-9041,Residential Advisors,Personal Care and Service Occupations,47.59482913,22.19315824,5.316418698,3.792860651,14.7630881,1.529303441
41-1011,First-Line Supervisors of Retail Sales Workers,Sales and Related Occupations,47.95768849,25.74697043,4.90305937,2.879288017,12.48811766,1.940253013
41-1012,First-Line Supervisors of Non-Retail Sales Workers,Sales and Related Occupations,48.29018123,26.2907105,7.630563758,6.484026351,5.85136531,2.033515307
41-2011,Cashiers,Sales and Related Occupations,49.60569249,13.62631623,19.22567974,1.707746916,13.2067592,1.839190411
41-2012,Gaming Change Persons and Booth Cashiers,Sales and Related Occupations,52.5335867,8.999988497,22.62104127,0,13.96914649,6.943410437
41-2021,Counter and Rental Clerks,Sales and Related Occupations,49.17242646,25.20118991,5.106678908,0,16.74574101,2.118816634
41-2022,Parts Salespersons,Sales and Related Occupations,48.97951208,22.79650782,12.47465092,1.655009289,8.978086325,3.075257723
41-2031,Retail Salespersons,Sales and Related Occupations,47.3153143,23.81970853,4.782674629,1.313415684,16.47493852,0.924576934
41-3011,Advertising Sales Agents,Sales and Related Occupations,47.26775358,27.57096791,6.215844371,2.978749504,8.715101089,1.787090699
41-3021,Insurance Sales Agents,Sales and Related Occupations,50.92015599,26.11714437,10.09867002,3.070749184,6.007554706,5.626037717
41-3031,"Securities, Commodities, and Financial Services Sales Agents",Sales and Related Occupations,49.400696,22.70399445,13.18794452,6.62971441,3.918837964,2.960204655
41-3041,Travel Agents,Sales and Related Occupations,50.31664918,30.21733781,9.413431931,2.949132182,4.451647827,3.285099427
41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Sales and Related Occupations,48.51538837,27.8549933,7.92870555,3.600179995,7.982390236,1.149119295
41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Sales and Related Occupations,47.59386148,29.1148936,3.723550203,2.222868816,12.53254885,0
41-9011,Demonstrators and Product Promoters,Sales and Related Occupations,46.22727449,27.8867191,9.202472979,0.917412222,8.220670194,0
41-9021,Real Estate Brokers,Sales and Related Occupations,48.29919465,22.85039733,11.92672829,5.254259981,7.997531736,0.270277313
41-9022,Real Estate Sales Agents,Sales and Related Occupations,47.76875681,22.57570809,13.952615,3.358822013,7.345748803,0.535862909
41-9031,Sales Engineers,Sales and Related Occupations,47.9450451,23.94362699,7.977202939,7.420768969,5.939965586,2.663480616
41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Sales and Related Occupations,44.93898373,38.0517496,0.890052566,2.293086866,3.704094703,0
43-1011,First-Line Supervisors of Office and Administrative Support Workers,Office and Administrative Support Occupations,48.60749148,27.09015473,7.379582767,5.62693681,6.935482821,1.575334344
43-2011,"Switchboard Operators, Including Answering Service",Office and Administrative Support Occupations,51.97471664,29.21418925,10.90397482,0,7.686279278,4.170273291
43-3011,Bill and Account Collectors,Office and Administrative Support Occupations,53.62178168,25.08658565,9.658474018,1.134146656,12.92818228,4.814393075
43-3021,Billing and Posting Clerks,Office and Administrative Support Occupations,57.63017138,29.29189766,11.04673275,0,2.754786576,14.5367544
43-3031,"Bookkeeping, Accounting, and Auditing Clerks",Office and Administrative Support Occupations,57.45647793,23.98643301,20.92121537,0.247042579,0.368354304,11.93343266
43-3041,Gaming Cage Workers,Office and Administrative Support Occupations,53.65587856,11.39670852,23.54749523,0.895683186,11.13823419,6.677757429
43-3051,Payroll and Timekeeping Clerks,Office and Administrative Support Occupations,58.48479388,17.38309331,22.46669806,1.820240993,2.474248149,14.34051337
43-3061,Procurement Clerks,Office and Administrative Support Occupations,52.97170312,25.75003649,8.833058905,3.921593472,5.611240115,8.855774132
43-3071,Tellers,Office and Administrative Support Occupations,53.29175869,16.08691767,19.23444725,0.105669441,11.11178957,6.752934753
43-4011,Brokerage Clerks,Office and Administrative Support Occupations,54.58657854,24.3692251,12.2842093,1.345426645,4.0119192,12.5757983
43-4021,Correspondence Clerks,Office and Administrative Support Occupations,52.7679675,24.23849977,11.20121188,4.519190974,6.729390429,6.079674449
43-4031,"Court, Municipal, and License Clerks",Office and Administrative Support Occupations,53.87050989,29.36358687,7.256395753,0.596964111,8.158482261,8.495080889
43-4051,Customer Service Representatives,Office and Administrative Support Occupations,51.88544186,34.17366107,5.704439298,0.333356196,4.664304192,7.009681105
43-4061,"Eligibility Interviewers, Government Programs",Office and Administrative Support Occupations,50.43133313,27.67707559,12.25587424,3.273096742,4.994509285,2.230777283
43-4071,File Clerks,Office and Administrative Support Occupations,53.59470829,17.23640088,8.770872023,2.200041482,7.258506965,18.12888694
43-4081,"Hotel, Motel, and Resort Desk Clerks",Office and Administrative Support Occupations,50.61319554,24.04835572,7.854974172,0.187317463,16.6241215,1.898426699
43-4111,"Interviewers, Except Eligibility and Loan",Office and Administrative Support Occupations,54.50092388,25.5812515,11.07720486,0,8.675720889,9.166746628
43-4121,"Library Assistants, Clerical",Office and Administrative Support Occupations,49.74887771,21.49042703,14.64633602,0.601568335,10.37306634,2.637479983
43-4131,Loan Interviewers and Clerks,Office and Administrative Support Occupations,52.1121872,22.93910414,13.66796198,3.368509931,5.610623777,6.525987383
43-4141,New Accounts Clerks,Office and Administrative Support Occupations,51.69897595,26.23878574,13.37019149,2.110499908,7.116705976,2.862792846
43-4151,Order Clerks,Office and Administrative Support Occupations,51.73711504,28.75494967,11.67309984,2.578900354,4.810441645,3.919723538
43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",Office and Administrative Support Occupations,53.08289757,25.84185853,10.45360551,3.926971956,6.839239256,6.021222314
43-4171,Receptionists and Information Clerks,Office and Administrative Support Occupations,52.13851614,30.72324066,8.364083019,1.408788241,7.731026975,3.911377246
43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,Office and Administrative Support Occupations,51.62414064,18.72599661,17.93506595,0.199132118,8.489776122,6.274169837
43-5011,Cargo and Freight Agents,Office and Administrative Support Occupations,53.10331052,24.8051245,5.999027369,1.33554745,10.70823363,10.25537757
43-5021,Couriers and Messengers,Office and Administrative Support Occupations,48.03914723,3.748809741,24.62572175,0.921888033,16.45039465,2.292333053
43-5031,"Police, Fire, and Ambulance Dispatchers",Office and Administrative Support Occupations,51.34572322,18.20585301,18.88670922,2.2680538,7.942398678,4.042708522
43-5032,"Dispatchers, Except Police, Fire, and Ambulance",Office and Administrative Support Occupations,50.0447557,26.64104482,8.407784354,4.398186655,6.789618503,3.808121366
